paper_id,zotero_key,item_type,fetch_date,fetch_status,source
wls_zotero_PPVYQDZ2,PPVYQDZ2,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_IAF53HC8,IAF53HC8,bookSection,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_EQAKUHMC,EQAKUHMC,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_LS5QDZX2,LS5QDZX2,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_LMZQINC2,LMZQINC2,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_S6KWALZ7,S6KWALZ7,bookSection,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_M6G4Y3X8,M6G4Y3X8,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_NB5X7ICW,NB5X7ICW,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_7Y23YXZ8,7Y23YXZ8,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_DVXY33NV,DVXY33NV,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_B4YTE5K6,B4YTE5K6,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_NMYAD8N9,NMYAD8N9,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_7PMJNXR7,7PMJNXR7,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_C8PB3UD7,C8PB3UD7,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_22YDFVYN,22YDFVYN,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_E9TQTZN5,E9TQTZN5,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_C4W7KYW5,C4W7KYW5,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_QCPK3R8L,QCPK3R8L,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_LV5G2PS9,LV5G2PS9,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_SPJ4TZDM,SPJ4TZDM,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_MF8PXPJT,MF8PXPJT,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_7DFUY4LF,7DFUY4LF,bookSection,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_HDCHG3M3,HDCHG3M3,manuscript,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_E4C9RC9K,E4C9RC9K,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_3QZ7IFTW,3QZ7IFTW,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_W8XT39J2,W8XT39J2,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_MN58UMSP,MN58UMSP,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_QRAJ3WKJ,QRAJ3WKJ,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_S2BCZ93R,S2BCZ93R,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_YEVD4PVS,YEVD4PVS,thesis,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_IUCPGIQG,IUCPGIQG,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_949HA6JI,949HA6JI,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_WNAVXBUG,WNAVXBUG,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_KY2WKBCN,KY2WKBCN,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_CTBG7FLF,CTBG7FLF,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_5SS2AVGS,5SS2AVGS,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_TUUIXBI5,TUUIXBI5,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_7PH97JX4,7PH97JX4,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_K6HBSFVT,K6HBSFVT,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_W2D5B94L,W2D5B94L,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_R24X8PNX,R24X8PNX,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_M5TADR5V,M5TADR5V,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_BK6EBCSQ,BK6EBCSQ,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_4KTQ57G6,4KTQ57G6,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_RRPUPEHP,RRPUPEHP,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_7LLNG7K2,7LLNG7K2,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_93CE9EV8,93CE9EV8,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_UIYZ6CQV,UIYZ6CQV,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_35QGIEDE,35QGIEDE,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_T6NMCPN9,T6NMCPN9,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_MFWEYAD8,MFWEYAD8,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_ED3KKR4J,ED3KKR4J,preprint,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_FFPIEX3U,FFPIEX3U,thesis,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_CANUTD5D,CANUTD5D,bookSection,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_D2DNIRM9,D2DNIRM9,bookSection,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_M6K4IREY,M6K4IREY,bookSection,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_PBKJSZ77,PBKJSZ77,preprint,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_44QHYIUI,44QHYIUI,preprint,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_HEWIZA7H,HEWIZA7H,thesis,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_X7ZIYRNT,X7ZIYRNT,bookSection,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_ACABPU72,ACABPU72,preprint,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_4TT2DABL,4TT2DABL,thesis,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_JM6L5ABW,JM6L5ABW,preprint,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_LQ2WN5W3,LQ2WN5W3,preprint,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_7XZICN5L,7XZICN5L,book,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_FQFNV5RU,FQFNV5RU,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_YVZBQ8SZ,YVZBQ8SZ,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_XZYIGMZQ,XZYIGMZQ,thesis,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_9MLJRPVH,9MLJRPVH,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_2I26UU9U,2I26UU9U,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_GFE92I6N,GFE92I6N,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_MLYEJDW2,MLYEJDW2,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_QRYJPJA7,QRYJPJA7,thesis,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_YV9YZFJ9,YV9YZFJ9,preprint,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_IDFYU8CX,IDFYU8CX,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_6EPJMH8I,6EPJMH8I,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_YJXPRKJK,YJXPRKJK,preprint,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_MTYTVF9F,MTYTVF9F,preprint,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_BXGYZ5VY,BXGYZ5VY,preprint,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_JUYMVKPJ,JUYMVKPJ,preprint,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_W75WMTUE,W75WMTUE,preprint,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_GMJX5DA6,GMJX5DA6,preprint,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_8Z4ZBEJK,8Z4ZBEJK,thesis,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_254LKDW6,254LKDW6,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_5N4PWTQN,5N4PWTQN,thesis,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_DG259USW,DG259USW,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_4XIW34ZH,4XIW34ZH,bookSection,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_BJQ9WEP9,BJQ9WEP9,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_Z2R6CJJA,Z2R6CJJA,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_5USD7QGT,5USD7QGT,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_MV8UNYTC,MV8UNYTC,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_ZU4EHEKY,ZU4EHEKY,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_NLZVRRVU,NLZVRRVU,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_P2ECLV7C,P2ECLV7C,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_P5FM2ESN,P5FM2ESN,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_QSNXBH4Z,QSNXBH4Z,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_WHPJAFWP,WHPJAFWP,thesis,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_ET8YFEMR,ET8YFEMR,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_ER22H9C3,ER22H9C3,book,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_HGVYCML5,HGVYCML5,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_B78B3JW4,B78B3JW4,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_VMECC9DJ,VMECC9DJ,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_ASZZ46NH,ASZZ46NH,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_GCVE8T2S,GCVE8T2S,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_DGB7RMKW,DGB7RMKW,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_2ZSLF922,2ZSLF922,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_U3VFI6JC,U3VFI6JC,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_5A3UAKVR,5A3UAKVR,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_KHK6IKQC,KHK6IKQC,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_IAPBFA6N,IAPBFA6N,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_FKBXMJY3,FKBXMJY3,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_EJKK29YW,EJKK29YW,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_RS3K5T75,RS3K5T75,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_66N4Q8JC,66N4Q8JC,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_B3ABAC2T,B3ABAC2T,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_S3I374CW,S3I374CW,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_LKYXQ4Z2,LKYXQ4Z2,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_QGKD663Q,QGKD663Q,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_SFVA6JT8,SFVA6JT8,bookSection,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_5LMXDJCA,5LMXDJCA,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_HBGJAJ3U,HBGJAJ3U,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_GIVHDFA4,GIVHDFA4,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_XETI6HX7,XETI6HX7,bookSection,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_T36VPRCS,T36VPRCS,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_TB3NCFTZ,TB3NCFTZ,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_7KNSEGIL,7KNSEGIL,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_HBF82R2B,HBF82R2B,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_JIYMR3ZC,JIYMR3ZC,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_6K6AAJP7,6K6AAJP7,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_8YFNUYZ4,8YFNUYZ4,bookSection,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_YES3C3V7,YES3C3V7,thesis,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_X5H3B6DY,X5H3B6DY,bookSection,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_6DY3THTT,6DY3THTT,thesis,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_TB4YYLKA,TB4YYLKA,thesis,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_A6J9KIKY,A6J9KIKY,thesis,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_F89A5S2Q,F89A5S2Q,book,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_VN23NA4M,VN23NA4M,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_QWIPC7YJ,QWIPC7YJ,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_I6ELBTTD,I6ELBTTD,bookSection,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_JXEZGWQP,JXEZGWQP,bookSection,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_ITN7SI9F,ITN7SI9F,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_XMIKB89P,XMIKB89P,thesis,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_THZWLK7N,THZWLK7N,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_IY9SRPBF,IY9SRPBF,thesis,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_GCKSTMMW,GCKSTMMW,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_NKX74YQZ,NKX74YQZ,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_PWC9TPDY,PWC9TPDY,thesis,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_IECR8T7L,IECR8T7L,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_8BIWFIBA,8BIWFIBA,thesis,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_KCQ7PYH8,KCQ7PYH8,thesis,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_JTNNSPH4,JTNNSPH4,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_8GNKVE6Z,8GNKVE6Z,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_Y4YL298M,Y4YL298M,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_3KGSJ9MV,3KGSJ9MV,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_QU3LBLXB,QU3LBLXB,thesis,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_N8MHTJ26,N8MHTJ26,book,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_F7WVLEE4,F7WVLEE4,thesis,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_P8II53G7,P8II53G7,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_TSAWBCG9,TSAWBCG9,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_ZREAZ92C,ZREAZ92C,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_34QV6ZLP,34QV6ZLP,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_4WKK9N7T,4WKK9N7T,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_PNWEXX9S,PNWEXX9S,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_C6QVSKFX,C6QVSKFX,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_4PRJV4Z2,4PRJV4Z2,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_M6Z3EAH4,M6Z3EAH4,preprint,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_LE5J8VPW,LE5J8VPW,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_FKCC3VN8,FKCC3VN8,thesis,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_VVC3N2YQ,VVC3N2YQ,thesis,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_L2QI85VZ,L2QI85VZ,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_RPGDUZZ2,RPGDUZZ2,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_Y3Y2UPDK,Y3Y2UPDK,journalArticle,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_USRSRGYG,USRSRGYG,preprint,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_VBDUWUXQ,VBDUWUXQ,preprint,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_WKB26UPJ,WKB26UPJ,preprint,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_K7U2DXEY,K7U2DXEY,preprint,2026-06-24T19:38:31Z,success,zotero_group_5400572
wls_zotero_XEVGSD46,XEVGSD46,preprint,2026-06-24T19:38:31Z,success,zotero_group_5400572
