paper_id,publication_id,doi,fetch_date,fetch_status,source
edshare_doi_10_3102_01623737019004360,publication-DTWBQV5K,10.3102/01623737019004360,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_publication-2RSXT4RV,publication-2RSXT4RV,NA,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_publication-3B4QPHHD,publication-3B4QPHHD,NA,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_publication-7Q47NQBZ,publication-7Q47NQBZ,NA,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_publication-9FHGKTPE,publication-9FHGKTPE,NA,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_publication-9IMRNEKG,publication-9IMRNEKG,NA,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_publication-CF7F4GZ5,publication-CF7F4GZ5,NA,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_publication-FC5NTDQH,publication-FC5NTDQH,NA,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_publication-INPX7V2K,publication-INPX7V2K,NA,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_publication-IX9HZP4F,publication-IX9HZP4F,NA,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_publication-K3I8LASJ,publication-K3I8LASJ,NA,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_publication-NASA7U3Q,publication-NASA7U3Q,NA,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_publication-P7T2YNRV,publication-P7T2YNRV,NA,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_publication-SYJ2KAE7,publication-SYJ2KAE7,NA,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_publication-UNEVMBHU,publication-UNEVMBHU,NA,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_publication-V3ZMH3EW,publication-V3ZMH3EW,NA,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_publication-VWSFBTZ6,publication-VWSFBTZ6,NA,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_publication-WQXG9KX4,publication-WQXG9KX4,NA,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_publication-WZRE9BRW,publication-WZRE9BRW,NA,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_publication-Y85S2B57,publication-Y85S2B57,NA,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1002_j_2161_0045_1988_tb00490_x,publication-T2ZA35F9,10.1002/j.2161-0045.1988.tb00490.x,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1002_jae_731,publication-DQLD2NKV,10.1002/jae.731,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1007_s11199_013_0261_8,publication-3AMPY8Z5,10.1007/s11199-013-0261-8,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1016_0021_9924_85_90006_1,publication-CVK9DI7S,10.1016/0021-9924(85)90006-1,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1016_0049_089x_89_90002_1,publication-9ICN4XI5,10.1016/0049-089x(89)90002-1,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1016_0272_7757_89_90032_0,publication-XZGSSFAP,10.1016/0272-7757(89)90032-0,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1016_0272_7757_91_90023_i,publication-2EUZ92MQ,10.1016/0272-7757(91)90023-i,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1016_j_econedurev_2005_05_003,publication-C2Z5JPBF,10.1016/j.econedurev.2005.05.003,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1016_j_ssresearch_2006_09_004,publication-7AGA4SIP,10.1016/j.ssresearch.2006.09.004,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1016_s0272_7757_00_00006_6,publication-JNP9YU63,10.1016/s0272-7757(00)00006-6,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1016_s0272_7757_02_00054_7,publication-JRD3IIFM,10.1016/s0272-7757(02)00054-7,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1016_s0272_7757_96_00076_3,publication-YPFJ34QS,10.1016/s0272-7757(96)00076-3,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1016_s0272_7757_97_00037_x,publication-ZLL3L65E,10.1016/s0272-7757(97)00037-x,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1016_s0362_3319_02_00171_4,publication-XD2XV2TX,10.1016/s0362-3319(02)00171-4,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1037_0022_3514_84_1_205,publication-67RIZZQQ,10.1037/0022-3514.84.1.205,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1037__0022_0663_77_6_716,publication-JL39SBN4,10.1037//0022-0663.77.6.716,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1086_443466,publication-YVINT8VN,10.1086/443466,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1086_443881,publication-U4FSGELK,10.1086/443881,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1086_444059,publication-K3HY2C4C,10.1086/444059,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1093_cep_20_2_160,publication-LSRS6IGJ,10.1093/cep/20.2.160,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1093_sf_74_2_609,publication-LNRDYCT3,10.1093/sf/74.2.609,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1111_0161_4681_00121,publication-7NVQVIBG,10.1111/0161-4681.00121,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1111_j_1549_0831_1995_tb00578_x,publication-QKSN5Z3G,10.1111/j.1549-0831.1995.tb00578.x,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1123_ssj_10_1_44,publication-7X4UXEDT,10.1123/ssj.10.1.44,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1146_annurev_economics_080511_110908,publication-JB8GERKM,10.1146/annurev-economics-080511-110908,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1162_003465300558605,publication-QNQYJJ6H,10.1162/003465300558605,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1162_003465300558902,publication-93F5UDFF,10.1162/003465300558902,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1162_edfp_a_00074,publication-G66AZ39C,10.1162/edfp_a_00074,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1177_0002764212458282,publication-FCDXB6GH,10.1177/0002764212458282,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1177_0013161x88024002007,publication-UMCDQ8LZ,10.1177/0013161x88024002007,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1177_003804070808100401,publication-I3KVMB5R,10.1177/003804070808100401,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1177_019251393014002008,publication-293V539F,10.1177/019251393014002008,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1177_0730888494021001002,publication-H8QG4GTN,10.1177/0730888494021001002,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1177_0730888499026002004,publication-NDMJSURF,10.1177/0730888499026002004,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1177_073428298600400107,publication-ZAAA78K5,10.1177/073428298600400107,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1177_074193258500600405,publication-AG69B5Y3,10.1177/074193258500600405,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1177_101269029202700104,publication-SA4PQLHT,10.1177/101269029202700104,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1177_1941406411401808,publication-GADKJBTG,10.1177/1941406411401808,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1177_2158244013503834,publication-HSW32P8W,10.1177/2158244013503834,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1207_s15327795jra0201_1,publication-V7E89MTD,10.1207/s15327795jra0201_1,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1257_app_2_3_129,publication-WPJW2YMJ,10.1257/app.2.3.129,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1257_jep_23_4_119,publication-2PYC69PE,10.1257/jep.23.4.119,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1353_hsj_2013_0000,publication-G3M8EYVV,10.1353/hsj.2013.0000,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1353_rhe_1991_0019,publication-JIQ22UPL,10.1353/rhe.1991.0019,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1353_sof_2010_0017,publication-QGWE2W7D,10.1353/sof.2010.0017,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_2307_146304,publication-QRK9TDU6,10.2307/146304,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_2307_1510399,publication-SSFQ6N37,10.2307/1510399,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_2307_1982017,publication-4YFGRRHK,10.2307/1982017,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_2307_2061259,publication-P26SHVDL,10.2307/2061259,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_2307_2061423,publication-D2BCTMG3,10.2307/2061423,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_2307_2061690,publication-P8WVPVNZ,10.2307/2061690,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_2307_2095414,publication-CRCB592R,10.2307/2095414,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_2307_2095508,publication-NEGVU6DL,10.2307/2095508,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_2307_2095549,publication-YCVFCYL7,10.2307/2095549,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_2307_2095835,publication-JA56TMTT,10.2307/2095835,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_2307_2096347,publication-YFKNMSKL,10.2307/2096347,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_2307_2109863,publication-343ZPTIZ,10.2307/2109863,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_2307_2112249,publication-UR4NR78B,10.2307/2112249,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_2307_2112288,publication-BAGNKTCS,10.2307/2112288,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_2307_2112296,publication-MGQAUXSS,10.2307/2112296,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_2307_2112332,publication-T8UP3CTJ,10.2307/2112332,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_2307_2112513,publication-JSEFX8NI,10.2307/2112513,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_2307_2112692,publication-4USDHGW8,10.2307/2112692,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_2307_2112736,publication-ZE9Q3UAG,10.2307/2112736,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_2307_2112743,publication-SZ6RK5EA,10.2307/2112743,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_2307_2112757,publication-KFK8AAZA,10.2307/2112757,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_2307_2112809,publication-CP46MT4E,10.2307/2112809,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_2307_2112851,publication-I3JB7PB4,10.2307/2112851,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_2307_2135591,publication-S8TYII5P,10.2307/2135591,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_2307_23470975,publication-S2X8N6GS,10.2307/23470975,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_2307_2578910,publication-XJFVHBEW,10.2307/2578910,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_2307_2578935,publication-XHBAHIWX,10.2307/2578935,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_2307_2579926,publication-GD3X3K2C,10.2307/2579926,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_2307_2648089,publication-WXWD2E82,10.2307/2648089,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_2307_2943795,publication-GJ5G9NP9,10.2307/2943795,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_2307_352242,publication-I783MXVU,10.2307/352242,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_2307_352297,publication-PPW3NKVK,10.2307/352297,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_2307_353419,publication-ZKY2W4WC,10.2307/353419,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_2307_353734,publication-4PF3TDVS,10.2307/353734,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_3102_0013189x006011003,publication-IQU3LUXK,10.3102/0013189x006011003,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_3102_0013189x13481382,publication-BH8LA6T4,10.3102/0013189x13481382,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_3102_01623737012002109,publication-5BIHCYD6,10.3102/01623737012002109,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_3102_01623737015002153,publication-49HBVXME,10.3102/01623737015002153,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_3368_jhr_xl_4_791,publication-3F4GEUG2,10.3368/jhr.xl.4.791,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_publication-24H2G62T,publication-24H2G62T,NA,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_publication-27DA867Q,publication-27DA867Q,NA,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_publication-2CZL2VQ7,publication-2CZL2VQ7,NA,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_publication-2L87YT92,publication-2L87YT92,NA,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_publication-2PAK3243,publication-2PAK3243,NA,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_publication-2PLJSVYW,publication-2PLJSVYW,NA,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_publication-38KHSNU5,publication-38KHSNU5,NA,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_publication-3PQ6BD8R,publication-3PQ6BD8R,NA,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_publication-4LKDJ8MT,publication-4LKDJ8MT,NA,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_publication-5PRDWJKR,publication-5PRDWJKR,NA,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_publication-63DRTDDD,publication-63DRTDDD,NA,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_publication-67C867XZ,publication-67C867XZ,NA,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_publication-6W6PQIXD,publication-6W6PQIXD,NA,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_publication-7JQRH4XQ,publication-7JQRH4XQ,NA,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_publication-7Y579BQC,publication-7Y579BQC,NA,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_publication-8C4GVGL2,publication-8C4GVGL2,NA,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_publication-8N36QZ9R,publication-8N36QZ9R,NA,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_publication-AJ2YU786,publication-AJ2YU786,NA,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_publication-AWRIFQ5B,publication-AWRIFQ5B,NA,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_publication-BLT63NQ9,publication-BLT63NQ9,NA,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_publication-C2BV4JJI,publication-C2BV4JJI,NA,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_publication-DAA7MX2B,publication-DAA7MX2B,NA,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_publication-DFEYU3MZ,publication-DFEYU3MZ,NA,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_publication-DIQ353S7,publication-DIQ353S7,NA,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_publication-EBZ5W97W,publication-EBZ5W97W,NA,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_publication-FDIJ6F5J,publication-FDIJ6F5J,NA,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_publication-G3GYS3DY,publication-G3GYS3DY,NA,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_publication-HCTTGY4V,publication-HCTTGY4V,NA,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_publication-HG6L59KG,publication-HG6L59KG,NA,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_publication-HZXJWJ5Z,publication-HZXJWJ5Z,NA,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_publication-IBYQL4FY,publication-IBYQL4FY,NA,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_publication-IQDVLIR6,publication-IQDVLIR6,NA,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_publication-IX555ZQA,publication-IX555ZQA,NA,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_publication-J2X2NLDW,publication-J2X2NLDW,NA,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_publication-K4X6XW6E,publication-K4X6XW6E,NA,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_publication-KDHYPJDL,publication-KDHYPJDL,NA,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_publication-MCCAZXD6,publication-MCCAZXD6,NA,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_publication-PPUITNH6,publication-PPUITNH6,NA,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_publication-SIB3ISET,publication-SIB3ISET,NA,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_publication-U4CD2D4X,publication-U4CD2D4X,NA,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_publication-U4FUZJNH,publication-U4FUZJNH,NA,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_publication-U9DQXV3E,publication-U9DQXV3E,NA,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_publication-UXVUBL8Y,publication-UXVUBL8Y,NA,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_publication-UZEVX4IW,publication-UZEVX4IW,NA,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_publication-Y8WMN8L2,publication-Y8WMN8L2,NA,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_publication-YBCNEH3M,publication-YBCNEH3M,NA,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_publication-YWU8C45D,publication-YWU8C45D,NA,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_publication-ZGAI97TH,publication-ZGAI97TH,NA,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_publication-ZN8GVHYT,publication-ZN8GVHYT,NA,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1002_ir_37019916903,publication-58E9RFBU,10.1002/ir.37019916903,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1002_j_2161_0045_1995_tb00437_x,publication-HST65RQS,10.1002/j.2161-0045.1995.tb00437.x,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1002_jae_696,publication-KRHFSNGU,10.1002/jae.696,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1002_tea_3660230309,publication-A55WJ76A,10.1002/tea.3660230309,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1006_juec_1996_2010,publication-RZYFIGVR,10.1006/juec.1996.2010,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1006_ssre_1996_0001,publication-X5ZRFBGU,10.1006/ssre.1996.0001,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1007_bf00140268,publication-IWDAZFPW,10.1007/bf00140268,2026-06-25T12:41:37Z,success,edshare_bibliography
edshare_doi_10_1007_bf00981752,publication-MZKP9GMR,10.1007/bf00981752,2026-06-25T12:41:37Z,success,edshare_bibliography
