pmid,title,abstract,pub_year,text,has_abstract
edshare_doi_10_1007_s11162_014_9334_y,Why are Women Underrepresented in Elite Colleges and Universities? A Non-Linear Decomposition Analysis,NA,2014,Why are Women Underrepresented in Elite Colleges and Universities? A Non-Linear Decomposition Analysis,FALSE
edshare_doi_10_1016_0191_8869_90_90268_v,Structure and Stability of Self-Esteem in Late Teens,NA,1990,Structure and Stability of Self-Esteem in Late Teens,FALSE
edshare_doi_10_1023_a_1013022201296,Adding a Timing Light to the 'Tool Box',NA,2002,Adding a Timing Light to the 'Tool Box',FALSE
edshare_doi_10_1080_00220671_1992_9941117,Consequences of Dropping Out of School: Findings from High School and Beyond,NA,1992,Consequences of Dropping Out of School: Findings from High School and Beyond,FALSE
edshare_doi_10_1086_443651,"Social Background, Academic Resources, and College Graduation: Recent Evidence from the National Longitudinal Survey",NA,1982,"Social Background, Academic Resources, and College Graduation: Recent Evidence from the National Longitudinal Survey",FALSE
edshare_doi_10_1146_annurev_so_16_080190_001403,Market and Network Theories of the Transition from High School to Work: Their Application to Industrialized Societies,NA,1990,Market and Network Theories of the Transition from High School to Work: Their Application to Industrialized Societies,FALSE
edshare_doi_10_1177_0161468186087003,Who Drops Out of High School and Why? Findings from a National Study,NA,1986,Who Drops Out of High School and Why? Findings from a National Study,FALSE
edshare_doi_10_1177_0730888407303182,Judgments About Work: Dimensionality Revisited,NA,2007,Judgments About Work: Dimensionality Revisited,FALSE
edshare_doi_10_1353_dem_2003_0019,Economic Potential and Entry into Marriage and Cohabitation,NA,2003,Economic Potential and Entry into Marriage and Cohabitation,FALSE
edshare_doi_10_1353_jhe_2014_0037,Institutional Stratification and the Postcollege Labor Market: Comparing Job Satisfaction and Prestige across Generations,NA,2014,Institutional Stratification and the Postcollege Labor Market: Comparing Job Satisfaction and Prestige across Generations,FALSE
edshare_doi_10_1525_sp_2006_53_2_186,"Have Adolescents Become Too Ambitious? High School Seniors' Educational and Occupational Plans, 1976 to 2000",NA,2006,"Have Adolescents Become Too Ambitious? High School Seniors' Educational and Occupational Plans, 1976 to 2000",FALSE
edshare_doi_10_3102_0002831211435229,"The More Things Change, the More They Stay the Same? Prior Achievement Fails to Explain Gender Inequality in Entry into STEM College Majors Over Time",NA,2012,"The More Things Change, the More They Stay the Same? Prior Achievement Fails to Explain Gender Inequality in Entry into STEM College Majors Over Time",FALSE
edshare_doi_10_3102_0002831212439456,"Access without Equity: Longitudinal Analyses of Institutional Stratification by Race and Ethnicity, 1972-2004",NA,2012,"Access without Equity: Longitudinal Analyses of Institutional Stratification by Race and Ethnicity, 1972-2004",FALSE
edshare_doi_10_3102_01623737019004360,Outmigration among Rural High School Graduates: The Effect of Academic and Vocational Programs,NA,1997,Outmigration among Rural High School Graduates: The Effect of Academic and Vocational Programs,FALSE
edshare_publication-2RSXT4RV,"Examining Gaps in Mathematics Achievements Amond Racial-Ethnic Groups, 1972-1992",NA,2005,"Examining Gaps in Mathematics Achievements Amond Racial-Ethnic Groups, 1972-1992",FALSE
edshare_publication-3B4QPHHD,Interpreting the Evidence on Life Cycle Skill Formation,NA,2005,Interpreting the Evidence on Life Cycle Skill Formation,FALSE
edshare_publication-7Q47NQBZ,High School and Beyond Third Follow-Up (1986) Technical Report (NCES 87-090),NA,1987,High School and Beyond Third Follow-Up (1986) Technical Report (NCES 87-090),FALSE
edshare_publication-9FHGKTPE,High School and Beyond Sample Design Report,NA,1981,High School and Beyond Sample Design Report,FALSE
edshare_publication-9IMRNEKG,Transition Patterns Between Education and Work,NA,1984,Transition Patterns Between Education and Work,FALSE
edshare_publication-CF7F4GZ5,Dropout Rates in the United States: 1992,NA,1993,Dropout Rates in the United States: 1992,FALSE
edshare_publication-FC5NTDQH,Monitoring School Quality: An Indicators Report. Statistical Analysis Report (NCES 2001-030),NA,2000,Monitoring School Quality: An Indicators Report. Statistical Analysis Report (NCES 2001-030),FALSE
edshare_publication-INPX7V2K,National Longitudinal Study of the High School Class of 1972. Review and Annotation of Study Reports. (NCES 78-238),NA,1977,National Longitudinal Study of the High School Class of 1972. Review and Annotation of Study Reports. (NCES 78-238),FALSE
edshare_publication-IX9HZP4F,Data and Methodology,NA,2005,Data and Methodology,FALSE
edshare_publication-K3I8LASJ,Continuity of Early Employment Among 1980 High School Sophomores (NCES 97-303),NA,1997,Continuity of Early Employment Among 1980 High School Sophomores (NCES 97-303),FALSE
edshare_publication-NASA7U3Q,"Effects of Stratification, Clustering, and Unequal Weighting on the Variances of NLS Statistics. (NCES 77-258)",NA,1975,"Effects of Stratification, Clustering, and Unequal Weighting on the Variances of NLS Statistics. (NCES 77-258)",FALSE
edshare_publication-P7T2YNRV,High School and Beyond Second Follow-Up. Technical Report.,NA,1985,High School and Beyond Second Follow-Up. Technical Report.,FALSE
edshare_publication-SYJ2KAE7,College Quality and Future Earnings: Where Should You Send Your Child to College?,NA,1989,College Quality and Future Earnings: Where Should You Send Your Child to College?,FALSE
edshare_publication-UNEVMBHU,The National Longitudinal Study of the High School Class of 1972 (NLS-72): Fifth Follow-Up (1986). Sample Design Report (NCES 88403),NA,1987,The National Longitudinal Study of the High School Class of 1972 (NLS-72): Fifth Follow-Up (1986). Sample Design Report (NCES 88403),FALSE
edshare_publication-V3ZMH3EW,"Trends among High School Seniors, 1972-1992",NA,1995,"Trends among High School Seniors, 1972-1992",FALSE
edshare_publication-VWSFBTZ6,Inferences About Regression Models. Contractor Report (NCES 82-210),NA,1981,Inferences About Regression Models. Contractor Report (NCES 82-210),FALSE
edshare_publication-WQXG9KX4,"High School and Beyond Postsecondary Education Transcript Study. Data File User's Manual, Contractor Report",NA,1986,"High School and Beyond Postsecondary Education Transcript Study. Data File User's Manual, Contractor Report",FALSE
edshare_publication-WZRE9BRW,High School and Beyond Third Follow-Up Sample Design Report (NCES 88-402).,NA,1987,High School and Beyond Third Follow-Up Sample Design Report (NCES 88-402).,FALSE
edshare_publication-Y85S2B57,Gender Differences in Earnings among Young Adults Entering the Labor Market (NCES 98-086),NA,1998,Gender Differences in Earnings among Young Adults Entering the Labor Market (NCES 98-086),FALSE
edshare_doi_10_1002_j_2161_0045_1988_tb00490_x,Occupational Plans of Adolescent Women Compared to Men: A Cross-Sectional Examination,NA,1988,Occupational Plans of Adolescent Women Compared to Men: A Cross-Sectional Examination,FALSE
edshare_doi_10_1002_jae_731,Do Dropouts Suffer from Dropping Out? Estimation and Prediction of Outcome Gains in Generalized Selection Models,NA,2004,Do Dropouts Suffer from Dropping Out? Estimation and Prediction of Outcome Gains in Generalized Selection Models,FALSE
edshare_doi_10_1007_s11199_013_0261_8,Effects of Single-Sex Schooling in the Final Years of High School: A Comparison of Analysis of Covariance and Propensity Score Matching,NA,2013,Effects of Single-Sex Schooling in the Final Years of High School: A Comparison of Analysis of Covariance and Propensity Score Matching,FALSE
edshare_doi_10_1016_0021_9924_85_90006_1,A Descriptive Analysis of High School Seniors with Speech Disabilities,NA,1985,A Descriptive Analysis of High School Seniors with Speech Disabilities,FALSE
edshare_doi_10_1016_0049_089x_89_90002_1,Dropping Out Among Hispanic Youth,NA,1989,Dropping Out Among Hispanic Youth,FALSE
edshare_doi_10_1016_0272_7757_89_90032_0,"Vocational Training, Supply Constraints, and Individual Economic Outcomes",NA,1989,"Vocational Training, Supply Constraints, and Individual Economic Outcomes",FALSE
edshare_doi_10_1016_0272_7757_91_90023_i,Keyboarding as General Education: Post-school Employment and Earnings Effects,NA,1991,Keyboarding as General Education: Post-school Employment and Earnings Effects,FALSE
edshare_doi_10_1016_j_econedurev_2005_05_003,Alternative Paths to College Completion: Effect of Attending a 2-Year School on the Probability of Completing a 4-Year Degree,NA,2006,Alternative Paths to College Completion: Effect of Attending a 2-Year School on the Probability of Completing a 4-Year Degree,FALSE
edshare_doi_10_1016_j_ssresearch_2006_09_004,Social Origin and College Opportunity Expectations Across Cohorts,NA,2007,Social Origin and College Opportunity Expectations Across Cohorts,FALSE
edshare_doi_10_1016_s0272_7757_00_00006_6,"Diplomas for Learning, Not Seat Time: The Impacts of New York Regents Examinations",NA,2000,"Diplomas for Learning, Not Seat Time: The Impacts of New York Regents Examinations",FALSE
edshare_doi_10_1016_s0272_7757_02_00054_7,Who Benefits from a GED? Evidence for Females from High School and Beyond,NA,2003,Who Benefits from a GED? Evidence for Females from High School and Beyond,FALSE
edshare_doi_10_1016_s0272_7757_96_00076_3,Schools and Labor Market Outcomes,NA,1997,Schools and Labor Market Outcomes,FALSE
edshare_doi_10_1016_s0272_7757_97_00037_x,Does It Pay to Attend an Elite Private College? Evidence on the Effects of Undergraduate College Quality on Graduate School Attendance,NA,1998,Does It Pay to Attend an Elite Private College? Evidence on the Effects of Undergraduate College Quality on Graduate School Attendance,FALSE
edshare_doi_10_1016_s0362_3319_02_00171_4,Employment Patterns of Hispanic High School Graduates Without College Experience,NA,2002,Employment Patterns of Hispanic High School Graduates Without College Experience,FALSE
edshare_doi_10_1037_0022_3514_84_1_205,Stability of Self-esteem Across the Life Span,NA,2003,Stability of Self-esteem Across the Life Span,FALSE
edshare_doi_10_1037__0022_0663_77_6_716,Are There Gender Differences in Reading Achievement? An Investigation Using the High School and Beyond Data,NA,1985,Are There Gender Differences in Reading Achievement? An Investigation Using the High School and Beyond Data,FALSE
edshare_doi_10_1086_443466,"Access to Higher Education: The Importance of Race, Sex, Social Class, and Academic Credentials",NA,1979,"Access to Higher Education: The Importance of Race, Sex, Social Class, and Academic Credentials",FALSE
edshare_doi_10_1086_443881,Social Background and Academic Determinants of Two-Year versus Four-Year College Attendance: Evidence from Two Cohorts a Decade Apart,NA,1987,Social Background and Academic Determinants of Two-Year versus Four-Year College Attendance: Evidence from Two Cohorts a Decade Apart,FALSE
edshare_doi_10_1086_444059,Persistence to the Baccalaureate Degree for Students Who Transfer from Community College,NA,1993,Persistence to the Baccalaureate Degree for Students Who Transfer from Community College,FALSE
edshare_doi_10_1093_cep_20_2_160,The Effects of Secondary School Quality on the Distribution of Earnings,NA,2002,The Effects of Secondary School Quality on the Distribution of Earnings,FALSE
edshare_doi_10_1093_sf_74_2_609,"Attitudes, Values, and Entrance into Cohabitational Versus Marital Unions",NA,1995,"Attitudes, Values, and Entrance into Cohabitational Versus Marital Unions",FALSE
edshare_doi_10_1111_0161_4681_00121,"From High School to Teaching: Many Steps, Who Makes It?",NA,2001,"From High School to Teaching: Many Steps, Who Makes It?",FALSE
edshare_doi_10_1111_j_1549_0831_1995_tb00578_x,"Social Capital, Place of Residence, and College Attendance",NA,1995,"Social Capital, Place of Residence, and College Attendance",FALSE
edshare_doi_10_1123_ssj_10_1_44,High School Athletic Participation and Postsecondary Educational and Occupational Mobility: A Focus on Race and Gender,NA,1993,High School Athletic Participation and Postsecondary Educational and Occupational Mobility: A Focus on Race and Gender,FALSE
edshare_doi_10_1146_annurev_economics_080511_110908,"Heterogeneity in Human Capital Investments: High School Curriculum, College Major, and Careers",NA,2012,"Heterogeneity in Human Capital Investments: High School Curriculum, College Major, and Careers",FALSE
edshare_doi_10_1162_003465300558605,Who Benefits from Obtaining a GED? Evidence from High School and Beyond,NA,2000,Who Benefits from Obtaining a GED? Evidence from High School and Beyond,FALSE
edshare_doi_10_1162_003465300558902,The Effects of High School Athletic Participation on Education and Labor Market Outcomes,NA,2000,The Effects of High School Athletic Participation on Education and Labor Market Outcomes,FALSE
edshare_doi_10_1162_edfp_a_00074,Increasing Time to Baccalaureate Degree in the United States,NA,2012,Increasing Time to Baccalaureate Degree in the United States,FALSE
edshare_doi_10_1177_0002764212458282,Race and Gender Equity in Sports: Have White and African American Females Benefited Equally From Title IX?,NA,2012,Race and Gender Equity in Sports: Have White and African American Females Benefited Equally From Title IX?,FALSE
edshare_doi_10_1177_0013161x88024002007,Teaching Career Paths and Teacher Education Reforms,NA,1988,Teaching Career Paths and Teacher Education Reforms,FALSE
edshare_doi_10_1177_003804070808100401,How Changes in Families and Schools Are Related to Trends in Black-White Test Scores,NA,2008,How Changes in Families and Schools Are Related to Trends in Black-White Test Scores,FALSE
edshare_doi_10_1177_019251393014002008,"Family, Work, and School Influences on the Decision to Enter the Military",NA,1993,"Family, Work, and School Influences on the Decision to Enter the Military",FALSE
edshare_doi_10_1177_0730888494021001002,The Effect of Family on the Job Exits of Young Adults: A Competing Risk Model,NA,1994,The Effect of Family on the Job Exits of Young Adults: A Competing Risk Model,FALSE
edshare_doi_10_1177_0730888499026002004,Young Adult Occupational Achievement. Early Expectations versus Behavioral Reality,NA,1999,Young Adult Occupational Achievement. Early Expectations versus Behavioral Reality,FALSE
edshare_doi_10_1177_073428298600400107,Effects of Self-concept and Locus of Control on Academic Achievement: A Large-sample Path Analysis,NA,1986,Effects of Self-concept and Locus of Control on Academic Achievement: A Large-sample Path Analysis,FALSE
edshare_doi_10_1177_074193258500600405,Learning Disabled 10th Graders in Mainstreamed Settings: A Descriptive Analysis,NA,1985,Learning Disabled 10th Graders in Mainstreamed Settings: A Descriptive Analysis,FALSE
edshare_doi_10_1177_101269029202700104,"Effects of Interscholastic Athletic Participation on the Social, Educational, and Career Mobility of Hispanic Girls and Boys",NA,1992,"Effects of Interscholastic Athletic Participation on the Social, Educational, and Career Mobility of Hispanic Girls and Boys",FALSE
edshare_doi_10_1177_1941406411401808,The Link between Educational Expectations and Effort in the College-for-all Era,NA,2011,The Link between Educational Expectations and Effort in the College-for-all Era,FALSE
edshare_doi_10_1177_2158244013503834,"Understanding Why Students Drop Out of High School, According to Their Own Reports",NA,2013,"Understanding Why Students Drop Out of High School, According to Their Own Reports",FALSE
edshare_doi_10_1207_s15327795jra0201_1,"Family Background, School Type, and College Attendance: A Conjoint System of Cultural Capital Transmission",NA,1992,"Family Background, School Type, and College Attendance: A Conjoint System of Cultural Capital Transmission",FALSE
edshare_doi_10_1257_app_2_3_129,Why Have College Completion Rates Declined? An Analysis of Changing Student Preparation and Collegiate Resources,NA,2010,Why Have College Completion Rates Declined? An Analysis of Changing Student Preparation and Collegiate Resources,FALSE
edshare_doi_10_1257_jep_23_4_119,Playing the Admissions Game: Student Reactions to Increasing College Competition,NA,2009,Playing the Admissions Game: Student Reactions to Increasing College Competition,FALSE
edshare_doi_10_1353_hsj_2013_0000,"Do We Know Who Will Drop Out? A Review of the Predictors of Dropping out of High School: Precision, Sensitivity, and Specificity",NA,2012,"Do We Know Who Will Drop Out? A Review of the Predictors of Dropping out of High School: Precision, Sensitivity, and Specificity",FALSE
edshare_doi_10_1353_rhe_1991_0019,The Effects of Student Financial Aid on Persistence: A Sequential Analysis,NA,1991,The Effects of Student Financial Aid on Persistence: A Sequential Analysis,FALSE
edshare_doi_10_1353_sof_2010_0017,Stymied Mobility or Temporary Lull? The Puzzle of Lagging Hispanic College Degree Attainment,NA,2010,Stymied Mobility or Temporary Lull? The Puzzle of Lagging Hispanic College Degree Attainment,FALSE
edshare_doi_10_2307_146304,Does It Pay to Attend an Elite Private College? Cross-Cohort Evidence on the Effects of College Type on Earnings,NA,1999,Does It Pay to Attend an Elite Private College? Cross-Cohort Evidence on the Effects of College Type on Earnings,FALSE
edshare_doi_10_2307_1510399,A Profile of Learning Disabled Twelfth-Graders in Regular Classes,NA,1986,A Profile of Learning Disabled Twelfth-Graders in Regular Classes,FALSE
edshare_doi_10_2307_1982017,"Higher Education, College Characteristics, and Student Experiences: Long-Term Effects on Educational Satisfactions and Perceptions",NA,1992,"Higher Education, College Characteristics, and Student Experiences: Long-Term Effects on Educational Satisfactions and Perceptions",FALSE
edshare_doi_10_2307_2061259,The Antecedents of Teenage Fatherhood,NA,1989,The Antecedents of Teenage Fatherhood,FALSE
edshare_doi_10_2307_2061423,Legal Status and the Stability of Coresidential Unions,NA,1991,Legal Status and the Stability of Coresidential Unions,FALSE
edshare_doi_10_2307_2061690,Premarital Cohabitation and Subsequent Marital Dissolution: A Matter of Self-Selection?,NA,1995,Premarital Cohabitation and Subsequent Marital Dissolution: A Matter of Self-Selection?,FALSE
edshare_doi_10_2307_2095414,Changes in the Employment Activities of New Parents,NA,1985,Changes in the Employment Activities of New Parents,FALSE
edshare_doi_10_2307_2095508,The Consequences of Parenthood for the Marital Stability of Young Adults,NA,1985,The Consequences of Parenthood for the Marital Stability of Young Adults,FALSE
edshare_doi_10_2307_2095549,For Whom the School Bell Toll: The Impact of Dropping Out on Cognitive Performance,NA,1985,For Whom the School Bell Toll: The Impact of Dropping Out on Cognitive Performance,FALSE
edshare_doi_10_2307_2095835,Disorder in the Life Course: How Common and Does It Matter?,NA,1987,Disorder in the Life Course: How Common and Does It Matter?,FALSE
edshare_doi_10_2307_2096347,Religious Participation in Early Adulthood: Age and Family Life Cycle Effects on Church Membership,NA,1995,Religious Participation in Early Adulthood: Age and Family Life Cycle Effects on Church Membership,FALSE
edshare_doi_10_2307_2109863,The Growing Importance of Cognitive Skills in Wage Determination,NA,1995,The Growing Importance of Cognitive Skills in Wage Determination,FALSE
edshare_doi_10_2307_2112249,Achievement Growth in Public and Catholic Schools,NA,1985,Achievement Growth in Public and Catholic Schools,FALSE
edshare_doi_10_2307_2112288,Cognitive Outcomes in Public and Private Schools,NA,1982,Cognitive Outcomes in Public and Private Schools,FALSE
edshare_doi_10_2307_2112296,Achievement and Segregation in Secondary Schools: A Further Look at Public and Private School Differences,NA,1982,Achievement and Segregation in Secondary Schools: A Further Look at Public and Private School Differences,FALSE
edshare_doi_10_2307_2112332,Determinants of Early Labor Market Entry and Attainment: A Study of Labor Market Segmentation,NA,1981,Determinants of Early Labor Market Entry and Attainment: A Study of Labor Market Segmentation,FALSE
edshare_doi_10_2307_2112513,"""Some Plan to Become Teachers:"" Further Elaboration and Specification",NA,1981,"""Some Plan to Become Teachers:"" Further Elaboration and Specification",FALSE
edshare_doi_10_2307_2112692,One-Parent Households and Achievement: Economic and Behavioral Explanations of a Small Effect,NA,1992,One-Parent Households and Achievement: Economic and Behavioral Explanations of a Small Effect,FALSE
edshare_doi_10_2307_2112736,Efficiency and Equity Effects of Vocationally Focused Postsecondary Education,NA,1993,Efficiency and Equity Effects of Vocationally Focused Postsecondary Education,FALSE
edshare_doi_10_2307_2112743,Individual and Organizational Predictors of High School Track Placement,NA,1995,Individual and Organizational Predictors of High School Track Placement,FALSE
edshare_doi_10_2307_2112757,Analyzing Distributions in School Effects Research: An Empirical Illustration,NA,1993,Analyzing Distributions in School Effects Research: An Empirical Illustration,FALSE
