period,period_start,period_end,metric,value,top_x,cluster,domain
"Domain 3: masked, sbp, hypertension, nocturnal",NA,NA,hhi,2.2363945578231186,NA,3,"Domain 3: masked, sbp, hypertension, nocturnal"
"Domain 3: masked, sbp, hypertension, nocturnal",NA,NA,top_x_share,0.7857142857142857,1,3,"Domain 3: masked, sbp, hypertension, nocturnal"
"Domain 3: masked, sbp, hypertension, nocturnal",NA,NA,top_x_share,0.8095238095238095,3,3,"Domain 3: masked, sbp, hypertension, nocturnal"
"Domain 3: masked, sbp, hypertension, nocturnal",NA,NA,top_x_share,0.8095238095238095,5,3,"Domain 3: masked, sbp, hypertension, nocturnal"
"Domain 3: masked, sbp, hypertension, nocturnal",NA,NA,top_x_share,0.8333333333333334,10,3,"Domain 3: masked, sbp, hypertension, nocturnal"
"Domain 4: sleep, duration, quality, short",NA,NA,n_papers,15,NA,4,"Domain 4: sleep, duration, quality, short"
"Domain 4: sleep, duration, quality, short",NA,NA,n_authors,67,NA,4,"Domain 4: sleep, duration, quality, short"
"Domain 4: sleep, duration, quality, short",NA,NA,hhi,1.8933333333333342,NA,4,"Domain 4: sleep, duration, quality, short"
"Domain 4: sleep, duration, quality, short",NA,NA,top_x_share,0.8,1,4,"Domain 4: sleep, duration, quality, short"
"Domain 4: sleep, duration, quality, short",NA,NA,top_x_share,0.8666666666666667,3,4,"Domain 4: sleep, duration, quality, short"
"Domain 4: sleep, duration, quality, short",NA,NA,top_x_share,0.8666666666666667,5,4,"Domain 4: sleep, duration, quality, short"
"Domain 4: sleep, duration, quality, short",NA,NA,top_x_share,0.9333333333333333,10,4,"Domain 4: sleep, duration, quality, short"
"Domain 5: discrimination, lifetime, perceived, everyday",NA,NA,n_papers,20,NA,5,"Domain 5: discrimination, lifetime, perceived, everyday"
"Domain 5: discrimination, lifetime, perceived, everyday",NA,NA,n_authors,96,NA,5,"Domain 5: discrimination, lifetime, perceived, everyday"
"Domain 5: discrimination, lifetime, perceived, everyday",NA,NA,hhi,1.3199999999999958,NA,5,"Domain 5: discrimination, lifetime, perceived, everyday"
"Domain 5: discrimination, lifetime, perceived, everyday",NA,NA,top_x_share,0.9,1,5,"Domain 5: discrimination, lifetime, perceived, everyday"
"Domain 5: discrimination, lifetime, perceived, everyday",NA,NA,top_x_share,0.95,3,5,"Domain 5: discrimination, lifetime, perceived, everyday"
"Domain 5: discrimination, lifetime, perceived, everyday",NA,NA,top_x_share,0.95,5,5,"Domain 5: discrimination, lifetime, perceived, everyday"
"Domain 5: discrimination, lifetime, perceived, everyday",NA,NA,top_x_share,0.95,10,5,"Domain 5: discrimination, lifetime, perceived, everyday"
"Domain 7: vat, adipose, adiposity, tissue",NA,NA,n_papers,21,NA,7,"Domain 7: vat, adipose, adiposity, tissue"
"Domain 7: vat, adipose, adiposity, tissue",NA,NA,n_authors,95,NA,7,"Domain 7: vat, adipose, adiposity, tissue"
"Domain 7: vat, adipose, adiposity, tissue",NA,NA,hhi,1.3854875283446657,NA,7,"Domain 7: vat, adipose, adiposity, tissue"
"Domain 7: vat, adipose, adiposity, tissue",NA,NA,top_x_share,0.47619047619047616,1,7,"Domain 7: vat, adipose, adiposity, tissue"
"Domain 7: vat, adipose, adiposity, tissue",NA,NA,top_x_share,0.47619047619047616,3,7,"Domain 7: vat, adipose, adiposity, tissue"
"Domain 7: vat, adipose, adiposity, tissue",NA,NA,top_x_share,0.5238095238095238,5,7,"Domain 7: vat, adipose, adiposity, tissue"
"Domain 7: vat, adipose, adiposity, tissue",NA,NA,top_x_share,0.8571428571428571,10,7,"Domain 7: vat, adipose, adiposity, tissue"
"Domain 8: mets, severity, syndrome, metabolic",NA,NA,n_papers,18,NA,8,"Domain 8: mets, severity, syndrome, metabolic"
"Domain 8: mets, severity, syndrome, metabolic",NA,NA,n_authors,73,NA,8,"Domain 8: mets, severity, syndrome, metabolic"
"Domain 8: mets, severity, syndrome, metabolic",NA,NA,hhi,1.7808641975308654,NA,8,"Domain 8: mets, severity, syndrome, metabolic"
"Domain 8: mets, severity, syndrome, metabolic",NA,NA,top_x_share,0.6666666666666666,1,8,"Domain 8: mets, severity, syndrome, metabolic"
"Domain 8: mets, severity, syndrome, metabolic",NA,NA,top_x_share,0.7222222222222222,3,8,"Domain 8: mets, severity, syndrome, metabolic"
"Domain 8: mets, severity, syndrome, metabolic",NA,NA,top_x_share,0.7222222222222222,5,8,"Domain 8: mets, severity, syndrome, metabolic"
"Domain 8: mets, severity, syndrome, metabolic",NA,NA,top_x_share,1,10,8,"Domain 8: mets, severity, syndrome, metabolic"
