author_raw,n_papers,last_name,initials
Ma J,8,Ma,J
Manini TM,8,Manini,TM
Manini T,7,Manini,T
Manson JE,594,Manson,JE
Manson J,16,Manson,J
Margolis KL,93,Margolis,KL
Margolis K,8,Margolis,K
Margolis HG,5,Margolis,HG
Martin LW,93,Martin,LW
Martin L,11,Martin,L
Masaki K,19,Masaki,K
Masaki KH,6,Masaki,KH
Matthews KA,9,Matthews,KA
Matthews CE,6,Matthews,CE
McLaughlin EM,10,McLaughlin,EM
McLaughlin E,6,McLaughlin,E
Messina C,11,Messina,C
Messina CR,9,Messina,CR
Michael YL,33,Michael,YL
Michael Y,8,Michael,Y
Miller VM,11,Miller,VM
Miller JW,10,Miller,JW
Mortimer JE,8,Mortimer,JE
Mortimer J,7,Mortimer,J
Mouton CP,23,Mouton,CP
Mouton C,10,Mouton,C
Naughton MJ,43,Naughton,MJ
Naughton M,9,Naughton,M
Nelson RA,15,Nelson,RA
Nelson DA,5,Nelson,DA
Neuhouser ML,175,Neuhouser,ML
Neuhouser M,6,Neuhouser,M
Ockene JK,68,Ockene,JK
Ockene J,34,Ockene,J
Ockene I,6,Ockene,I
Ockene IS,5,Ockene,IS
Orchard TS,10,Orchard,TS
Orchard T,8,Orchard,T
Parker LM,7,Parker,LM
Parker DR,5,Parker,DR
Paskett ED,49,Paskett,ED
Paskett E,12,Paskett,E
Pettinger M,84,Pettinger,M
Pettinger MB,10,Pettinger,MB
Phillips LS,43,Phillips,LS
Phillips L,15,Phillips,L
Prentice RL,161,Prentice,RL
Prentice R,26,Prentice,R
Qi L,85,Qi,L
Qi Q,11,Qi,Q
Reding KW,24,Reding,KW
Reding K,11,Reding,K
Reiner AP,75,Reiner,AP
Reiner A,12,Reiner,A
Robbins J,36,Robbins,J
Robbins JA,25,Robbins,JA
Robinson JG,66,Robinson,JG
Robinson J,23,Robinson,J
Rodabough RJ,33,Rodabough,RJ
Rodabough R,7,Rodabough,R
Rodriguez BL,10,Rodriguez,BL
Rodriguez B,7,Rodriguez,B
Rohan TE,146,Rohan,TE
Rohan T,37,Rohan,T
Rossouw JE,76,Rossouw,JE
Rossouw J,13,Rossouw,J
Safford MM,16,Safford,MM
Safford M,11,Safford,M
Sarto GE,48,Sarto,GE
Sarto G,18,Sarto,G
Schenken RS,6,Schenken,RS
Schenken R,5,Schenken,R
Seguin RA,16,Seguin,RA
Seguin R,10,Seguin,R
Shadyab AH,268,Shadyab,AH
Shadyab A,11,Shadyab,A
Shumaker SA,51,Shumaker,SA
Shumaker S,13,Shumaker,S
Simon MS,76,Simon,MS
Simon JA,12,Simon,JA
Simon M,12,Simon,M
Snetselaar L,71,Snetselaar,L
Snetselaar LG,51,Snetselaar,LG
Song Y,39,Song,Y
Song X,20,Song,X
Stefanick ML,283,Stefanick,ML
Stefanick M,28,Stefanick,M
Stevenson JC,18,Stevenson,JC
Stevenson J,8,Stevenson,J
Strickler HD,28,Strickler,HD
Strickler H,11,Strickler,H
Sun Y,27,Sun,Y
Sun D,6,Sun,D
Tang JY,20,Tang,JY
Tang H,10,Tang,H
Taylor HS,7,Taylor,HS
Taylor KD,6,Taylor,KD
Taylor H,5,Taylor,H
Thomas F,22,Thomas,F
Thomas A,5,Thomas,A
Thomson CA,104,Thomson,CA
Thomson C,13,Thomson,C
Tindle HA,44,Tindle,HA
Tindle H,16,Tindle,H
Tinker LF,137,Tinker,LF
Tinker L,78,Tinker,L
Van Horn L,88,Van,Horn L
Van Horn LV,9,Van,Horn LV
Vitolins MZ,73,Vitolins,MZ
Vitolins M,28,Vitolins,M
Wakelee H,7,Wakelee,H
Wakelee HA,6,Wakelee,HA
Walitt BT,9,Walitt,BT
Walitt B,6,Walitt,B
Wallace RB,104,Wallace,RB
Wallace R,84,Wallace,R
Wang X,23,Wang,X
Wang A,13,Wang,A
Wang CY,13,Wang,CY
Wang L,13,Wang,L
Wang T,13,Wang,T
Wang Y,10,Wang,Y
Wang H,9,Wang,H
Wang C,8,Wang,C
Wang D,7,Wang,D
Wang F,5,Wang,F
Wang Z,5,Wang,Z
Weitlauf JC,25,Weitlauf,JC
Weitlauf J,12,Weitlauf,J
Wells G,5,Wells,G
Wells GL,5,Wells,GL
White E,14,White,E
White DL,8,White,DL
Whitsel EA,82,Whitsel,EA
Whitsel E,6,Whitsel,E
Womack CR,9,Womack,CR
Womack C,8,Womack,C
Women's Health Initiative Investigators,35,Women's,Health Initiative Investigators
Women's Health Initiative,14,Women's,Health Initiative
Women's Health Initiative Research Group,9,Women's,Health Initiative Research Group
Women's Health Initiative Memory Study,6,Women's,Health Initiative Memory Study
Woods NF,46,Woods,NF
Woods N,7,Woods,N
Wu L,19,Wu,L
Wu C,18,Wu,C
Wu Q,10,Wu,Q
Wu G,8,Wu,G
Wu WC,5,Wu,WC
Xiao Q,6,Xiao,Q
Xiao X,5,Xiao,X
Yang S,6,Yang,S
Yang B,5,Yang,B
Yu H,12,Yu,H
Yu B,8,Yu,B
Zhang X,22,Zhang,X
Zhang Y,21,Zhang,Y
Zhang ZF,14,Zhang,ZF
Zhang J,10,Zhang,J
Zhang ZM,10,Zhang,ZM
Zhang Z,8,Zhang,Z
Zhang B,7,Zhang,B
Zhang L,5,Zhang,L
Zhao J,6,Zhao,J
Zhao L,6,Zhao,L
Zhao S,6,Zhao,S
Zhao Y,5,Zhao,Y
Zheng C,26,Zheng,C
Zheng Y,17,Zheng,Y
