author_raw,n_papers,last_name,initials
Wade KH,9,Wade,KH
Wang C,11,Wang,C
Wang Y,10,Wang,Y
Wang J,9,Wang,J
Wang Z,8,Wang,Z
Wang K,6,Wang,K
Wang G,5,Wang,G
Wareham N,23,Wareham,N
Wareham NJ,8,Wareham,NJ
Watkins S,9,Watkins,S
Watkins W,5,Watkins,W
Wells J,14,Wells,J
Wells N,5,Wells,N
Williams C,47,Williams,C
Williams D,10,Williams,D
Wilson J,15,Wilson,J
Wilson JF,11,Wilson,JF
Wilson SG,6,Wilson,SG
Wilson P,5,Wilson,P
Wood A,6,Wood,A
Wood AR,6,Wood,AR
Wright C,19,Wright,C
Wright J,17,Wright,J
Wright A,12,Wright,A
Wright M,8,Wright,M
Wu Y,9,Wu,Y
Wu H,6,Wu,H
Xu Y,9,Xu,Y
Xu L,6,Xu,L
Xu K,5,Xu,K
Yang T,17,Yang,T
Yang J,16,Yang,J
Zhang H,22,Zhang,H
Zhang W,14,Zhang,W
Zhao J,15,Zhao,J
Zhao W,6,Zhao,W
Zheng J,14,Zheng,J
Zheng HF,9,Zheng,HF
van Duijn CM,17,van,Duijn CM
van Duijn C,7,van,Duijn C
van Dongen J,5,van,Dongen J
van Leeuwen EM,5,van,Leeuwen EM
van Meurs J,5,van,Meurs J
