author_raw,n_papers,last_name,initials
Li S,12,Li,S
Li ZH,9,Li,ZH
Li LW,8,Li,LW
Li Z,8,Li,Z
Li H,7,Li,H
Li G,6,Li,G
Li R,6,Li,R
Li W,6,Li,W
Li K,5,Li,K
Li Q,5,Li,Q
Lin IF,25,Lin,IF
Lin Z,15,Lin,Z
Lin J,11,Lin,J
Lin PJ,8,Lin,PJ
Lin L,5,Lin,L
Lin Y,5,Lin,Y
Liu H,33,Liu,H
Liu J,25,Liu,J
Liu Y,21,Liu,Y
Liu X,16,Liu,X
Liu M,15,Liu,M
Liu SY,12,Liu,SY
Liu Z,11,Liu,Z
Liu C,10,Liu,C
Liu S,9,Liu,S
Liu D,8,Liu,D
Liu R,8,Liu,R
Liu L,7,Liu,L
Liu T,6,Liu,T
Liu G,5,Liu,G
Llewellyn DJ,8,Llewellyn,DJ
Llewellyn D,5,Llewellyn,D
Lu P,23,Lu,P
Lu J,8,Lu,J
Lu X,7,Lu,X
Lu Y,6,Lu,Y
Luo Y,21,Luo,Y
Luo H,10,Luo,H
Luo J,9,Luo,J
Ma Y,22,Ma,Y
Ma J,5,Ma,J
McCammon RJ,13,McCammon,RJ
McCammon R,6,McCammon,R
McGrath R,34,McGrath,R
McGrath BM,5,McGrath,BM
Meng H,9,Meng,H
Meng Y,5,Meng,Y
Miller EA,8,Miller,EA
Miller MJ,5,Miller,MJ
Mitchell UA,16,Mitchell,UA
Mitchell C,13,Mitchell,C
Mitchell OS,9,Mitchell,OS
Moeller JF,11,Moeller,JF
Moeller J,8,Moeller,J
Mukherjee B,9,Mukherjee,B
Mukherjee S,5,Mukherjee,S
Neumann AC,6,Neumann,AC
Neumann PJ,6,Neumann,PJ
Newton JT,5,Newton,JT
Newton NJ,5,Newton,NJ
Nguyen AW,14,Nguyen,AW
Nguyen TT,11,Nguyen,TT
Pan Y,8,Pan,Y
Pan X,7,Pan,X
Park S,35,Park,S
Park SS,7,Park,SS
Park N,6,Park,N
Peterson MD,9,Peterson,MD
Peterson C,6,Peterson,C
Ratliff SM,10,Ratliff,SM
Ratliff S,6,Ratliff,S
Reynolds A,7,Reynolds,A
Reynolds CA,5,Reynolds,CA
Roberts J,7,Roberts,J
Roberts BW,5,Roberts,BW
Rogers MA,11,Rogers,MA
Rogers RG,5,Rogers,RG
Shen HW,14,Shen,HW
Shen J,10,Shen,J
Shen T,9,Shen,T
Shen Y,6,Shen,Y
Shi Y,9,Shi,Y
Shi J,6,Shi,J
Shin SH,13,Shin,SH
Shin O,5,Shin,O
Smith AK,43,Smith,AK
Smith J,39,Smith,J
Smith JA,20,Smith,JA
Smith DM,8,Smith,DM
Smith ML,8,Smith,ML
Smith JP,5,Smith,JP
Smith SL,5,Smith,SL
Song J,9,Song,J
Song S,7,Song,S
Song X,7,Song,X
Sonnega A,24,Sonnega,A
Sonnega AJ,5,Sonnega,AJ
Su Z,11,Su,Z
Su Y,7,Su,Y
Sun Z,8,Sun,Z
Sun J,6,Sun,J
Sun JK,5,Sun,JK
Sun Y,5,Sun,Y
Tang F,10,Tang,F
Tang L,8,Tang,L
Tang VL,5,Tang,VL
Tavares JL,6,Tavares,JL
Tavares J,5,Tavares,J
Taylor MG,22,Taylor,MG
Taylor DH,12,Taylor,DH
Taylor HO,6,Taylor,HO
Wang Y,50,Wang,Y
Wang H,38,Wang,H
Wang J,37,Wang,J
Wang X,26,Wang,X
Wang K,19,Wang,K
Wang L,16,Wang,L
Wang W,16,Wang,W
Wang Z,13,Wang,Z
Wang S,12,Wang,S
Wang T,9,Wang,T
Wang Q,8,Wang,Q
Wang B,7,Wang,B
Wang C,7,Wang,C
Wang F,7,Wang,F
Wang N,6,Wang,N
Wang G,5,Wang,G
Wang M,5,Wang,M
Wei J,12,Wei,J
Wei MY,12,Wei,MY
Weir DR,33,Weir,DR
Weir D,18,Weir,D
White K,8,White,K
White L,6,White,L
Williams BA,7,Williams,BA
Williams DR,5,Williams,DR
Willis RJ,7,Willis,RJ
Willis AW,5,Willis,AW
Wu B,35,Wu,B
Wu D,14,Wu,D
Wu Q,13,Wu,Q
Wu Y,12,Wu,Y
Wu M,11,Wu,M
Wu C,9,Wu,C
Wu J,8,Wu,J
Wu S,8,Wu,S
Wu X,7,Wu,X
Wu YY,7,Wu,YY
Wu Z,7,Wu,Z
Wu XB,6,Wu,XB
Wu CJ,5,Wu,CJ
Wu H,5,Wu,H
Wu HC,5,Wu,HC
Xiang X,20,Xiang,X
Xiang YT,11,Xiang,YT
Xu X,29,Xu,X
Xu Y,15,Xu,Y
Xu H,14,Xu,H
Xu Z,10,Xu,Z
Xu M,8,Xu,M
Xu L,6,Xu,L
Xu S,6,Xu,S
Xu W,6,Xu,W
Xu J,5,Xu,J
Yang Y,26,Yang,Y
Yang J,13,Yang,J
Yang YC,10,Yang,YC
Yang Z,9,Yang,Z
Yang H,7,Yang,H
Yang Q,7,Yang,Q
Yang X,6,Yang,X
Yang C,5,Yang,C
Yang FM,5,Yang,FM
Yashin AI,11,Yashin,AI
Yashin A,9,Yashin,A
Yashkin AP,11,Yashkin,AP
Yashkin A,6,Yashkin,A
Ye W,9,Ye,W
Ye X,5,Ye,X
Yu X,22,Yu,X
Yu J,10,Yu,J
Yu YL,6,Yu,YL
Yu H,5,Yu,H
Yu K,5,Yu,K
Zhang Y,42,Zhang,Y
Zhang Z,25,Zhang,Z
Zhang X,24,Zhang,X
Zhang H,19,Zhang,H
Zhang L,18,Zhang,L
Zhang Q,17,Zhang,Q
Zhang YS,17,Zhang,YS
Zhang J,16,Zhang,J
Zhang W,15,Zhang,W
Zhang M,14,Zhang,M
Zhang B,13,Zhang,B
Zhang D,11,Zhang,D
Zhang R,10,Zhang,R
Zhang C,8,Zhang,C
Zhang A,7,Zhang,A
Zhang S,6,Zhang,S
Zhang F,5,Zhang,F
Zhao W,16,Zhao,W
Zhao Y,13,Zhao,Y
Zhao H,9,Zhao,H
Zhao Z,8,Zhao,Z
Zhao J,5,Zhao,J
Zhao M,5,Zhao,M
Zhao X,5,Zhao,X
Zheng Y,14,Zheng,Y
Zheng X,12,Zheng,X
Zheng F,8,Zheng,F
Zheng J,7,Zheng,J
Zheng H,5,Zheng,H
Zhou X,8,Zhou,X
Zhou T,7,Zhou,T
Zhou Y,7,Zhou,Y
Zhou B,5,Zhou,B
Zhu Y,17,Zhu,Y
Zhu Z,9,Zhu,Z
Zhu H,8,Zhu,H
Zhu J,8,Zhu,J
Zhu P,6,Zhu,P
Zissimopoulos J,5,Zissimopoulos,J
Zissimopoulos JM,5,Zissimopoulos,JM
