period,period_start,period_end,metric,value,top_x,cluster,domain
"Domain 6: use, diabetes, weight, bmi",NA,NA,n_papers,1684,NA,6,"Domain 6: use, diabetes, weight, bmi"
"Domain 6: use, diabetes, weight, bmi",NA,NA,n_authors,2802,NA,6,"Domain 6: use, diabetes, weight, bmi"
"Domain 6: use, diabetes, weight, bmi",NA,NA,hhi,0.18232096411100993,NA,6,"Domain 6: use, diabetes, weight, bmi"
"Domain 6: use, diabetes, weight, bmi",NA,NA,top_x_share,0.20605700712589073,1,6,"Domain 6: use, diabetes, weight, bmi"
"Domain 6: use, diabetes, weight, bmi",NA,NA,top_x_share,0.24346793349168647,3,6,"Domain 6: use, diabetes, weight, bmi"
"Domain 6: use, diabetes, weight, bmi",NA,NA,top_x_share,0.3847980997624703,5,6,"Domain 6: use, diabetes, weight, bmi"
"Domain 6: use, diabetes, weight, bmi",NA,NA,top_x_share,0.5148456057007126,10,6,"Domain 6: use, diabetes, weight, bmi"
"Domain 7: cognitive, decline, function, global",NA,NA,n_papers,87,NA,7,"Domain 7: cognitive, decline, function, global"
"Domain 7: cognitive, decline, function, global",NA,NA,n_authors,203,NA,7,"Domain 7: cognitive, decline, function, global"
"Domain 7: cognitive, decline, function, global",NA,NA,hhi,0.9988109393579037,NA,7,"Domain 7: cognitive, decline, function, global"
"Domain 7: cognitive, decline, function, global",NA,NA,top_x_share,0.7586206896551724,1,7,"Domain 7: cognitive, decline, function, global"
"Domain 7: cognitive, decline, function, global",NA,NA,top_x_share,0.8390804597701149,3,7,"Domain 7: cognitive, decline, function, global"
"Domain 7: cognitive, decline, function, global",NA,NA,top_x_share,0.8390804597701149,5,7,"Domain 7: cognitive, decline, function, global"
"Domain 7: cognitive, decline, function, global",NA,NA,top_x_share,0.9310344827586207,10,7,"Domain 7: cognitive, decline, function, global"
"Domain 8: colorectal, crc, cancer, colon",NA,NA,n_papers,253,NA,8,"Domain 8: colorectal, crc, cancer, colon"
"Domain 8: colorectal, crc, cancer, colon",NA,NA,n_authors,504,NA,8,"Domain 8: colorectal, crc, cancer, colon"
"Domain 8: colorectal, crc, cancer, colon",NA,NA,hhi,3.0737708759705566,NA,8,"Domain 8: colorectal, crc, cancer, colon"
"Domain 8: colorectal, crc, cancer, colon",NA,NA,top_x_share,0.8735177865612648,1,8,"Domain 8: colorectal, crc, cancer, colon"
"Domain 8: colorectal, crc, cancer, colon",NA,NA,top_x_share,0.9723320158102767,3,8,"Domain 8: colorectal, crc, cancer, colon"
"Domain 8: colorectal, crc, cancer, colon",NA,NA,top_x_share,0.9802371541501976,5,8,"Domain 8: colorectal, crc, cancer, colon"
"Domain 8: colorectal, crc, cancer, colon",NA,NA,top_x_share,0.9802371541501976,10,8,"Domain 8: colorectal, crc, cancer, colon"
