pmid,source
33104469,esearch
33089749,esearch
33074163,esearch
33045844,esearch
33024285,esearch
33016101,esearch
32988759,esearch
32981424,esearch
32962491,esearch
32960717,esearch
32928039,esearch
32924633,esearch
32901370,esearch
32838895,esearch
32835436,esearch
32833020,esearch
32816014,esearch
32764746,esearch
32737612,esearch
32723295,esearch
35369560,esearch
32720240,esearch
32703013,esearch
32702350,esearch
32693751,esearch
32685900,esearch
32684424,esearch
32680814,esearch
32673521,esearch
32650902,esearch
32623400,esearch
32613226,esearch
32604717,esearch
32601040,esearch
32581123,esearch
32495723,esearch
32451197,esearch
32349001,esearch
32340528,esearch
32316807,esearch
32299504,esearch
32286692,esearch
32282123,esearch
32240245,esearch
32191519,esearch
32157955,esearch
32139160,esearch
32131746,esearch
32126970,esearch
32126939,esearch
32120131,esearch
32098707,esearch
32048856,esearch
31985870,esearch
31954141,esearch
31860382,esearch
31840854,esearch
31818230,esearch
31786980,esearch
31704668,esearch
31684782,esearch
31630377,esearch
31629964,esearch
31624783,esearch
31595946,esearch
31590475,esearch
31566401,esearch
31566397,esearch
31563468,esearch
31526122,esearch
31520899,esearch
31511398,esearch
36704751,esearch
31448052,esearch
31405299,esearch
31402719,esearch
31391199,esearch
31373368,esearch
31321281,esearch
31312804,esearch
31162140,esearch
31099861,esearch
31095736,esearch
31079085,esearch
31047019,esearch
31028976,esearch
31023426,esearch
31004072,esearch
30944171,esearch
30915889,esearch
30879609,esearch
30878238,esearch
30852967,esearch
30843051,esearch
30802456,esearch
30799203,esearch
30786745,esearch
30771859,esearch
30746585,esearch
30726226,esearch
30704471,esearch
30643923,esearch
30632050,esearch
30624986,esearch
30595115,esearch
30588700,esearch
30586736,esearch
30582968,esearch
30576432,esearch
30551177,esearch
30518827,esearch
30452548,esearch
30442286,esearch
30397025,esearch
30375291,esearch
30363020,esearch
30348535,esearch
30282769,esearch
30279696,esearch
30239610,esearch
30197985,esearch
30189994,esearch
30176963,esearch
30165636,esearch
30083763,esearch
30057227,esearch
30005552,esearch
29984467,esearch
29903604,esearch
29899045,esearch
29890521,esearch
29866581,esearch
29862879,esearch
29763753,esearch
29756004,esearch
29738916,esearch
29733497,esearch
29728524,esearch
29723004,esearch
29710269,esearch
29690517,esearch
29668690,esearch
29662629,esearch
29661151,esearch
29643945,esearch
29596498,esearch
29581343,esearch
29537120,esearch
29529073,esearch
29516098,esearch
29447790,esearch
29306879,esearch
31467800,esearch
30906097,esearch
29281114,esearch
29246121,esearch
29212736,esearch
29178569,esearch
29167879,esearch
29153246,esearch
29146683,esearch
29125314,esearch
29121335,esearch
29071708,esearch
28991948,esearch
28943688,esearch
28915854,esearch
28892811,esearch
28890281,esearch
28886993,esearch
28872212,esearch
28847913,esearch
28838913,esearch
28822561,esearch
28768753,esearch
28768644,esearch
28705381,esearch
28701217,esearch
28701103,esearch
28696265,esearch
28692106,esearch
28675981,esearch
28652459,esearch
28634217,esearch
28626048,esearch
28595791,esearch
28526763,esearch
28468785,esearch
28456465,esearch
28454830,esearch
28430825,esearch
28410861,esearch
28408440,esearch
28393470,esearch
28390681,esearch
28389611,esearch
28369197,esearch
28342520,esearch
28333708,esearch
28314800,esearch
28280138,esearch
28268067,esearch
28259549,esearch
28184880,esearch
28179490,esearch
28159800,esearch
28151403,esearch
28138888,esearch
28126238,esearch
28073852,esearch
28070913,esearch
28061370,esearch
28010729,esearch
28004063,esearch
27839767,esearch
27833859,esearch
27823692,esearch
27813265,esearch
27812184,esearch
27655439,esearch
27792645,esearch
27758949,esearch
27752305,esearch
27712649,esearch
27666895,esearch
27651383,esearch
27649843,esearch
27626792,esearch
27618452,esearch
27580146,esearch
27567834,esearch
27531069,esearch
27529786,esearch
27523775,esearch
27521153,esearch
27513580,esearch
27512924,esearch
27480477,esearch
27461397,esearch
27459634,esearch
27435204,esearch
27400190,esearch
27382006,esearch
27379541,esearch
27376567,esearch
27350188,esearch
27338865,esearch
27324843,esearch
27294752,esearch
27256672,esearch
27134256,esearch
27091516,esearch
27066062,esearch
27031381,esearch
27015163,esearch
26925119,esearch
26880475,esearch
26879810,esearch
26823152,esearch
26818894,esearch
26803243,esearch
26791153,esearch
26783360,esearch
26774871,esearch
26763025,esearch
26757465,esearch
26715537,esearch
26691697,esearch
26688683,esearch
26659948,esearch
26577418,esearch
26569393,esearch
26539762,esearch
26487665,esearch
26470778,esearch
26467999,esearch
26460633,esearch
26443420,esearch
26423733,esearch
26398291,esearch
26381887,esearch
26361245,esearch
26343870,esearch
26306564,esearch
26279105,esearch
26260732,esearch
26187471,esearch
26159891,esearch
26152403,esearch
26151265,esearch
26117341,esearch
26072206,esearch
26044964,esearch
26028594,esearch
27695707,esearch
25978342,esearch
25953369,esearch
25937313,esearch
25915479,esearch
25908300,esearch
25904937,esearch
25903849,esearch
25891100,esearch
25891050,esearch
25879803,esearch
25873602,esearch
25869232,esearch
25837217,esearch
25811862,esearch
25797681,esearch
25794955,esearch
25791026,esearch
25770061,esearch
25770032,esearch
25759443,esearch
25740862,esearch
25725088,esearch
25711434,esearch
25688615,esearch
25682727,esearch
25648963,esearch
25628306,esearch
25588699,esearch
25567791,esearch
25563643,esearch
25539758,esearch
25517912,esearch
25497723,esearch
25471628,esearch
25469683,esearch
25411036,esearch
25395432,esearch
25378430,esearch
25333247,esearch
25292154,esearch
25278551,esearch
25242367,esearch
25223827,esearch
25209581,esearch
25166350,esearch
25150057,esearch
25138342,esearch
25130959,esearch
25116884,esearch
25113086,esearch
25102180,esearch
25085381,esearch
25078566,esearch
24970491,esearch
24968932,esearch
24963021,esearch
24952653,esearch
24946776,esearch
24919926,esearch
24914189,esearch
24910505,esearch
24892511,esearch
24880195,esearch
24879838,esearch
24826374,esearch
24793668,esearch
24779477,esearch
24768917,esearch
24767755,esearch
24757730,esearch
24757103,esearch
24736237,esearch
24682252,esearch
24679894,esearch
24594101,esearch
24534599,esearch
24522492,esearch
24522444,esearch
24512119,esearch
24511433,esearch
24508826,esearch
26213591,esearch
24444093,esearch
24441058,esearch
24388119,esearch
27570577,esearch
25988129,esearch
24356528,esearch
24324035,esearch
24190905,esearch
24190540,esearch
24178980,esearch
24159061,esearch
24156309,esearch
24119626,esearch
24115735,esearch
24091890,esearch
24086422,esearch
24033751,esearch
24029634,esearch
24029164,esearch
24021684,esearch
24004120,esearch
23989654,esearch
23969593,esearch
23966867,esearch
23935961,esearch
23910009,esearch
23895822,esearch
23868902,esearch
23868271,esearch
23783751,esearch
23743971,esearch
23709708,esearch
23704285,esearch
23640827,esearch
23635044,esearch
23628929,esearch
23617688,esearch
23616168,esearch
23583978,esearch
23553155,esearch
23532012,esearch
23530553,esearch
23526732,esearch
23518004,esearch
23512879,esearch
23437997,esearch
23414982,esearch
23404361,esearch
23392070,esearch
23340910,esearch
23340070,esearch
23328832,esearch
23303356,esearch
23300767,esearch
23290548,esearch
25191561,esearch
23236364,esearch
23233382,esearch
23229778,esearch
23228944,esearch
23225379,esearch
23150284,esearch
23118977,esearch
23117777,esearch
23111824,esearch
23075828,esearch
23033358,esearch
23031147,esearch
23013602,esearch
23013600,esearch
22994216,esearch
22993285,esearch
22818296,esearch
22726606,esearch
22699292,esearch
22694949,esearch
22643632,esearch
22573012,esearch
22570462,esearch
22500645,esearch
22497826,esearch
22344513,esearch
22328552,esearch
22245412,esearch
22167594,esearch
22142776,esearch
22080702,esearch
22078058,esearch
22067959,esearch
21960581,esearch
21921283,esearch
21880845,esearch
21868498,esearch
21843411,esearch
21822024,esearch
21817138,esearch
21816528,esearch
21804050,esearch
21762360,esearch
21737849,esearch
21685411,esearch
21663888,esearch
21655140,esearch
21620547,esearch
21618586,esearch
21601327,esearch
21551093,esearch
21540327,esearch
21530935,esearch
21482744,esearch
21454843,esearch
21430022,esearch
21416498,esearch
21289597,esearch
21257820,esearch
21247466,esearch
21233800,esearch
21178096,esearch
21178088,esearch
21136298,esearch
21076159,esearch
20864944,esearch
20828103,esearch
20702608,esearch
20692752,esearch
20634281,esearch
20625168,esearch
20567914,esearch
20516678,esearch
20513066,esearch
20483451,esearch
20472464,esearch
20471734,esearch
20430582,esearch
20374949,esearch
20211299,esearch
20190000,esearch
20164652,esearch
20156361,esearch
20102894,esearch
20097785,esearch
20075357,esearch
20049200,esearch
20004413,esearch
19887838,esearch
19834015,esearch
19704077,esearch
19643839,esearch
19638195,esearch
19605769,esearch
19561382,esearch
19551449,esearch
19421895,esearch
19407230,esearch
19285103,esearch
19170247,esearch
19067365,esearch
19066309,esearch
18801482,esearch
18663284,esearch
18597839,esearch
18585836,esearch
18585504,esearch
18474341,esearch
18437029,esearch
18388336,esearch
18360830,esearch
18192626,esearch
17985492,esearch
17719482,esearch
17673720,esearch
17536228,esearch
17395861,esearch
17344425,esearch
17322077,esearch
17030827,esearch
16641151,esearch
16556884,esearch
15990444,esearch
15084780,esearch
11763299,esearch
