author_raw,n_papers,last_name,initials
Faber KM,9,Faber,KM
Fan Y,18,Fan,Y
Fan X,8,Fan,X
Fan CC,7,Fan,CC
Fan L,6,Fan,L
Fang Y,12,Fang,Y
Fang W,8,Fang,W
Farlow MR,26,Farlow,MR
Farlow M,6,Farlow,M
Feldman H,14,Feldman,H
Feldman HH,6,Feldman,HH
Feng J,11,Feng,J
Feng Y,10,Feng,Y
Feng X,7,Feng,X
Feng Q,5,Feng,Q
Feng QJ,5,Feng,QJ
Ferreira D,17,Ferreira,D
Ferreira PCL,5,Ferreira,PCL
Fleisher A,19,Fleisher,A
Fleisher AS,7,Fleisher,AS
Fonov V,7,Fonov,V
Fonov VS,7,Fonov,VS
Foroud TM,18,Foroud,TM
Foroud T,9,Foroud,T
Fox NC,29,Fox,NC
Fox N,11,Fox,N
Frisoni GB,36,Frisoni,GB
Frisoni G,7,Frisoni,G
Fu Y,23,Fu,Y
Fu AKY,5,Fu,AKY
Galasko DR,13,Galasko,DR
Galasko D,8,Galasko,D
Gao Y,23,Gao,Y
Gao S,13,Gao,S
Gao X,10,Gao,X
Gao Q,8,Gao,Q
Gao F,7,Gao,F
Gao J,7,Gao,J
Gao L,7,Gao,L
Gao C,5,Gao,C
Gao PY,5,Gao,PY
Goate AM,16,Goate,AM
Goate A,8,Goate,A
Goldstein BS,13,Goldstein,BS
Goldstein B,8,Goldstein,B
Graff-Radford NR,20,Graff-Radford,NR
Graff-Radford J,11,Graff-Radford,J
Green RC,22,Green,RC
Green AE,6,Green,AE
Gunter JL,15,Gunter,JL
Gunter J,13,Gunter,J
Guo Y,26,Guo,Y
Guo T,20,Guo,T
Guo L,18,Guo,L
Guo X,10,Guo,X
Guo Q,8,Guo,Q
Guo F,7,Guo,F
Guo H,6,Guo,H
Guo J,6,Guo,J
Guo LH,6,Guo,LH
Guo S,6,Guo,S
Guo R,5,Guo,R
Hammers DB,8,Hammers,DB
Hammers A,6,Hammers,A
Han Y,25,Han,Y
Han X,14,Han,X
Han H,9,Han,H
Han J,9,Han,J
Han T,6,Han,T
Han JW,5,Han,JW
Hardy P,12,Hardy,P
Hardy J,8,Hardy,J
Harvey D,28,Harvey,D
Harvey DJ,13,Harvey,DJ
Hayes J,9,Hayes,J
Hayes JP,5,Hayes,JP
He X,12,He,X
He Y,8,He,Y
He Z,8,He,Z
He B,7,He,B
Hong H,11,Hong,H
Hong L,6,Hong,L
Hong J,5,Hong,J
Hu B,20,Hu,B
Hu H,13,Hu,H
Hu Y,9,Hu,Y
Hu X,6,Hu,X
Hu W,5,Hu,W
Hu Z,5,Hu,Z
Huang H,22,Huang,H
Huang P,18,Huang,P
Huang L,13,Huang,L
Huang X,12,Huang,X
Huang YY,12,Huang,YY
Huang K,11,Huang,K
Huang Y,11,Huang,Y
Huang C,10,Huang,C
Huang Z,10,Huang,Z
Huang Q,8,Huang,Q
Huang LY,7,Huang,LY
Huang M,7,Huang,M
Huang J,6,Huang,J
Huang S,6,Huang,S
Huang MY,5,Huang,MY
Insel PS,29,Insel,PS
Insel P,9,Insel,P
Ismail Z,14,Ismail,Z
Ismail MS,12,Ismail,MS
Jack CR,87,Jack,CR
Jack Jr CR,7,Jack,Jr CR
Jagust WJ,48,Jagust,WJ
Jagust W,27,Jagust,W
Jang H,11,Jang,H
Jang JW,9,Jang,JW
Jiang J,28,Jiang,J
Jiang T,15,Jiang,T
Jiang X,11,Jiang,X
Jiang Y,11,Jiang,Y
Jiang JH,9,Jiang,JH
Jiang S,7,Jiang,S
Jicha G,12,Jicha,G
Jicha GA,5,Jicha,GA
Jin Z,7,Jin,Z
Jin Y,6,Jin,Y
Jin S,5,Jin,S
Johnson KA,39,Johnson,KA
Johnson SC,25,Johnson,SC
Johnson S,16,Johnson,S
Johnson K,15,Johnson,K
Johnson N,14,Johnson,N
Johnson PL,11,Johnson,PL
Jones D,13,Jones,D
Jones DT,6,Jones,DT
Jones RN,5,Jones,RN
Joshi S,6,Joshi,S
Joshi SH,5,Joshi,SH
Kang MS,10,Kang,MS
Kang H,9,Kang,H
Kang K,8,Kang,K
Kang X,5,Kang,X
Kaye JA,11,Kaye,JA
Kaye J,5,Kaye,J
Killiany R,15,Killiany,R
Killiany RJ,6,Killiany,RJ
Kim S,64,Kim,S
Kim H,14,Kim,H
Kim HJ,14,Kim,HJ
Kim Y,13,Kim,Y
Kim J,12,Kim,J
Kim BC,11,Kim,BC
Kim D,11,Kim,D
Kim M,11,Kim,M
Kim JP,8,Kim,JP
Kim SJ,8,Kim,SJ
Kim HR,7,Kim,HR
Kim JH,7,Kim,JH
Kim E,6,Kim,E
Kim KW,6,Kim,KW
Kim JS,5,Kim,JS
Kim YJ,5,Kim,YJ
Knopman DS,21,Knopman,DS
Knopman D,14,Knopman,D
Koeppe RA,26,Koeppe,RA
Koeppe R,5,Koeppe,R
Kremen S,10,Kremen,S
Kremen WS,10,Kremen,WS
Landau SM,40,Landau,SM
Landau S,23,Landau,S
Lee S,33,Lee,S
Lee JH,16,Lee,JH
Lee TY,14,Lee,TY
Lee H,13,Lee,H
Lee KH,13,Lee,KH
Lee A,12,Lee,A
Lee JJ,12,Lee,JJ
Lee V,12,Lee,V
Lee J,11,Lee,J
Lee JM,10,Lee,JM
Lee EB,8,Lee,EB
Lee ML,8,Lee,ML
Lee SH,7,Lee,SH
Lee Y,7,Lee,Y
Lee DS,5,Lee,DS
Lee JY,5,Lee,JY
Lee M,5,Lee,M
Lee SW,5,Lee,SW
Lee W,5,Lee,W
Lei B,19,Lei,B
Lei M,5,Lei,M
Leung KK,15,Leung,KK
Leung YY,5,Leung,YY
Levin J,20,Levin,J
Levin F,5,Levin,F
Li Y,76,Li,Y
Li X,46,Li,X
Li J,42,Li,J
Li K,31,Li,K
Li H,29,Li,H
Li W,27,Li,W
Li L,24,Li,L
Li M,21,Li,M
Li G,18,Li,G
Li S,17,Li,S
Li A,16,Li,A
Li Q,16,Li,Q
Li Z,16,Li,Z
Li JQ,14,Li,JQ
Li T,14,Li,T
Li C,12,Li,C
Li F,12,Li,F
Li HQ,11,Li,HQ
Li B,10,Li,B
Li R,7,Li,R
Liang X,9,Liang,X
Liang H,6,Liang,H
Liang Y,5,Liang,Y
Liao W,7,Liao,W
Liao Z,5,Liao,Z
Lim YY,8,Lim,YY
Lim JS,5,Lim,JS
Lin H,15,Lin,H
Lin M,13,Lin,M
Lin Y,8,Lin,Y
Lin J,6,Lin,J
Lin L,6,Lin,L
Lin W,5,Lin,W
Liu Y,73,Liu,Y
Liu X,46,Liu,X
Liu M,37,Liu,M
Liu J,36,Liu,J
Liu Z,34,Liu,Z
Liu H,27,Liu,H
Liu B,22,Liu,B
Liu L,19,Liu,L
Liu S,18,Liu,S
Liu W,17,Liu,W
Liu F,16,Liu,F
Liu T,16,Liu,T
Liu C,14,Liu,C
Liu D,11,Liu,D
Liu K,8,Liu,K
Liu JY,6,Liu,JY
Liu Q,5,Liu,Q
Lo RMN,5,Lo,RMN
Lo RY,5,Lo,RY
Long X,6,Long,X
Long Q,5,Long,Q
Lu J,21,Lu,J
Lu PH,15,Lu,PH
Lu Q,11,Lu,Q
Lu Y,10,Lu,Y
Lu L,7,Lu,L
Lu P,6,Lu,P
Lu JY,5,Lu,JY
Luo X,34,Luo,X
Luo Y,15,Luo,Y
Luo S,12,Luo,S
Luo J,7,Luo,J
Luo H,5,Luo,H
Lussier FZ,12,Lussier,FZ
Lussier F,5,Lussier,F
Ma Y,16,Ma,Y
Ma YH,16,Ma,YH
Ma D,15,Ma,D
Ma S,10,Ma,S
Ma X,10,Ma,X
Ma J,7,Ma,J
Ma T,7,Ma,T
Ma LZ,6,Ma,LZ
Mackin RS,15,Mackin,RS
Mackin S,13,Mackin,S
Marshall GA,27,Marshall,GA
Marshall G,10,Marshall,G
Martin K,15,Martin,K
Martin ER,10,Martin,ER
Martin KS,7,Martin,KS
Mathis C,13,Mathis,C
Mathis CA,8,Mathis,CA
Mayeux R,11,Mayeux,R
Mayeux RP,5,Mayeux,RP
Miller BL,23,Miller,BL
Miller DD,10,Miller,DD
Miller MJ,8,Miller,MJ
Miller MI,7,Miller,MI
Moody AR,6,Moody,AR
Moody JN,5,Moody,JN
Mormino EC,20,Mormino,EC
Mormino E,5,Mormino,E
Morris JC,44,Morris,JC
Morris J,14,Morris,J
Ng KP,6,Ng,KP
Ng MK,6,Ng,MK
Nosheny R,11,Nosheny,R
Nosheny RL,11,Nosheny,RL
Okonkwo OC,9,Okonkwo,OC
Okonkwo O,6,Okonkwo,O
Pan W,19,Pan,W
Pan D,8,Pan,D
Pan T,5,Pan,T
Pan Y,5,Pan,Y
Park YH,10,Park,YH
Park S,9,Park,S
Park H,7,Park,H
Park J,6,Park,J
Park M,6,Park,M
Peng Y,8,Peng,Y
Peng L,5,Peng,L
Perrin RJ,13,Perrin,RJ
Perrin R,5,Perrin,R
Petersen RC,49,Petersen,RC
Petersen R,17,Petersen,R
Potkin SG,14,Potkin,SG
Potkin S,13,Potkin,S
Potter W,12,Potter,W
Potter WZ,8,Potter,WZ
Qiao H,5,Qiao,H
Qiao Y,5,Qiao,Y
Qin Y,8,Qin,Y
Qin W,7,Qin,W
Qiu Y,9,Qiu,Y
Qiu A,8,Qiu,A
Qiu Q,5,Qiu,Q
Ramirez J,20,Ramirez,J
Ramirez A,6,Ramirez,A
Rosen HJ,19,Rosen,HJ
Rosen A,14,Rosen,A
Rosen H,12,Rosen,H
Samuels P,10,Samuels,P
Samuels LR,5,Samuels,LR
Saykin AJ,139,Saykin,AJ
Saykin A,6,Saykin,A
Schmidt R,7,Schmidt,R
Schmidt ME,6,Schmidt,ME
Schneider LS,24,Schneider,LS
Schneider S,14,Schneider,S
Schneider JA,13,Schneider,JA
Schneider A,8,Schneider,A
Schultz SK,14,Schultz,SK
Schultz AP,11,Schultz,AP
Schwarz CG,12,Schwarz,CG
Schwarz AJ,8,Schwarz,AJ
Schwarz C,6,Schwarz,C
Senjem M,13,Senjem,M
Senjem ML,12,Senjem,ML
Shao W,10,Shao,W
Shao Y,6,Shao,Y
Shaw LM,74,Shaw,LM
Shaw L,5,Shaw,L
Shen L,85,Shen,L
Shen D,73,Shen,D
Shen XN,24,Shen,XN
Shen Y,10,Shen,Y
Shen DG,9,Shen,DG
Shen X,9,Shen,X
Sheng J,11,Sheng,J
Sheng ZH,5,Sheng,ZH
Shi L,15,Shi,L
Shi F,14,Shi,F
Shi J,13,Shi,J
Shi Y,11,Shi,Y
Shi K,7,Shi,K
Shi D,6,Shi,D
Shi R,6,Shi,R
Shi X,5,Shi,X
Smith A,18,Smith,A
Smith EE,18,Smith,EE
Smith CD,15,Smith,CD
Smith R,13,Smith,R
Smith KE,12,Smith,KE
Snyder P,10,Snyder,P
Snyder PJ,8,Snyder,PJ
Song X,26,Song,X
Song Y,9,Song,Y
Song XY,7,Song,XY
Sun L,17,Sun,L
Sun Y,15,Sun,Y
Sun J,10,Sun,J
Sun H,7,Sun,H
Sun X,7,Sun,X
Sun P,6,Sun,P
Sun Z,6,Sun,Z
Sun K,5,Sun,K
Sun T,5,Sun,T
Tan L,78,Tan,L
Tan CC,20,Tan,CC
Tan MS,10,Tan,MS
Tang Y,8,Tang,Y
Tang J,6,Tang,J
Taylor JL,14,Taylor,JL
Taylor JP,5,Taylor,JP
Teipel SJ,14,Teipel,SJ
Teipel S,10,Teipel,S
Thomas KR,37,Thomas,KR
Thomas RG,11,Thomas,RG
Thompson PM,106,Thompson,PM
Thompson P,15,Thompson,P
Thompson WK,7,Thompson,WK
Thompson JW,5,Thompson,JW
Van Broeckhoven C,6,Van,Broeckhoven C
Van Leemput K,6,Van,Leemput K
Verhey F,8,Verhey,F
Verhey FRJ,5,Verhey,FRJ
Wang Y,100,Wang,Y
Wang L,87,Wang,L
Wang X,55,Wang,X
Wang S,49,Wang,S
Wang J,46,Wang,J
Wang M,40,Wang,M
Wang Z,38,Wang,Z
Wang H,35,Wang,H
Wang Q,34,Wang,Q
Wang T,32,Wang,T
Wang C,24,Wang,C
Wang B,21,Wang,B
Wang G,20,Wang,G
Wang LS,16,Wang,LS
Wang ZT,16,Wang,ZT
Wang HF,14,Wang,HF
Wang D,13,Wang,D
Wang K,13,Wang,K
Wang W,13,Wang,W
Wang P,12,Wang,P
Wang YJ,10,Wang,YJ
Wang YL,9,Wang,YL
Wang YT,7,Wang,YT
Wang LY,6,Wang,LY
Wang ML,6,Wang,ML
Wang A,5,Wang,A
Wang F,5,Wang,F
Wang ZB,5,Wang,ZB
Ward C,14,Ward,C
Ward TJ,5,Ward,TJ
Wei W,7,Wei,W
Wei Y,7,Wei,Y
Wei X,5,Wei,X
Weigand AJ,29,Weigand,AJ
Weigand SD,17,Weigand,SD
Weiner MW,118,Weiner,MW
Weiner M,31,Weiner,M
Wen J,11,Wen,J
Wen Y,7,Wen,Y
Wen C,6,Wen,C
Wolk DA,46,Wolk,DA
Wolk D,5,Wolk,D
Wu Y,28,Wu,Y
Wu G,22,Wu,G
Wu X,18,Wu,X
Wu J,16,Wu,J
Wu CK,11,Wu,CK
Wu T,11,Wu,T
Wu S,8,Wu,S
Wu H,6,Wu,H
Wu CY,5,Wu,CY
Wu GR,5,Wu,GR
Wu Z,5,Wu,Z
Xiao S,11,Xiao,S
Xiao X,10,Xiao,X
Xiao D,9,Xiao,D
Xiao Z,7,Xiao,Z
Xiao Y,5,Xiao,Y
Xie L,17,Xie,L
Xie C,12,Xie,C
Xie SX,11,Xie,SX
Xie F,9,Xie,F
Xie Y,7,Xie,Y
Xu W,37,Xu,W
Xu X,26,Xu,X
Xu J,23,Xu,J
Xu Y,20,Xu,Y
Xu L,15,Xu,L
Xu C,13,Xu,C
Xu R,8,Xu,R
Xu Z,8,Xu,Z
Xu H,7,Xu,H
Xu XS,5,Xu,XS
Yan J,14,Yan,J
Yan Z,6,Yan,Z
Yan F,5,Yan,F
Yang Z,36,Yang,Z
Yang Y,34,Yang,Y
Yang J,21,Yang,J
Yang M,14,Yang,M
Yang P,11,Yang,P
Yang Q,9,Yang,Q
Yang X,9,Yang,X
Yang YX,9,Yang,YX
Yang HS,8,Yang,HS
Yang C,7,Yang,C
Yang D,7,Yang,D
Yang F,7,Yang,F
Yang H,7,Yang,H
Yang L,7,Yang,L
Yang S,7,Yang,S
Yang B,6,Yang,B
Yang W,6,Yang,W
Yao L,9,Yao,L
Yao X,8,Yao,X
Yao Z,8,Yao,Z
Yao T,6,Yao,T
Yao H,5,Yao,H
Ye J,13,Ye,J
Ye C,7,Ye,C
Ye T,5,Ye,T
Yesavage J,13,Yesavage,J
Yesavage JA,9,Yesavage,JA
Young AL,8,Young,AL
Young CB,5,Young,CB
Yu JT,53,Yu,JT
Yu H,15,Yu,H
Yu X,14,Yu,X
Yu Y,11,Yu,Y
Yu C,10,Yu,C
Yu S,9,Yu,S
Yu P,7,Yu,P
Yu W,7,Yu,W
Yu Q,6,Yu,Q
Yu J,5,Yu,J
Yu M,5,Yu,M
Yuan M,9,Yuan,M
Yuan Z,5,Yuan,Z
Zeng Q,23,Zeng,Q
Zeng A,6,Zeng,A
Zeng D,6,Zeng,D
Zhang Y,81,Zhang,Y
Zhang J,76,Zhang,J
Zhang X,59,Zhang,X
Zhang Z,40,Zhang,Z
Zhang L,39,Zhang,L
Zhang D,37,Zhang,D
Zhang H,37,Zhang,H
Zhang Q,35,Zhang,Q
Zhang M,34,Zhang,M
Zhang W,23,Zhang,W
Zhang C,20,Zhang,C
Zhang S,20,Zhang,S
Zhang T,19,Zhang,T
Zhang B,15,Zhang,B
Zhang R,15,Zhang,R
Zhang P,10,Zhang,P
Zhang N,8,Zhang,N
Zhang K,6,Zhang,K
Zhang XY,6,Zhang,XY
Zhang F,5,Zhang,F
Zhang MM,5,Zhang,MM
Zhang SW,5,Zhang,SW
Zhao L,26,Zhao,L
Zhao Y,26,Zhao,Y
Zhao Q,14,Zhao,Q
Zhao X,10,Zhao,X
Zhao K,9,Zhao,K
Zhao H,7,Zhao,H
Zhao J,7,Zhao,J
Zhao W,7,Zhao,W
Zhao Z,7,Zhao,Z
Zhao A,5,Zhao,A
Zhao S,5,Zhao,S
Zheng C,9,Zheng,C
Zheng H,6,Zheng,H
Zheng W,6,Zheng,W
Zheng X,6,Zheng,X
Zheng Y,6,Zheng,Y
Zhong S,5,Zhong,S
Zhong X,5,Zhong,X
Zhou Y,26,Zhou,Y
Zhou X,22,Zhou,X
Zhou L,18,Zhou,L
Zhou J,15,Zhou,J
Zhou W,14,Zhou,W
Zhou B,11,Zhou,B
Zhou F,9,Zhou,F
Zhou T,9,Zhou,T
Zhou H,8,Zhou,H
Zhou JH,7,Zhou,JH
Zhou Z,7,Zhou,Z
Zhu H,27,Zhu,H
Zhu X,23,Zhu,X
Zhu Y,19,Zhu,Y
Zhu HT,11,Zhu,HT
Zhu W,11,Zhu,W
Zhu J,10,Zhu,J
Zhu Z,9,Zhu,Z
Zhu D,6,Zhu,D
Zhu B,5,Zhu,B
Zhu L,5,Zhu,L
Zuo CT,12,Zuo,CT
Zuo C,7,Zuo,C
de Flores R,7,de,Flores R
de Rojas I,7,de,Rojas I
de Leon MJ,5,de,Leon MJ
for the Alzheimer’s Disease Neuroimaging I,9,for,the Alzheimer’s Disease Neuroimaging I
for the Alzheimer's Disease Neuroimaging I,7,for,the Alzheimer's Disease Neuroimaging I
van der Flier WM,33,van,der Flier WM
van Dyck CH,14,van,Dyck CH
van Eimeren T,7,van,Eimeren T
van der Lee SJ,6,van,der Lee SJ
van Gils M,5,van,Gils M
