paper_id,publication_id,title,pub_year,doi,author_source,author_list,n_authors
edshare_doi_10_1002_j_1550_8528_1998_tb00375_x,publication-752V98E3,Relative Body Weight and Self-esteem among African Americans in Four Nationally Representative Samples,1998,10.1002/j.1550-8528.1998.tb00375.x,listing,Faith MS|Manibay E|Kravitz M|Griffith J|Allison DB,5
edshare_doi_10_1016_j_socscimed_2025_117693,publication-R6ZGRFW9_0,Do High School Experiences Shape Midlife Body Weight?,2025,10.1016/j.socscimed.2025.117693,listing,Frisco ML|Lybbert EA|Muller C|Grodsky E|Warren JR,5
edshare_doi_10_1023_a_1022932305898,publication-5DK4E2MR,Teen Childbearing and Educational Attainment: A Comparison of Methods,1999,10.1023/a:1022932305898,listing,Jones AS|Astone NM|Keyl PM|Kim YJ|Alexander CS,5
edshare_doi_10_1037_0022_0663_78_5_373,publication-29NSZEPS,"Parental Involvement, Homework, and TV Time: Direct and Indirect Effects on High School Achievement",1986,10.1037/0022-0663.78.5.373,listing,Keith TZ|Reimers TM|Fehrmann PG|Pottebaum SM|Aubey LW,5
edshare_doi_10_1111_j_1745_3984_1986_tb00245_x,publication-8JSQPTJK,Mathematics and Science Test Scores as Related to Courses Taken in High School and Other Factors,1986,10.1111/j.1745-3984.1986.tb00245.x,listing,Jones LV|Davenport ECJ|Bryson A|Bekhuis T|Zwick R,5
edshare_doi_10_1111_jcpe_14113,publication-LVY8XNQT_0,"Associations Between Socioeconomic, Spatial and Educational Factors and Midlife Periodontal Disease Risk: Evidence From ‘High School and Beyond’",2025,10.1111/jcpe.14113,listing,Warren JR|Himmelstern J|Muller C|Grodsky E|Demmer R,5
edshare_doi_10_1177_00380407211041776,publication-PFW5NMTV_0,Continuing Education and Stratification at Midlife,2021,10.1177/00380407211041776,listing,Grodsky E|Doren C|Hung K|Muller C|Warren JR,5
edshare_doi_10_1177_019027250707000407,publication-26IEATYT,Mastery and the Fulfillment of Occupational Expectations by Midlife,2007,10.1177/019027250707000407,listing,Reynolds JR|Burge SW|Robbins CL|Boyd EM|Harris B,5
edshare_doi_10_1177_2378023120918082,publication-X3CD5PLQ_0,Which Aspects of Education Matter for Early Adult Mortality? Evidence from the High School and Beyond Cohort,2020,10.1177/2378023120918082,listing,Warren JR|Muller C|Hummer RA|Grodsky E|Humphries M,5
edshare_publication-3HW7S3HG,publication-3HW7S3HG,National Longitudinal Study of the High School Class of 1972. Postsecondary Education Transcript Study Data File User's Manual. Contractor Report (NCES 1986-221),1986,NA,listing,Jones C|Baker R|Borchers R|Garcia-Quintana-Roan|National Opinion Research Center,5
edshare_publication-AVAQPXGQ,publication-AVAQPXGQ,Dropout Rates in the United States: 1998 (NCES 2000-022),1999,NA,listing,Kaufman P|Kwon JY|Klein S|Chapman CD|Associates M,5
edshare_publication-BDIRGL85,publication-BDIRGL85,Analysis of Apprenticeship Training from the National Longitudinal Study of the High School Class of 1972,1989,NA,listing,Cook RF|Brown J|VanVlerah T|Jennings H|Inc W,5
edshare_publication-BRTE88JJ,publication-BRTE88JJ,The All-Volunteer Force in the 1970s,1998,NA,listing,Segal DR|Burns TJ|Falk WW|Silver MP|Sharda BD,5
edshare_publication-DJBJASIM,publication-DJBJASIM,"Advanced Mathematics and Science Coursetaking in the Spring High School Senior Classes of 1982, 1992, and 2004 (NCES 2007-312)",2007,NA,listing,Dalton B|Ingels SJ|Downing J|Bozick R|International R,5
edshare_publication-E9R2PXI9,publication-E9R2PXI9,"United States High School Sophomores: A Twenty-Two Year Comparison, 1980-2002 (NCES 2006-327)",2006,NA,listing,Cahalan MW|Ingels SJ|Burns LJ|Planty M|Daniel B,5
edshare_publication-J2ETTXRG,publication-J2ETTXRG,Vocational Education in the United States: Toward the Year 2000 (NCES 2000-029),2000,NA,listing,Levesque K|Lauen D|Teitelbaum P|Alt M|Librera S,5
edshare_publication-JE495W62,publication-JE495W62,"Factors Associated with Decline of Test Scores of High School Seniors, 1972 to 1980. A Study of Excellence in High School Education: Educational Policies, School Quality, and Student Outcomes. Contractor Report (CS-85-217)",1985,NA,listing,Rock DA|Ekstrom RB|Goertz ME|Hilton TL|Pollack J,5
edshare_publication-NLKTRVY4,publication-NLKTRVY4,High School Guidance Counseling,2003,NA,listing,Parsad B|Alexander D|Farris E|Hudson L|Greene B,5
edshare_publication-QHY63CKR,publication-QHY63CKR,Notes on Trends in the US Income-Achievement Gap,2022,NA,listing,Hanushek EA|Light J|Peterson PE|Talpey LM|Woessmann. L,5
edshare_publication-QMWT3PRI,publication-QMWT3PRI,"Psychometric Analysis of the NLS and High School and Beyond Test Batteries. A Study of Excellence in High School Education: Educational Policies, School Quality, and Student Outcomes",1985,NA,listing,Rock DA|Hilton TL|Pollack J|Ekstrom RB|Goertz ME,5
edshare_publication-RLUUCX7T,publication-RLUUCX7T,Educational Achievement and Black-White Inequality (NCES 2001-061),2001,NA,listing,Jacobson J|Olsen C|King Rice J|Sweetland S|Ralph J,5
edshare_publication-RNVG2PDL,publication-RNVG2PDL,"America's High School Sophomores: A Ten Year Comparison, 1980-1990",1993,NA,listing,Rasinski KA|Ingels SJ|Rock DA|Pollack JM|Wu SC,5
edshare_publication-UKMYE4GB,publication-UKMYE4GB,"Base Year, First, Second, and Third Follow-Up. Data File Users Manual. Volume I. National Longitudinal Study (NCES 78-239)",1978,NA,listing,Levinsohn JR|Henderson LB|Riccobono JA|Moore RP|Research Triangle Institute,5
edshare_publication-US666JDB,publication-US666JDB,From Track to Field: Trends in Career and Technical Education across Three Decades,2013,NA,listing,Dalton B|Lauff E|Henke R|Alt M|Li X,5
edshare_publication-ZRGE55B5,publication-ZRGE55B5,National Longitudinal Study of the High School Class of 1972. Fifth Follow-Up Survey and High School and Beyond Third Follow-Up Survey. Field Test Report,1985,NA,listing,Jones C|Sebring P|Singleton M|Gallaher H|National Opinion Research Center,5
edshare_doi_10_1002_1520_6688_200023_19_4,publication-RTR56MRP,How Important are the Cognitive Skills of Teenagers in Predicting Subsequent Earnings?,2000,10.1002/1520-6688(200023)19:4,listing,Murnane RJ|Willett JB|Duhaldeborde Y|Tyler JH,4
edshare_doi_10_1002_alz_078505,publication-QHFKT2TN_0,The Contribution of School Quality to Stroke and Cardiovascular Disease Risk in the U.S. Stroke Belt,2023,10.1002/alz.078505,listing,Lybbert E|Muller C|Grodsky E|Warren JR,4
edshare_doi_10_1007_s11162_014_9334_y,publication-U8RES89A,Why are Women Underrepresented in Elite Colleges and Universities? A Non-Linear Decomposition Analysis,2014,10.1007/s11162-014-9334-y,listing,Bielby R|Posselt JR|Jaquette O|Bastedo MN,4
edshare_doi_10_1016_0191_8869_90_90268_v,publication-8TPN9DPF,Structure and Stability of Self-Esteem in Late Teens,1990,10.1016/0191-8869(90)90268-v,listing,Tashakkori A|Thompson VD|Wade J|Valente E,4
edshare_doi_10_1023_a_1013022201296,publication-BKDTNU4M,Adding a Timing Light to the 'Tool Box',2002,10.1023/a:1013022201296,listing,DesJardins SL|McCall BP|Ahlburg DA|Moye MJ,4
edshare_doi_10_1038_s41562_018_0523_0,publication-7ENM56SE,How Economic Inequality Shapes Mobility Expectations and Behaviour in Disadvantaged Youth,2019,10.1038/s41562-018-0523-0,listing,Browman AS|Destin M|Kearney MS|Levine PB,4
edshare_doi_10_1080_00220671_1992_9941117,publication-BC3WDED5,Consequences of Dropping Out of School: Findings from High School and Beyond,1992,10.1080/00220671.1992.9941117,listing,McCaul EJ|Donaldson GA|Coladarci T|Davis WE,4
edshare_doi_10_1086_443651,publication-F3KMGJN9,"Social Background, Academic Resources, and College Graduation: Recent Evidence from the National Longitudinal Survey",1982,10.1086/443651,listing,Alexander KL|Riordan C|Fennessey J|Pallas AM,4
edshare_doi_10_1093_geroni_igae098_0092,publication-NR5RX5SZ_0,Effects of a Cancer Diagnosis on Economic Prosperity in the Long Run: Evidence from Linked Survey and Credit Data.,2024,10.1093/geroni/igae098.0092,listing,Warren JR|Thomas A|Grodsky E|Muller C,4
edshare_doi_10_1093_ije_dyac044,publication-55UZ8T84_0,Cohort Profile: High School and Beyond,2022,10.1093/ije/dyac044,listing,Grodsky E|Manly JJ|Muller C|Warren JR,4
edshare_doi_10_1093_sf_sox065,publication-EBENV868_0,Tracking Health Inequalities from High School to Midlife,2017,10.1093/sf/sox065,listing,Carroll JM|Muller C|Grodsky E|Warren JR,4
edshare_doi_10_1146_annurev_so_16_080190_001403,publication-QAKVVF6T,Market and Network Theories of the Transition from High School to Work: Their Application to Industrialized Societies,1990,10.1146/annurev.so.16.080190.001403,listing,Rosenbaum JE|Kariya T|Settersten R|Maier T,4
edshare_doi_10_1177_0002716214548398,publication-A33Q4QGG,The Engagement Gap: Social Mobility and Extracurricular Participation among American Youth,2015,10.1177/0002716214548398,listing,Snellman K|Silva JM|Frederick CB|Putnam RD,4
edshare_doi_10_1177_00221465211073117,publication-WNTV3CMU_0,The Roles of Adolescent Occupational Expectations and Preparation in Adult Suicide and Drug Poisoning Deaths within a Shifting Labor Market,2022,10.1177/00221465211073117,listing,Carroll JM|Duncombe A|Muller C|Mueller AS,4
edshare_doi_10_1177_0044118x12461656,publication-QJE6JDXT,College-Going Benefits of High School Sports Participation: Race and Gender Differences Over Three Decades,2015,10.1177/0044118x12461656,listing,Shifrer D|Pearson J|Muller C|Wilkinson L,4
edshare_doi_10_1177_0161468186087003,publication-BQ4UNEK6,Who Drops Out of High School and Why? Findings from a National Study,1986,10.1177/0161468186087003,listing,Ekstrom RB|Goertz ME|Pollack JM|Rock DA,4
edshare_doi_10_1177_0730888407303182,publication-T7RXASUH,Judgments About Work: Dimensionality Revisited,2007,10.1177/0730888407303182,listing,Johnson MK|Mortimer JT|Lee JC|Stern MJ,4
edshare_doi_10_1257_app_20210692,publication-QQ4S363T,When Sarah Meets Lawrence: The Effects of Coeducation on Women's College Major Choices,2023,10.1257/app.20210692,listing,Calkins A|Binder AJ|Shaat D|Timpe B,4
edshare_doi_10_1353_dem_2003_0019,publication-IF25LHX6,Economic Potential and Entry into Marriage and Cohabitation,2003,10.1353/dem.2003.0019,listing,Xie Y|Raymo JM|Goyette K|Thornton A,4
edshare_doi_10_1353_jhe_2014_0037,publication-VBDSYIVK,Institutional Stratification and the Postcollege Labor Market: Comparing Job Satisfaction and Prestige across Generations,2014,10.1353/jhe.2014.0037,listing,Jeongeun K|Jiyun K|Jaquette O|Bastedo MN,4
edshare_doi_10_1371_journal_pone_0259960,publication-W7C87ZYJ,A Comparative Study of Estimators in Multilevel Linear Models,2021,10.1371/journal.pone.0259960,listing,Ali S|Shah SA|Zubair S|Hussain S,4
edshare_doi_10_1525_sp_2006_53_2_186,publication-EKS5W5TH,"Have Adolescents Become Too Ambitious? High School Seniors' Educational and Occupational Plans, 1976 to 2000",2006,10.1525/sp.2006.53.2.186,listing,Reynolds J|Stewart M|Macdonald R|Sischo L,4
edshare_doi_10_3102_0002831211435229,publication-KK3ZGUT3,"The More Things Change, the More They Stay the Same? Prior Achievement Fails to Explain Gender Inequality in Entry into STEM College Majors Over Time",2012,10.3102/0002831211435229,listing,Riegle-Crumb C|King B|Grodsky E|Muller C,4
edshare_doi_10_3102_0002831212439456,publication-Z9STRKG8,"Access without Equity: Longitudinal Analyses of Institutional Stratification by Race and Ethnicity, 1972-2004",2012,10.3102/0002831212439456,listing,Posselt JR|Jaquette O|Bielby R|Bastedo MN,4
edshare_doi_10_3102_01623737019004360,publication-DTWBQV5K,Outmigration among Rural High School Graduates: The Effect of Academic and Vocational Programs,1997,10.3102/01623737019004360,listing,Huang GG|Weng S|Zhang F|Cohen MP,4
edshare_doi_10_3758_s13428_020_01375_7,publication-78SGGEIR,Score-based Tests for Detecting Heterogeneity in Linear Mixed Models,2021,10.3758/s13428-020-01375-7,listing,Wang T|Merkle EC|Anguera JA|Turner BM,4
edshare_publication-2RSXT4RV,publication-2RSXT4RV,"Examining Gaps in Mathematics Achievements Amond Racial-Ethnic Groups, 1972-1992",2005,NA,listing,Berends M|Lucas SR|Sullivan T|Briggs RJ,4
edshare_publication-3B4QPHHD,publication-3B4QPHHD,Interpreting the Evidence on Life Cycle Skill Formation,2005,NA,listing,Cunha F|Heckman JJ|Lochner L|Masterov DV,4
edshare_publication-4XGUFN46,publication-4XGUFN46,Considerations for Using the School Courses for the Exchange of Data (SCED) Classification System in High School Transcript Studies: Applications for Converting Course Codes from the Classification of Secondary School Courses (CSSC),2019,NA,listing,Henke RR|Spagnardi C|Chen X|Bradby D,4
edshare_publication-5IJGI6AC_0,publication-5IJGI6AC_0,How Have Changes in the Labor Market Contributed to Increases in Suicide and Drug Poisoning Deaths among Men in the United States?,2022,NA,listing,Carroll JM|Duncombe A|Mueller AS|Muller C,4
edshare_publication-7Q47NQBZ,publication-7Q47NQBZ,High School and Beyond Third Follow-Up (1986) Technical Report (NCES 87-090),1987,NA,listing,Sebring P|Spencer B|Campbell B|National opinion Research Center,4
edshare_publication-9EVE6PXE,publication-9EVE6PXE,When Sarah Meets Lawrence: The Effect of Coeducation on Women's Major Choices,2021,NA,listing,Calkins A|Binder AJ|Shaat D|Timpe B,4
edshare_publication-9FHGKTPE,publication-9FHGKTPE,High School and Beyond Sample Design Report,1981,NA,listing,Frankel MR|Kohnke L|Buonanno D|Tourangeau R,4
edshare_publication-9IMRNEKG,publication-9IMRNEKG,Transition Patterns Between Education and Work,1984,NA,listing,Campbell PB|Gardner JA|Winterstein P|National Center for Research in Vocational Education,4
edshare_publication-CA62QUKD_0,publication-CA62QUKD_0,High School and Beyond Sophomore Cohort Fifth Follow-up Documentation (NCES 2019-138),2019,NA,listing,Muller C|Black SE|Grodsky E|Warren JR,4
edshare_publication-CF7F4GZ5,publication-CF7F4GZ5,Dropout Rates in the United States: 1992,1993,NA,listing,McMillen MM|Kaufman P|Hausken EG|Bradby D,4
edshare_publication-DY8RHDF4,publication-DY8RHDF4,Moderated Mediation in Multilevel Structural Equation Models: Decomposing Effects of Race on Math Achievement Within Versus Between High Schools in the United States,2019,NA,listing,Zyphur MJ|Zhang Z|Preacher KJ|Bird LJ,4
edshare_publication-FC5NTDQH,publication-FC5NTDQH,Monitoring School Quality: An Indicators Report. Statistical Analysis Report (NCES 2001-030),2000,NA,listing,Mayer DP|Mullens JE|T. MM|Inc MPR,4
edshare_publication-INPX7V2K,publication-INPX7V2K,National Longitudinal Study of the High School Class of 1972. Review and Annotation of Study Reports. (NCES 78-238),1977,NA,listing,"Peng SS|Stafford C|Talbert RJ|Institute, Research Triangle",4
edshare_publication-IX9HZP4F,publication-IX9HZP4F,Data and Methodology,2005,NA,listing,Berends M|Lucas SR|Sullivan T|Briggs RJ,4
edshare_publication-K3I8LASJ,publication-K3I8LASJ,Continuity of Early Employment Among 1980 High School Sophomores (NCES 97-303),1997,NA,listing,Geis S|Klein SG|Carroll CD|Associates M,4
edshare_publication-NASA7U3Q,publication-NASA7U3Q,"Effects of Stratification, Clustering, and Unequal Weighting on the Variances of NLS Statistics. (NCES 77-258)",1975,NA,listing,Moore RP|Shah BV|Fetters WB|Research Triangle Institute,4
edshare_publication-P7T2YNRV,publication-P7T2YNRV,High School and Beyond Second Follow-Up. Technical Report.,1985,NA,listing,Jones C|Sebring P|Spencer BD|Bagues D,4
edshare_publication-SYJ2KAE7,publication-SYJ2KAE7,College Quality and Future Earnings: Where Should You Send Your Child to College?,1989,NA,listing,James E|Alsalam N|Conaty JC|To DL,4
edshare_publication-UNEVMBHU,publication-UNEVMBHU,The National Longitudinal Study of the High School Class of 1972 (NLS-72): Fifth Follow-Up (1986). Sample Design Report (NCES 88403),1987,NA,listing,Spencer B|Sebring P|Campbell B|NORC,4
edshare_publication-V3ZMH3EW,publication-V3ZMH3EW,"Trends among High School Seniors, 1972-1992",1995,NA,listing,Green PJ|Dugoni BL|Ingels SJ|Quinn P,4
edshare_publication-VWSFBTZ6,publication-VWSFBTZ6,Inferences About Regression Models. Contractor Report (NCES 82-210),1981,NA,listing,Shah BV|Holt MM|Folsom RE|Research Triangle Institute,4
edshare_publication-WQXG9KX4,publication-WQXG9KX4,"High School and Beyond Postsecondary Education Transcript Study. Data File User's Manual, Contractor Report",1986,NA,listing,Jones CC|Baker R|Borchers R|National Opinion Research Center,4
edshare_publication-WZRE9BRW,publication-WZRE9BRW,High School and Beyond Third Follow-Up Sample Design Report (NCES 88-402).,1987,NA,listing,Spencer BD|Sebring P|Campbell B|Carroll CD,4
edshare_publication-Y85S2B57,publication-Y85S2B57,Gender Differences in Earnings among Young Adults Entering the Labor Market (NCES 98-086),1998,NA,listing,Clery SB|Lee JB|Knapp LG|Associates J,4
edshare_doi_10_1002_j_2161_0045_1988_tb00490_x,publication-T2ZA35F9,Occupational Plans of Adolescent Women Compared to Men: A Cross-Sectional Examination,1988,10.1002/j.2161-0045.1988.tb00490.x,listing,Gerstein M|Lichtman M|Barokas JU,3
edshare_doi_10_1002_jae_731,publication-DQLD2NKV,Do Dropouts Suffer from Dropping Out? Estimation and Prediction of Outcome Gains in Generalized Selection Models,2004,10.1002/jae.731,listing,Li M|Poirier DJ|Tobias JL,3
edshare_doi_10_1007_s11199_013_0261_8,publication-3AMPY8Z5,Effects of Single-Sex Schooling in the Final Years of High School: A Comparison of Analysis of Covariance and Propensity Score Matching,2013,10.1007/s11199-013-0261-8,listing,Nagengast B|Marsh H|Hau KT,3
edshare_doi_10_1016_0021_9924_85_90006_1,publication-CVK9DI7S,A Descriptive Analysis of High School Seniors with Speech Disabilities,1985,10.1016/0021-9924(85)90006-1,listing,Gregory JF|Shanahan T|Walberg HJ,3
edshare_doi_10_1016_0049_089x_89_90002_1,publication-9ICN4XI5,Dropping Out Among Hispanic Youth,1989,10.1016/0049-089x(89)90002-1,listing,Fernandez RM|Paulsen R|Hirano-Nakanishi M,3
edshare_doi_10_1016_0272_7757_89_90032_0,publication-XZGSSFAP,"Vocational Training, Supply Constraints, and Individual Economic Outcomes",1989,10.1016/0272-7757(89)90032-0,listing,Farkas G|Hotchkiss L|Stromsdorfer EW,3
edshare_doi_10_1016_0272_7757_91_90023_i,publication-2EUZ92MQ,Keyboarding as General Education: Post-school Employment and Earnings Effects,1991,10.1016/0272-7757(91)90023-i,listing,Lewis DR|Hearn JC|Zilbert EE,3
edshare_doi_10_1016_j_econedurev_2005_05_003,publication-C2Z5JPBF,Alternative Paths to College Completion: Effect of Attending a 2-Year School on the Probability of Completing a 4-Year Degree,2006,10.1016/j.econedurev.2005.05.003,listing,Sandy J|Gonzalez A|Hilmer MJ,3
edshare_doi_10_1016_j_rssm_2019_100424,publication-6J4TI8H6_0,Late-Stage Educational Inequality: Can Selection on Academic and Noncognitive Skills Explain Waning Social Background Effects?,2019,10.1016/j.rssm.2019.100424,listing,Smith CM|Grodsky E|Warren JR,3
edshare_doi_10_1016_j_ssresearch_2006_09_004,publication-7AGA4SIP,Social Origin and College Opportunity Expectations Across Cohorts,2007,10.1016/j.ssresearch.2006.09.004,listing,Turley RNL|Santos M|Ceja C,3
edshare_doi_10_1016_s0272_7757_00_00006_6,publication-JNP9YU63,"Diplomas for Learning, Not Seat Time: The Impacts of New York Regents Examinations",2000,10.1016/s0272-7757(00)00006-6,listing,Bishop JH|Moriarty JY|Mane F,3
edshare_doi_10_1016_s0272_7757_02_00054_7,publication-JRD3IIFM,Who Benefits from a GED? Evidence for Females from High School and Beyond,2003,10.1016/s0272-7757(02)00054-7,listing,Tyler JH|Murnane RJ|Willett JB,3
edshare_doi_10_1016_s0272_7757_96_00076_3,publication-YPFJ34QS,Schools and Labor Market Outcomes,1997,10.1016/s0272-7757(96)00076-3,listing,Crawford DL|Johnson AW|Summers AA,3
