pmid,title,pub_year,author_raw,author_id,author_position,affiliation,author_raw_original
42037457,Life's Essential 8 and Risk of Severe COVID-19 Among Adults Without Clinical Cardiovascular Disease: The C4R Study.,2026,Norwood AF,Norwood AF,10,Department of Medicine University of Mississippi Medical Center Jackson MS USA.,Norwood AF
42037457,Life's Essential 8 and Risk of Severe COVID-19 Among Adults Without Clinical Cardiovascular Disease: The C4R Study.,2026,Gonzalez S,Gonzalez S,11,Department of Epidemiology and Population Health Albert Einstein College of Medicine Bronx NY USA.,Gonzalez S
42037457,Life's Essential 8 and Risk of Severe COVID-19 Among Adults Without Clinical Cardiovascular Disease: The C4R Study.,2026,Sotres-Alvarez D,Sotres-Alvarez D,12,Department of Biostatistics University of North Carolina at Chapel Hill NC USA.,Sotres-Alvarez D
42037457,Life's Essential 8 and Risk of Severe COVID-19 Among Adults Without Clinical Cardiovascular Disease: The C4R Study.,2026,Talavera GA,Talavera GA,13,Department of Psychology San Diego State University San Diego CA USA.,Talavera GA
42037457,Life's Essential 8 and Risk of Severe COVID-19 Among Adults Without Clinical Cardiovascular Disease: The C4R Study.,2026,Daviglus ML,Daviglus ML,14,Institute for Minority Health Research University of Illinois Chicago IL USA.,Daviglus ML
42037457,Life's Essential 8 and Risk of Severe COVID-19 Among Adults Without Clinical Cardiovascular Disease: The C4R Study.,2026,Talegawkar SA,Talegawkar SA,15,Department of Exercise and Nutrition Sciences Milken Institute School of Public Health at the George Washington University Washington DC USA.,Talegawkar SA
42037457,Life's Essential 8 and Risk of Severe COVID-19 Among Adults Without Clinical Cardiovascular Disease: The C4R Study.,2026,Kandula N,Kandula NR,16,"Department of Medicine, Feinberg School of Medicine Northwestern University Chicago IL USA.",Kandula N
42037457,Life's Essential 8 and Risk of Severe COVID-19 Among Adults Without Clinical Cardiovascular Disease: The C4R Study.,2026,Elkind MSV,Elkind MSV,17,"Department of Neurology, Vagelos College of Physicians and Surgeons Columbia University New York NY USA.",Elkind MSV
42037457,Life's Essential 8 and Risk of Severe COVID-19 Among Adults Without Clinical Cardiovascular Disease: The C4R Study.,2026,Rundek T,Rundek T,18,Department of Neurology University of Miami Miller School of Medicine Miami FL USA.,Rundek T
42037457,Life's Essential 8 and Risk of Severe COVID-19 Among Adults Without Clinical Cardiovascular Disease: The C4R Study.,2026,Gutierrez J,Gutierrez JD,19,Department of Neurology University of Miami Miller School of Medicine Miami FL USA.,Gutierrez J
42037457,Life's Essential 8 and Risk of Severe COVID-19 Among Adults Without Clinical Cardiovascular Disease: The C4R Study.,2026,Levitan EB,Levitan EB,20,Department of Epidemiology University of Alabama at Birmingham AL USA.,Levitan EB
42037457,Life's Essential 8 and Risk of Severe COVID-19 Among Adults Without Clinical Cardiovascular Disease: The C4R Study.,2026,Cushman M,Cushman M,21,Department of Medicine Larner College of Medicine at the University of Vermont Burlington VT USA.,Cushman M
42037457,Life's Essential 8 and Risk of Severe COVID-19 Among Adults Without Clinical Cardiovascular Disease: The C4R Study.,2026,Judd SE,Judd SE,22,Department of Health Behavior University of Alabama at Birmingham AL USA.,Judd SE
42037457,Life's Essential 8 and Risk of Severe COVID-19 Among Adults Without Clinical Cardiovascular Disease: The C4R Study.,2026,Wang HE,Wang H,23,Department of Emergency Medicine The Ohio State University Columbus OH USA.,Wang HE
42037457,Life's Essential 8 and Risk of Severe COVID-19 Among Adults Without Clinical Cardiovascular Disease: The C4R Study.,2026,Zakai NA,Zakai NA,24,Department of Medicine Larner College of Medicine at the University of Vermont Burlington VT USA.,Zakai NA
42037457,Life's Essential 8 and Risk of Severe COVID-19 Among Adults Without Clinical Cardiovascular Disease: The C4R Study.,2026,Howard VJ,Howard VJ,25,Department of Epidemiology University of Alabama at Birmingham AL USA.,Howard VJ
42037457,Life's Essential 8 and Risk of Severe COVID-19 Among Adults Without Clinical Cardiovascular Disease: The C4R Study.,2026,Pamir N,Pamir N,26,"Knight Cardiovascular Institute, Center for Preventive Cardiology Oregon Health and Science University Portland OR USA.",Pamir N
42037457,Life's Essential 8 and Risk of Severe COVID-19 Among Adults Without Clinical Cardiovascular Disease: The C4R Study.,2026,Safford MM,Safford MM,27,Department of Medicine Weill Cornell Medicine New York NY USA.,Safford MM
42037457,Life's Essential 8 and Risk of Severe COVID-19 Among Adults Without Clinical Cardiovascular Disease: The C4R Study.,2026,Kamin Mukaz D,Kamin Mukaz D,28,Department of Medicine Larner College of Medicine at the University of Vermont Burlington VT USA.,Kamin Mukaz D
42037457,Life's Essential 8 and Risk of Severe COVID-19 Among Adults Without Clinical Cardiovascular Disease: The C4R Study.,2026,Fretts AM,Fretts AM,29,Department of Epidemiology University of Washington Seattle WA USA.,Fretts AM
42037457,Life's Essential 8 and Risk of Severe COVID-19 Among Adults Without Clinical Cardiovascular Disease: The C4R Study.,2026,Juraschek SP,Juraschek SP,30,Department of Medicine Beth Israel Deaconess Medical Center Boston MA USA.,Juraschek SP
42037457,Life's Essential 8 and Risk of Severe COVID-19 Among Adults Without Clinical Cardiovascular Disease: The C4R Study.,2026,Oelsner EC,Oelsner EC,31,"Department of Medicine, Division of General Medicine Columbia University Irving Medical Center New York NY USA.",Oelsner EC
42023677,"Diabetes, hyperglycemia, and ATN blood biomarkers in Hispanic/Latino populations: SOL-INCA study.",2026,González KA,González KA,1,"Department of Neurosciences and Shiley-Marcos Alzheimer's Disease Research Center, University of California San Diego School of Medicine, San Diego, California, USA.",González KA
42023677,"Diabetes, hyperglycemia, and ATN blood biomarkers in Hispanic/Latino populations: SOL-INCA study.",2026,Tarraf W,Tarraf W,2,"Department of Healthcare Sciences and Institute of Gerontology, Wayne State University, Detroit, Michigan, USA.",Tarraf W
42023677,"Diabetes, hyperglycemia, and ATN blood biomarkers in Hispanic/Latino populations: SOL-INCA study.",2026,Pa J,Pa J,3,"Department of Neurosciences and Shiley-Marcos Alzheimer's Disease Research Center, University of California San Diego School of Medicine, San Diego, California, USA.",Pa J
42023677,"Diabetes, hyperglycemia, and ATN blood biomarkers in Hispanic/Latino populations: SOL-INCA study.",2026,Banks SJ,Banks SJ,4,"Department of Neurosciences and Shiley-Marcos Alzheimer's Disease Research Center, University of California San Diego School of Medicine, San Diego, California, USA.",Banks SJ
42023677,"Diabetes, hyperglycemia, and ATN blood biomarkers in Hispanic/Latino populations: SOL-INCA study.",2026,Bangen KJ,Bangen KJ,5,"Department of Psychiatry, University of California San Diego School of Medicine, San Diego, California, USA.",Bangen KJ
42023677,"Diabetes, hyperglycemia, and ATN blood biomarkers in Hispanic/Latino populations: SOL-INCA study.",2026,Galasko D,Galasko D,6,"Department of Neurosciences and Shiley-Marcos Alzheimer's Disease Research Center, University of California San Diego School of Medicine, San Diego, California, USA.",Galasko D
42023677,"Diabetes, hyperglycemia, and ATN blood biomarkers in Hispanic/Latino populations: SOL-INCA study.",2026,Gallo LC,Gallo LC,7,"Department of Psychology and South Bay Latino Research Center, San Diego State University, San Diego, California, USA.",Gallo LC
42023677,"Diabetes, hyperglycemia, and ATN blood biomarkers in Hispanic/Latino populations: SOL-INCA study.",2026,Stickel AM,Stickel AM,8,"Department of Psychology and South Bay Latino Research Center, San Diego State University, San Diego, California, USA.",Stickel AM
42023677,"Diabetes, hyperglycemia, and ATN blood biomarkers in Hispanic/Latino populations: SOL-INCA study.",2026,Anita NZ,Anita NZ,9,"Department of Neurosciences and Shiley-Marcos Alzheimer's Disease Research Center, University of California San Diego School of Medicine, San Diego, California, USA.",Anita NZ
42023677,"Diabetes, hyperglycemia, and ATN blood biomarkers in Hispanic/Latino populations: SOL-INCA study.",2026,Márquez F,Márquez F,10,"Department of Neurosciences and Shiley-Marcos Alzheimer's Disease Research Center, University of California San Diego School of Medicine, San Diego, California, USA.",Márquez F
