paper_id,pubmed_pmid,fetch_date,fetch_status,source
abcd_37182734,37182734,2026-06-24T23:51:34Z,success,abcd_website
abcd_40681863,40681863,2026-06-24T23:51:34Z,success,abcd_website
abcd_36918136,36918136,2026-06-24T23:51:34Z,success,abcd_website
abcd_37542243,37542243,2026-06-24T23:51:34Z,success,abcd_website
abcd_36355697,36355697,2026-06-24T23:51:34Z,success,abcd_website
abcd_38602745,38602745,2026-06-24T23:51:34Z,success,abcd_website
abcd_39541797,39541797,2026-06-24T23:51:34Z,success,abcd_website
abcd_the_overlapping_genetic_architecture_of_psychiatric_disorders_and_cortical_brain,NA,2026-06-24T23:51:34Z,success,abcd_website
abcd_42012830,42012830,2026-06-24T23:51:34Z,success,abcd_website
abcd_40625792,40625792,2026-06-24T23:51:34Z,success,abcd_website
abcd_37295068,37295068,2026-06-24T23:51:34Z,success,abcd_website
abcd_38870601,38870601,2026-06-24T23:51:34Z,success,abcd_website
abcd_36633989,36633989,2026-06-24T23:51:34Z,success,abcd_website
abcd_37866541,37866541,2026-06-24T23:51:34Z,success,abcd_website
abcd_40993126,40993126,2026-06-24T23:51:34Z,success,abcd_website
abcd_40166767,40166767,2026-06-24T23:51:34Z,success,abcd_website
abcd_41836634,41836634,2026-06-24T23:51:34Z,success,abcd_website
abcd_35026661,35026661,2026-06-24T23:51:34Z,success,abcd_website
abcd_34795422,34795422,2026-06-24T23:51:34Z,success,abcd_website
abcd_35061153,35061153,2026-06-24T23:51:34Z,success,abcd_website
abcd_35152002,35152002,2026-06-24T23:51:34Z,success,abcd_website
abcd_37550530,37550530,2026-06-24T23:51:34Z,success,abcd_website
abcd_41343368,41343368,2026-06-24T23:51:34Z,success,abcd_website
abcd_40883286,40883286,2026-06-24T23:51:34Z,success,abcd_website
abcd_42214838,42214838,2026-06-24T23:51:34Z,success,abcd_website
abcd_34382607,34382607,2026-06-24T23:51:34Z,success,abcd_website
abcd_35393594,35393594,2026-06-24T23:51:34Z,success,abcd_website
abcd_38827440,38827440,2026-06-24T23:51:34Z,success,abcd_website
abcd_41034507,41034507,2026-06-24T23:51:34Z,success,abcd_website
abcd_34043478,34043478,2026-06-24T23:51:34Z,success,abcd_website
abcd_40368909,40368909,2026-06-24T23:51:34Z,success,abcd_website
abcd_35427796,35427796,2026-06-24T23:51:34Z,success,abcd_website
abcd_36870214,36870214,2026-06-24T23:51:34Z,success,abcd_website
abcd_37673436,37673436,2026-06-24T23:51:34Z,success,abcd_website
abcd_40359598,40359598,2026-06-24T23:51:34Z,success,abcd_website
abcd_32886714,32886714,2026-06-24T23:51:34Z,success,abcd_website
abcd_34025573,34025573,2026-06-24T23:51:34Z,success,abcd_website
abcd_36070838,36070838,2026-06-24T23:51:34Z,success,abcd_website
abcd_37191599,37191599,2026-06-24T23:51:34Z,success,abcd_website
abcd_38219709,38219709,2026-06-24T23:51:34Z,success,abcd_website
abcd_41188267,41188267,2026-06-24T23:51:34Z,success,abcd_website
abcd_41938230,41938230,2026-06-24T23:51:34Z,success,abcd_website
abcd_exposomic_and_polygenic_contributions_to_allostatic_load_in_early_adolescence,NA,2026-06-24T23:51:34Z,success,abcd_website
abcd_34607958,34607958,2026-06-24T23:51:34Z,success,abcd_website
abcd_39475730,39475730,2026-06-24T23:51:34Z,success,abcd_website
abcd_40228565,40228565,2026-06-24T23:51:34Z,success,abcd_website
abcd_cardiovascular_health_of_us_early_adolescents_assessed_by_the_life_s_essential_8,NA,2026-06-24T23:51:34Z,success,abcd_website
abcd_35445220,35445220,2026-06-24T23:51:34Z,success,abcd_website
abcd_38486948,38486948,2026-06-24T23:51:34Z,success,abcd_website
abcd_41831540,41831540,2026-06-24T23:51:34Z,success,abcd_website
abcd_35436615,35436615,2026-06-24T23:51:34Z,success,abcd_website
abcd_37003411,37003411,2026-06-24T23:51:34Z,success,abcd_website
abcd_38323959,38323959,2026-06-24T23:51:34Z,success,abcd_website
abcd_40542091,40542091,2026-06-24T23:51:34Z,success,abcd_website
abcd_41111269,41111269,2026-06-24T23:51:34Z,success,abcd_website
abcd_prospective_study_on_effects_of_sports_participation_on_brain_injury_versus_orth,NA,2026-06-24T23:51:34Z,success,abcd_website
abcd_37583413,37583413,2026-06-24T23:51:34Z,success,abcd_website
abcd_38103132,38103132,2026-06-24T23:51:34Z,success,abcd_website
abcd_39706190,39706190,2026-06-24T23:51:34Z,success,abcd_website
abcd_40957099,40957099,2026-06-24T23:51:34Z,success,abcd_website
abcd_34086035,34086035,2026-06-24T23:51:34Z,success,abcd_website
abcd_42157479,42157479,2026-06-24T23:51:34Z,success,abcd_website
abcd_34070118,34070118,2026-06-24T23:51:34Z,success,abcd_website
abcd_39870773,39870773,2026-06-24T23:51:34Z,success,abcd_website
abcd_36890374,36890374,2026-06-24T23:51:34Z,success,abcd_website
abcd_37440345,37440345,2026-06-24T23:51:34Z,success,abcd_website
abcd_37753156,37753156,2026-06-24T23:51:34Z,success,abcd_website
abcd_38044723,38044723,2026-06-24T23:51:34Z,success,abcd_website
abcd_39242757,39242757,2026-06-24T23:51:34Z,success,abcd_website
abcd_39242809,39242809,2026-06-24T23:51:34Z,success,abcd_website
abcd_39526419,39526419,2026-06-24T23:51:34Z,success,abcd_website
abcd_40347767,40347767,2026-06-24T23:51:34Z,success,abcd_website
abcd_40519635,40519635,2026-06-24T23:51:34Z,success,abcd_website
abcd_41021925,41021925,2026-06-24T23:51:34Z,success,abcd_website
abcd_41499122,41499122,2026-06-24T23:51:34Z,success,abcd_website
abcd_32965490,32965490,2026-06-24T23:51:34Z,success,abcd_website
abcd_34891080,34891080,2026-06-24T23:51:34Z,success,abcd_website
abcd_36357558,36357558,2026-06-24T23:51:34Z,success,abcd_website
abcd_39090375,39090375,2026-06-24T23:51:34Z,success,abcd_website
abcd_40836962,40836962,2026-06-24T23:51:34Z,success,abcd_website
abcd_39697392,39697392,2026-06-24T23:51:34Z,success,abcd_website
abcd_40319141,40319141,2026-06-24T23:51:34Z,success,abcd_website
abcd_41421607,41421607,2026-06-24T23:51:34Z,success,abcd_website
abcd_41733392,41733392,2026-06-24T23:51:34Z,success,abcd_website
abcd_36115590,36115590,2026-06-24T23:51:34Z,success,abcd_website
abcd_35052446,35052446,2026-06-24T23:51:34Z,success,abcd_website
abcd_35104356,35104356,2026-06-24T23:51:34Z,success,abcd_website
abcd_37039543,37039543,2026-06-24T23:51:34Z,success,abcd_website
abcd_42202720,42202720,2026-06-24T23:51:34Z,success,abcd_website
abcd_33441214,33441214,2026-06-24T23:51:34Z,success,abcd_website
abcd_36882872,36882872,2026-06-24T23:51:34Z,success,abcd_website
abcd_37200030,37200030,2026-06-24T23:51:34Z,success,abcd_website
abcd_37833810,37833810,2026-06-24T23:51:34Z,success,abcd_website
abcd_41821624,41821624,2026-06-24T23:51:34Z,success,abcd_website
abcd_36456690,36456690,2026-06-24T23:51:34Z,success,abcd_website
abcd_37393047,37393047,2026-06-24T23:51:34Z,success,abcd_website
abcd_39984505,39984505,2026-06-24T23:51:34Z,success,abcd_website
abcd_41234125,41234125,2026-06-24T23:51:34Z,success,abcd_website
abcd_41398372,41398372,2026-06-24T23:51:34Z,success,abcd_website
abcd_41496291,41496291,2026-06-24T23:51:34Z,success,abcd_website
abcd_41667400,41667400,2026-06-24T23:51:34Z,success,abcd_website
abcd_34425231,34425231,2026-06-24T23:51:34Z,success,abcd_website
abcd_34750359,34750359,2026-06-24T23:51:34Z,success,abcd_website
abcd_34753911,34753911,2026-06-24T23:51:34Z,success,abcd_website
abcd_35505052,35505052,2026-06-24T23:51:34Z,success,abcd_website
abcd_40350165,40350165,2026-06-24T23:51:34Z,success,abcd_website
abcd_40382724,40382724,2026-06-24T23:51:34Z,success,abcd_website
abcd_41197602,41197602,2026-06-24T23:51:34Z,success,abcd_website
abcd_41916773,41916773,2026-06-24T23:51:34Z,success,abcd_website
abcd_42002627,42002627,2026-06-24T23:51:34Z,success,abcd_website
abcd_34700197,34700197,2026-06-24T23:51:34Z,success,abcd_website
abcd_36552062,36552062,2026-06-24T23:51:34Z,success,abcd_website
abcd_36609385,36609385,2026-06-24T23:51:34Z,success,abcd_website
abcd_37730654,37730654,2026-06-24T23:51:34Z,success,abcd_website
abcd_38184855,38184855,2026-06-24T23:51:34Z,success,abcd_website
abcd_38312852,38312852,2026-06-24T23:51:34Z,success,abcd_website
abcd_38497117,38497117,2026-06-24T23:51:34Z,success,abcd_website
abcd_39127423,39127423,2026-06-24T23:51:34Z,success,abcd_website
abcd_40366339,40366339,2026-06-24T23:51:34Z,success,abcd_website
abcd_40397441,40397441,2026-06-24T23:51:34Z,success,abcd_website
abcd_40890942,40890942,2026-06-24T23:51:34Z,success,abcd_website
abcd_40982276,40982276,2026-06-24T23:51:34Z,success,abcd_website
abcd_41382356,41382356,2026-06-24T23:51:34Z,success,abcd_website
abcd_41833964,41833964,2026-06-24T23:51:34Z,success,abcd_website
abcd_42324379,42324379,2026-06-24T23:51:34Z,success,abcd_website
abcd_36094004,36094004,2026-06-24T23:51:34Z,success,abcd_website
abcd_36621021,36621021,2026-06-24T23:51:34Z,success,abcd_website
abcd_29636283,29636283,2026-06-24T23:51:34Z,success,abcd_website
abcd_32046896,32046896,2026-06-24T23:51:34Z,success,abcd_website
abcd_34882178,34882178,2026-06-24T23:51:34Z,success,abcd_website
abcd_37519454,37519454,2026-06-24T23:51:34Z,success,abcd_website
abcd_40495526,40495526,2026-06-24T23:51:34Z,success,abcd_website
abcd_28716389,28716389,2026-06-24T23:51:34Z,success,abcd_website
abcd_34307955,34307955,2026-06-24T23:51:34Z,success,abcd_website
abcd_36662388,36662388,2026-06-24T23:51:34Z,success,abcd_website
abcd_39760735,39760735,2026-06-24T23:51:34Z,success,abcd_website
abcd_39966400,39966400,2026-06-24T23:51:34Z,success,abcd_website
abcd_41390824,41390824,2026-06-24T23:51:34Z,success,abcd_website
abcd_41392094,41392094,2026-06-24T23:51:34Z,success,abcd_website
abcd_35899848,35899848,2026-06-24T23:51:34Z,success,abcd_website
abcd_36473996,36473996,2026-06-24T23:51:34Z,success,abcd_website
abcd_36915692,36915692,2026-06-24T23:51:34Z,success,abcd_website
abcd_38840198,38840198,2026-06-24T23:51:34Z,success,abcd_website
abcd_37828061,37828061,2026-06-24T23:51:34Z,success,abcd_website
abcd_38185921,38185921,2026-06-24T23:51:34Z,success,abcd_website
abcd_39842631,39842631,2026-06-24T23:51:34Z,success,abcd_website
abcd_40735335,40735335,2026-06-24T23:51:34Z,success,abcd_website
abcd_41315723,41315723,2026-06-24T23:51:34Z,success,abcd_website
abcd_41697562,41697562,2026-06-24T23:51:34Z,success,abcd_website
abcd_41826372,41826372,2026-06-24T23:51:34Z,success,abcd_website
abcd_34530359,34530359,2026-06-24T23:51:34Z,success,abcd_website
abcd_38336620,38336620,2026-06-24T23:51:34Z,success,abcd_website
abcd_39994426,39994426,2026-06-24T23:51:34Z,success,abcd_website
abcd_41286704,41286704,2026-06-24T23:51:34Z,success,abcd_website
abcd_41986741,41986741,2026-06-24T23:51:34Z,success,abcd_website
abcd_42191703,42191703,2026-06-24T23:51:34Z,success,abcd_website
abcd_30339913,30339913,2026-06-24T23:51:34Z,success,abcd_website
abcd_35987133,35987133,2026-06-24T23:51:34Z,success,abcd_website
abcd_39018056,39018056,2026-06-24T23:51:34Z,success,abcd_website
abcd_40238096,40238096,2026-06-24T23:51:34Z,success,abcd_website
abcd_40645110,40645110,2026-06-24T23:51:34Z,success,abcd_website
abcd_40711718,40711718,2026-06-24T23:51:34Z,success,abcd_website
abcd_41268144,41268144,2026-06-24T23:51:34Z,success,abcd_website
abcd_41322164,41322164,2026-06-24T23:51:34Z,success,abcd_website
abcd_33895776,33895776,2026-06-24T23:51:34Z,success,abcd_website
abcd_34140357,34140357,2026-06-24T23:51:34Z,success,abcd_website
abcd_35427730,35427730,2026-06-24T23:51:34Z,success,abcd_website
abcd_38988766,38988766,2026-06-24T23:51:34Z,success,abcd_website
abcd_41908966,41908966,2026-06-24T23:51:34Z,success,abcd_website
abcd_34247260,34247260,2026-06-24T23:51:34Z,success,abcd_website
abcd_34765698,34765698,2026-06-24T23:51:34Z,success,abcd_website
abcd_38762449,38762449,2026-06-24T23:51:34Z,success,abcd_website
abcd_40273521,40273521,2026-06-24T23:51:34Z,success,abcd_website
abcd_40519962,40519962,2026-06-24T23:51:34Z,success,abcd_website
abcd_40583545,40583545,2026-06-24T23:51:34Z,success,abcd_website
abcd_34496065,34496065,2026-06-24T23:51:34Z,success,abcd_website
abcd_36940760,36940760,2026-06-24T23:51:34Z,success,abcd_website
abcd_38838435,38838435,2026-06-24T23:51:34Z,success,abcd_website
abcd_39175501,39175501,2026-06-24T23:51:34Z,success,abcd_website
abcd_29559216,29559216,2026-06-24T23:51:34Z,success,abcd_website
abcd_34954668,34954668,2026-06-24T23:51:34Z,success,abcd_website
abcd_35752070,35752070,2026-06-24T23:51:34Z,success,abcd_website
abcd_36151456,36151456,2026-06-24T23:51:34Z,success,abcd_website
abcd_38354531,38354531,2026-06-24T23:51:34Z,success,abcd_website
abcd_38778392,38778392,2026-06-24T23:51:34Z,success,abcd_website
abcd_40800334,40800334,2026-06-24T23:51:34Z,success,abcd_website
abcd_41834832,41834832,2026-06-24T23:51:34Z,success,abcd_website
abcd_35468875,35468875,2026-06-24T23:51:34Z,success,abcd_website
abcd_38423255,38423255,2026-06-24T23:51:34Z,success,abcd_website
abcd_41082212,41082212,2026-06-24T23:51:34Z,success,abcd_website
abcd_41714617,41714617,2026-06-24T23:51:34Z,success,abcd_website
abcd_42161038,42161038,2026-06-24T23:51:34Z,success,abcd_website
abcd_36385331,36385331,2026-06-24T23:51:34Z,success,abcd_website
abcd_40303901,40303901,2026-06-24T23:51:34Z,success,abcd_website
abcd_41166029,41166029,2026-06-24T23:51:34Z,success,abcd_website
abcd_42131063,42131063,2026-06-24T23:51:34Z,success,abcd_website
abcd_33181393,33181393,2026-06-24T23:51:34Z,success,abcd_website
abcd_33909652,33909652,2026-06-24T23:51:34Z,success,abcd_website
abcd_35135639,35135639,2026-06-24T23:51:34Z,success,abcd_website
abcd_37460809,37460809,2026-06-24T23:51:34Z,success,abcd_website
abcd_38706327,38706327,2026-06-24T23:51:34Z,success,abcd_website
abcd_40087503,40087503,2026-06-24T23:51:34Z,success,abcd_website
abcd_41436889,41436889,2026-06-24T23:51:34Z,success,abcd_website
abcd_41677479,41677479,2026-06-24T23:51:34Z,success,abcd_website
abcd_hormonal_contraceptive_intake_during_adolescence_and_cortical_brain_measures_in_,NA,2026-06-24T23:51:34Z,success,abcd_website
abcd_32731811,32731811,2026-06-24T23:51:34Z,success,abcd_website
abcd_36908780,36908780,2026-06-24T23:51:34Z,success,abcd_website
abcd_37307604,37307604,2026-06-24T23:51:34Z,success,abcd_website
abcd_37522299,37522299,2026-06-24T23:51:34Z,success,abcd_website
abcd_38409281,38409281,2026-06-24T23:51:34Z,success,abcd_website
abcd_38676989,38676989,2026-06-24T23:51:34Z,success,abcd_website
abcd_39196567,39196567,2026-06-24T23:51:34Z,success,abcd_website
abcd_40483797,40483797,2026-06-24T23:51:34Z,success,abcd_website
abcd_40917767,40917767,2026-06-24T23:51:34Z,success,abcd_website
abcd_41143079,41143079,2026-06-24T23:51:34Z,success,abcd_website
abcd_41298836,41298836,2026-06-24T23:51:34Z,success,abcd_website
abcd_33479512,33479512,2026-06-24T23:51:34Z,success,abcd_website
abcd_34920689,34920689,2026-06-24T23:51:34Z,success,abcd_website
abcd_35840085,35840085,2026-06-24T23:51:34Z,success,abcd_website
abcd_36450307,36450307,2026-06-24T23:51:34Z,success,abcd_website
abcd_39085406,39085406,2026-06-24T23:51:34Z,success,abcd_website
abcd_39614397,39614397,2026-06-24T23:51:34Z,success,abcd_website
abcd_39638016,39638016,2026-06-24T23:51:34Z,success,abcd_website
abcd_40788595,40788595,2026-06-24T23:51:34Z,success,abcd_website
abcd_41813968,41813968,2026-06-24T23:51:34Z,success,abcd_website
abcd_41876706,41876706,2026-06-24T23:51:34Z,success,abcd_website
abcd_42248835,42248835,2026-06-24T23:51:34Z,success,abcd_website
abcd_34392161,34392161,2026-06-24T23:51:34Z,success,abcd_website
abcd_36573454,36573454,2026-06-24T23:51:34Z,success,abcd_website
abcd_39490580,39490580,2026-06-24T23:51:34Z,success,abcd_website
abcd_39843416,39843416,2026-06-24T23:51:34Z,success,abcd_website
abcd_40000536,40000536,2026-06-24T23:51:34Z,success,abcd_website
abcd_33462190,33462190,2026-06-24T23:51:34Z,success,abcd_website
abcd_33846287,33846287,2026-06-24T23:51:34Z,success,abcd_website
abcd_34468031,34468031,2026-06-24T23:51:34Z,success,abcd_website
abcd_35768491,35768491,2026-06-24T23:51:34Z,success,abcd_website
abcd_36712562,36712562,2026-06-24T23:51:34Z,success,abcd_website
abcd_37365781,37365781,2026-06-24T23:51:34Z,success,abcd_website
abcd_41737757,41737757,2026-06-24T23:51:34Z,success,abcd_website
abcd_41989408,41989408,2026-06-24T23:51:34Z,success,abcd_website
abcd_42071040,42071040,2026-06-24T23:51:34Z,success,abcd_website
abcd_29703560,29703560,2026-06-24T23:51:34Z,success,abcd_website
abcd_33281105,33281105,2026-06-24T23:51:34Z,success,abcd_website
abcd_35216811,35216811,2026-06-24T23:51:34Z,success,abcd_website
abcd_37024669,37024669,2026-06-24T23:51:34Z,success,abcd_website
abcd_37251494,37251494,2026-06-24T23:51:34Z,success,abcd_website
abcd_41772320,41772320,2026-06-24T23:51:34Z,success,abcd_website
abcd_41870441,41870441,2026-06-24T23:51:34Z,success,abcd_website
abcd_32144045,32144045,2026-06-24T23:51:34Z,success,abcd_website
abcd_37031778,37031778,2026-06-24T23:51:34Z,success,abcd_website
abcd_37519461,37519461,2026-06-24T23:51:34Z,success,abcd_website
abcd_38834780,38834780,2026-06-24T23:51:34Z,success,abcd_website
abcd_39587984,39587984,2026-06-24T23:51:34Z,success,abcd_website
abcd_39816599,39816599,2026-06-24T23:51:34Z,success,abcd_website
