paper_id,fetch_date,fetch_status,source
mesa_2006_multiple_augmentation_with_partial_missi,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2006_coronary_risk_factors_and_myocardial_per,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2006_dyslipidemia_prevalence_treatment_and_co,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2006_reproducibility_of_ct_measurements_of_ao,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2006_diabetic_retinopathy_in_a_multi_ethnic_c,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2006_prevalence_of_age_related_macular_degene,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2006_diabetic_cardiomyopathy_and_subclinical_,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2006_hypertension_and_smoking_are_associated_,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2006_comparison_of_dinamap_pro_100_and_mercur,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2006_features_of_the_metabolic_syndrome_and_d,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2006_plasma_sphingomyelin_and_subclinical_ath,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2006_left_ventricular_papillary_muscle_mass_r,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2006_retinal_vascular_caliber_cardiovascular_,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2006_cardiovascular_function_in_multi_ethnic_,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2006_smoking_diabetes_and_blood_cholesterol_d,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2006_subclinical_atherosclerosis_and_incipien,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2006_dietary_patterns_are_associated_with_bio,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2006_psychosocial_factors_and_coronary_calciu,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2006_lower_myocardial_perfusion_reserve_is_as,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2006_gender_and_c_reactive_protein_data_from_,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2006_recent_exposure_to_particulate_matter_an,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2006_automatic_vessel_wall_contour_detection_,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2006_coronary_artery_calcification_and_myocar,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2006_the_effect_of_novel_cardiovascular_risk_,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2006_obtaining_informed_consent_for_genetic_s,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2006_association_between_levels_of_blood_pres,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2006_plasma_hemostatic_factors_and_endothelia,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2006_traditional_cardiovascular_risk_factors_,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2006_normal_reference_values_for_the_adult_ri,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2007_elevated_homocysteine_is_associated_with,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2007_psychosocial_factors_and_inflammation_in,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2007_intrinsic_contribution_of_gender_and_eth,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2007_relationship_between_c_reactive_protein_,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2007_association_of_insulin_resistance_with_d,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2007_antihypertensive_medications_and_c_react,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2007_availability_of_recreational_resources_a,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2007_subclinical_cardiovascular_disease_marke,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2007_regional_left_ventricular_function_in_in,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2007_corin_i555_p568_allele_is_associated_wit,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2007_acculturation_is_associated_with_hyperte,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2007_endogenous_sex_hormones_and_glucose_tole,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2007_subclinical_atherosclerotic_cardiovascul,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2007_ldl_particle_subclasses_ldl_particle_siz,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2007_risk_factors_for_the_progression_of_coro,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2007_associations_between_markers_of_subclini,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2007_retinal_arteriolar_narrowing_and_left_ve,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2007_depression_and_type_2_diabetes_mellitus_,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2007_whole_grain_intake_and_its_cross_section,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2007_associations_between_two_common_polymorp,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2007_implications_of_c_reactive_protein_or_co,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2007_family_history_of_premature_coronary_hea,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2007_defining_the_metabolic_syndrome_construc,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2007_effect_of_scanner_type_on_the_reproducib,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2007_kidney_function_and_aortic_valve_and_mit,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2007_the_relationship_between_oxidized_ldl_an,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2007_aortic_distensibility_and_retinal_arteri,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2007_insulin_resistance_metabolic_syndrome_an,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2007_socioeconomic_position_race_ethnicity_an,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2007_the_influence_of_left_ventricular_size_a,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2007_coronary_artery_calcium_scores_and_risk_,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2007_arterial_compliance_and_retinal_vascular,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2007_agreement_of_two_metabolic_syndrome_defi,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2008_neighborhood_resources_for_physical_acti,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2008_plasma_sphingomyelin_is_not_associated_w,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2008_relation_of_retinopathy_to_coronary_arte,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2008_arterial_stiffness_is_associated_with_re,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2008_relationship_between_retinal_arteriolar_,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2008_lipoprotein_abnormalities_associated_wit,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2008_repeatability_limits_for_measurement_of_,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2008_risk_factor_associations_with_the_presen,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2008_associations_of_psychosocial_factors_wit,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2008_ethnic_differences_in_the_relationship_o,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2008_relation_between_fasting_glucose_and_ret,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2008_association_of_mild_to_moderate_kidney_d,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2008_mild_elevations_of_urine_albumin_excreti,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2008_coronary_artery_calcification_in_patient,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2008_variability_of_myocardial_blood_flow_mea,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2008_relationship_of_retinal_vascular_caliber,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2008_long_term_exposure_to_ambient_particulat,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2008_coronary_calcium_as_a_predictor_of_coron,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2008_relationships_of_thoracic_aortic_wall_ca,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2008_differences_in_kidney_function_and_incid,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2008_associations_between_recent_exposure_to_,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2008_prevalence_of_and_risk_factors_for_subcl,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2008_associations_of_the_local_food_environme,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2008_ethnic_differences_between_extra_coronar,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2008_novel_metabolic_risk_factors_for_inciden,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2008_the_impact_of_obesity_on_cardiovascular_,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2008_coronary_calcium_coverage_score_determin,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2008_the_association_of_endogenous_sex_hormon,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2008_relation_between_neighborhood_environmen,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2008_comparison_of_left_ventricular_size_by_c,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2008_associations_between_microalbuminuria_an,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2008_interaction_of_age_with_lipoproteins_as_,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2008_examining_a_bidirectional_association_be,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2008_coronary_artery_calcification_compared_w,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2008_neighborhood_characteristics_and_hyperte,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2008_inflammation_and_descending_thoracic_aor,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2008_post_menopausal_hormones_and_measures_of,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2008_cardiac_cine_mri_quantification_of_the_r,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2008_modifications_to_the_healthy_eating_inde,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2008_a_priori_defined_dietary_patterns_and_ma,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2008_airborne_particulate_matter_exposure_and,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2008_association_of_acculturation_levels_and_,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2008_relation_of_aortic_wall_thickness_and_di,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2008_ethnicity_and_sex_modify_the_association,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2008_association_of_kidney_function_with_infl,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2008_the_association_of_pericardial_fat_with_,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2008_dietary_patterns_and_risk_of_incident_ty,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2008_chronic_kidney_disease_prevalence_estima,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2008_association_between_non_subcutaneous_adi,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2008_estimation_of_risk_factor_associations_w,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2008_sex_hormones_sex_hormone_binding_globuli,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2008_differences_in_the_incidence_of_congesti,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2008_ethnic_differences_in_st_height_in_the_m,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2008_cholesteryl_ester_transfer_protein_genet,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2008_intakes_of_long_chain_n_3_polyunsaturate,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2008_inflammation_complement_factor_h_and_age,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2008_traditional_and_novel_cardiovascular_ris,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2008_associations_of_acculturation_and_socioe,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2008_left_ventricular_hypertrophy_in_mild_and,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2008_combining_data_from_primary_and_ancillar,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2008_dietary_patterns_food_groups_and_telomer,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2008_signs_of_subclinical_coronary_atheroscle,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2008_fully_automated_motion_correction_in_fir,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2008_mri_detects_increased_coronary_wall_thic,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2008_albuminuria_and_peripheral_arterial_dise,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2008_comparison_of_methods_to_measure_heart_s,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2008_frequency_and_type_of_seafood_consumed_i,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2008_alcohol_and_coronary_artery_calcium_prev,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2008_relation_of_familial_patterns_of_coronar,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2008_the_relationship_of_left_ventricular_mas,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2008_icam1_and_vcam1_polymorphisms_coronary_a,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2009_arterial_age_as_a_function_of_coronary_a,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2009_cross_sectional_and_longitudinal_associa,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2009_association_between_language_and_risk_fa,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2009_coronary_calcium_predicts_events_better_,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2009_prevalence_and_progression_of_subclinica,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2009_is_nuclear_magnetic_resonance_lipoprotei,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2009_association_of_coronary_artery_and_aorti,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2009_intercity_transferability_of_land_use_re,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2009_physical_activity_and_high_sensitivity_c,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2009_coronary_vessel_wall_evaluation_by_magne,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2009_life_course_socioeconomic_positions_and_,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2009_combined_hyperlipidemia_in_relation_to_r,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2009_association_of_serum_phosphate_with_vasc,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2009_the_association_between_physical_activit,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2009_serologic_evidence_of_infections_and_typ,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2009_cystatin_c_and_carotid_intima_media_thic,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2009_reproducibility_of_coronary_artery_calci,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2009_fine_particulate_matter_air_pollution_pr,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2009_availability_of_healthy_foods_and_dietar,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2009_supplement_use_contributes_to_meeting_re,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2009_serum_phosphorus_concentrations_and_arte,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2009_associations_of_genetic_variants_in_atp_,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2009_the_differential_association_of_kidney_d,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2009_coronary_arterial_calcification_in_rheum,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2009_transboundary_air_pollution_and_environm,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2009_relationship_of_metabolic_syndrome_with_,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2009_suboptimal_nutritional_intake_for_hypert,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2009_the_spatial_relationship_between_traffic,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2009_location_of_arterial_stiffening_differs_,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2009_exposure_to_traffic_and_left_ventricular,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2009_associations_of_dietary_long_chain_n_3_p,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2009_positive_remodeling_of_the_coronary_arte,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2009_sex_hormone_levels_and_subclinical_ather,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2009_age_related_left_ventricular_remodeling_,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2009_race_ethnicity_and_telomere_length_in_th,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2019_reproducibility_and_validity_of_lung_den,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2009_relationship_between_coronary_artery_and,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2009_relationship_of_thoracic_aortic_calcium_,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2009_association_of_endogenous_sex_hormones_w,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2009_factors_associated_with_low_levels_of_su,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2009_associations_of_factor_viiic_d_dimer_and,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2009_socioeconomic_and_psychosocial_gradients,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2009_are_immigrant_enclaves_healthy_places_to,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2009_fast_food_consumption_diet_quality_and_n,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2009_estimating_ethnic_differences_in_self_re,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2009_multiple_imputation_for_missing_with_car,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2009_approach_to_estimating_participant_pollu,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2009_sex_and_racial_ethnic_differences_in_car,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2009_25_hydroxyvitamin_d_levels_inversely_ass,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2009_predictive_value_of_brachial_flow_mediat,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2009_the_hmg_coa_reductase_gene_and_lipid_and,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2009_dietary_pattern_the_metabolic_syndrome_a,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2009_dietary_patterns_and_incident_cardiovasc,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2009_modeling_traffic_air_pollution_in_street,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2009_cigarette_smoking_is_associated_with_sub,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2009_time_trends_in_the_use_of_anti_hypertens,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2009_the_association_between_a1c_and_subclini,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2009_association_of_salivary_cortisol_circadi,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2009_do_socioeconomic_gradients_in_subclinica,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2009_age_increased_left_ventricular_mass_and_,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2009_preclinical_atherosclerosis_due_to_hiv_i,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2009_ethnic_specific_risks_for_atheroscleroti,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2009_race_ethnic_and_sex_differences_in_large,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2009_inflammatory_hemostatic_and_other_novel_,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2009_the_association_of_pericardial_fat_with_,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2009_predicting_intra_urban_variation_in_air_,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2009_extracoronary_abnormalities_on_coronary_,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2009_individual_pathogens_pathogen_burden_and,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2009_cardiovascular_events_with_absent_or_min,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2009_associations_between_dietary_macronutrie,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2009_performance_of_maximum_inspiratory_press,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2009_relationship_between_baseline_coronary_c,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2009_neighborhood_resources_for_physical_acti,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2009_association_of_electrocardiographic_abno,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2009_sugar_sweetened_beverage_consumption_and,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2009_ethnicity_and_risk_factors_for_change_in,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2009_tissue_factor_pathway_inhibitor_vascular,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2009_the_association_of_endogenous_sex_hormon,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2009_incidence_and_progression_of_coronary_ca,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2009_land_use_residential_density_and_walking,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2009_retinal_vessel_diameters_and_risk_of_hyp,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2009_relationship_of_carotid_distensibility_a,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2009_integrative_predictive_model_of_coronary,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2009_genetic_ancestry_is_associated_with_subc,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2010_physical_activity_and_physiologic_cardia,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2010_geographic_variation_in_hypertension_pre,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2010_modification_of_the_effect_of_glycemic_s,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2010_association_of_environmental_tobacco_smo,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2010_structural_and_functional_vascular_alter,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2010_performance_of_american_thoracic_society,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2010_a_high_ankle_brachial_index_is_associate,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2010_c_reactive_protein_concentration_and_ris,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2010_association_between_carotid_intima_media,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2010_left_ventricular_mass_and_ventricular_re,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2010_lack_of_fit_in_self_modeling_regression_,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2010_percent_emphysema_airflow_obstruction_an,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2010_relationship_of_aortic_valve_calcificati,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2010_age_and_cystatin_c_in_healthy_adults_a_c,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2010_baseline_depressive_symptoms_are_not_ass,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2010_improving_spatial_concentration_estimate,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2010_age_modification_of_lipoprotein_lipid_an,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2010_the_relevance_of_different_methods_of_ca,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2010_association_of_optimism_and_pessimism_wi,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2010_general_cardiovascular_risk_profile_iden,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2010_burden_of_cardiovascular_risk_factors_su,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2010_association_of_scavenger_receptor_class_,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2010_the_association_of_pipe_and_cigar_use_wi,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2010_the_prevalence_of_retinal_vein_occlusion,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2010_association_of_plasma_sphingomyelin_leve,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2010_psychosocial_risk_factors_and_retinal_mi,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2010_bone_mineral_density_and_atherosclerosis,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2010_relationship_between_common_carotid_inti,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2010_incidence_and_progression_of_aortic_valv,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2010_the_impact_of_obesity_on_the_left_ventri,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2010_associations_of_inflammatory_markers_wit,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2010_dietary_phosphorus_blood_pressure_and_in,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2010_relationship_of_interleukin_6_with_regio,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2010_inflammation_and_the_incidence_of_type_2,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2010_prevalence_and_correlates_of_diabetes_in,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2010_diagnostic_and_prognostic_utility_of_ele,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2010_emphysema_airflow_limitation_and_early_a,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2010_left_ventricular_structure_and_function_,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2010_coronary_artery_calcium_score_and_risk_c,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2010_increased_prevalence_of_carotid_artery_a,2026-06-24T17:48:12Z,success,mesa_docx
mesa_2010_id3_is_a_novel_atheroprotective_factor_c,2026-06-24T17:48:12Z,success,mesa_docx
