period,period_start,period_end,metric,value,top_x,cluster,domain
"Domain 6: smoking, genetic, network, friends",NA,NA,top_x_share,0.20577617328519857,3,6,"Domain 6: smoking, genetic, network, friends"
"Domain 6: smoking, genetic, network, friends",NA,NA,top_x_share,0.2490974729241877,5,6,"Domain 6: smoking, genetic, network, friends"
"Domain 6: smoking, genetic, network, friends",NA,NA,top_x_share,0.3285198555956679,10,6,"Domain 6: smoking, genetic, network, friends"
"Domain 7: bmi, obesity, body, mass",NA,NA,n_papers,151,NA,7,"Domain 7: bmi, obesity, body, mass"
"Domain 7: bmi, obesity, body, mass",NA,NA,n_authors,382,NA,7,"Domain 7: bmi, obesity, body, mass"
"Domain 7: bmi, obesity, body, mass",NA,NA,hhi,0.13696767685628006,NA,7,"Domain 7: bmi, obesity, body, mass"
"Domain 7: bmi, obesity, body, mass",NA,NA,top_x_share,0.18543046357615894,1,7,"Domain 7: bmi, obesity, body, mass"
"Domain 7: bmi, obesity, body, mass",NA,NA,top_x_share,0.2582781456953642,3,7,"Domain 7: bmi, obesity, body, mass"
"Domain 7: bmi, obesity, body, mass",NA,NA,top_x_share,0.2582781456953642,5,7,"Domain 7: bmi, obesity, body, mass"
"Domain 7: bmi, obesity, body, mass",NA,NA,top_x_share,0.304635761589404,10,7,"Domain 7: bmi, obesity, body, mass"
"Domain 8: victimization, violence, ipv, perpetration",NA,NA,n_papers,151,NA,8,"Domain 8: victimization, violence, ipv, perpetration"
"Domain 8: victimization, violence, ipv, perpetration",NA,NA,n_authors,341,NA,8,"Domain 8: victimization, violence, ipv, perpetration"
"Domain 8: victimization, violence, ipv, perpetration",NA,NA,hhi,0.061225384851541366,NA,8,"Domain 8: victimization, violence, ipv, perpetration"
"Domain 8: victimization, violence, ipv, perpetration",NA,NA,top_x_share,0.10596026490066225,1,8,"Domain 8: victimization, violence, ipv, perpetration"
"Domain 8: victimization, violence, ipv, perpetration",NA,NA,top_x_share,0.15894039735099338,3,8,"Domain 8: victimization, violence, ipv, perpetration"
"Domain 8: victimization, violence, ipv, perpetration",NA,NA,top_x_share,0.26490066225165565,5,8,"Domain 8: victimization, violence, ipv, perpetration"
"Domain 8: victimization, violence, ipv, perpetration",NA,NA,top_x_share,0.3708609271523179,10,8,"Domain 8: victimization, violence, ipv, perpetration"
