author_raw,n_papers,last_name,initials
Reiner A,13,Reiner,A
Rice K,62,Rice,K
Rice KM,49,Rice,KM
Rice TK,6,Rice,TK
Richard M,7,Richard,M
Richard MA,6,Richard,MA
Ridker PM,84,Ridker,PM
Ridker P,8,Ridker,P
Rimm EB,28,Rimm,EB
Rimm E,7,Rimm,E
Robbins JA,46,Robbins,JA
Robbins J,41,Robbins,J
Roberts JD,8,Roberts,JD
Roberts R,7,Roberts,R
Rodriguez CJ,7,Rodriguez,CJ
Rodriguez B,5,Rodriguez,B
Samet JM,6,Samet,JM
Samet J,5,Samet,J
Sanders JL,17,Sanders,JL
Sanders MH,9,Sanders,MH
Sandhu M,7,Sandhu,M
Sandhu MS,6,Sandhu,MS
Sarnak MJ,67,Sarnak,MJ
Sarnak M,8,Sarnak,M
Schmidt R,41,Schmidt,R
Schmidt H,37,Schmidt,H
Schmidt CO,8,Schmidt,CO
Schmidt EM,5,Schmidt,EM
Schulz R,32,Schulz,R
Schulz CA,5,Schulz,CA
Schulz H,5,Schulz,H
Scott RA,23,Scott,RA
Scott RJ,19,Scott,RJ
Scott LJ,11,Scott,LJ
Scott J,8,Scott,J
Scott R,6,Scott,R
Scott WR,5,Scott,WR
Seliger SL,18,Seliger,SL
Seliger S,10,Seliger,S
Shah SJ,18,Shah,SJ
Shah S,10,Shah,S
Shah SH,9,Shah,SH
Shah AM,7,Shah,AM
Shah N,6,Shah,N
Shah T,6,Shah,T
Shlipak MG,89,Shlipak,MG
Shlipak M,11,Shlipak,M
Sigurdsson G,6,Sigurdsson,G
Sigurdsson S,6,Sigurdsson,S
Sims M,11,Sims,M
Sims R,5,Sims,R
Singleton AB,19,Singleton,AB
Singleton A,10,Singleton,A
Siscovick DS,271,Siscovick,DS
Siscovick D,90,Siscovick,D
Sitlani CM,55,Sitlani,CM
Sitlani C,5,Sitlani,C
Smit JH,12,Smit,JH
Smit RAJ,5,Smit,RAJ
Smith AV,145,Smith,AV
Smith NL,104,Smith,NL
Smith JA,63,Smith,JA
Smith JD,21,Smith,JD
Smith JG,19,Smith,JG
Smith BH,17,Smith,BH
Smith GD,12,Smith,GD
Smith CE,10,Smith,CE
Smith VE,9,Smith,VE
Smith A,7,Smith,A
Smith EN,6,Smith,EN
Smith LJ,6,Smith,LJ
Song X,27,Song,X
Song C,7,Song,C
Song K,5,Song,K
Spector TD,71,Spector,TD
Spector T,6,Spector,T
Stehman-Breen C,14,Stehman-Breen,C
Stehman-Breen CO,5,Stehman-Breen,CO
Stein PK,30,Stein,PK
Stein JL,6,Stein,JL
Studenski S,9,Studenski,S
Studenski SA,6,Studenski,SA
Sun YV,22,Sun,YV
Sun Q,18,Sun,Q
Sun C,7,Sun,C
Sun F,7,Sun,F
Sun X,6,Sun,X
Tang W,44,Tang,W
Tang H,10,Tang,H
Tang J,5,Tang,J
Taylor KD,113,Taylor,KD
Taylor HA,20,Taylor,HA
Taylor K,11,Taylor,K
Taylor KC,8,Taylor,KC
Thielke S,8,Thielke,S
Thielke SM,7,Thielke,SM
Thompson SG,20,Thompson,SG
Thompson PM,19,Thompson,PM
Thompson A,8,Thompson,A
Thompson JR,6,Thompson,JR
Timpson NJ,12,Timpson,NJ
Timpson N,5,Timpson,N
Tofler GH,9,Tofler,GH
Tofler G,5,Tofler,G
Tracy RP,203,Tracy,RP
Tracy R,30,Tracy,R
Tsai MY,35,Tsai,MY
Tsai AW,5,Tsai,AW
Uitterlinden AG,172,Uitterlinden,AG
Uitterlinden A,15,Uitterlinden,A
Van Wagoner DR,14,Van,Wagoner DR
Van Duijn CM,5,Van,Duijn CM
Van Vliet-Ostaptchouk JV,5,Van,Vliet-Ostaptchouk JV
Visser M,5,Visser,M
Visser WE,5,Visser,WE
Walston JD,17,Walston,JD
Walston J,15,Walston,J
Wang Z,22,Wang,Z
Wang H,21,Wang,H
Wang TJ,21,Wang,TJ
Wang Y,21,Wang,Y
Wang JJ,19,Wang,JJ
Wang L,16,Wang,L
Wang LS,11,Wang,LS
Wang X,10,Wang,X
Wang M,9,Wang,M
Wang YX,8,Wang,YX
Wang FF,7,Wang,FF
Wang C,6,Wang,C
Wang S,6,Wang,S
Wang T,6,Wang,T
Wang YA,6,Wang,YA
Wang J,5,Wang,J
Wang R,5,Wang,R
Wang W,5,Wang,W
Wareham NJ,74,Wareham,NJ
Wareham N,6,Wareham,N
Weiss S,24,Weiss,S
Weiss ST,6,Weiss,ST
White CC,13,White,CC
White IR,5,White,IR
White T,5,White,T
White WB,5,White,WB
Wild SH,33,Wild,SH
Wild PS,13,Wild,PS
Willeit J,8,Willeit,J
Willeit P,6,Willeit,P
Willems SM,11,Willems,SM
Willems van Dijk K,5,Willems,van Dijk K
Williams LK,8,Williams,LK
Williams FM,6,Williams,FM
Williams J,6,Williams,J
Williams OD,5,Williams,OD
Williams SM,5,Williams,SM
Williamson JD,6,Williamson,JD
Williamson J,5,Williamson,J
Wilson JG,69,Wilson,JG
Wilson JF,66,Wilson,JF
Wilson PWF,10,Wilson,PWF
Wilson G,5,Wilson,G
Wilson SG,5,Wilson,SG
Witteman JC,66,Witteman,JC
Witteman J,5,Witteman,J
Wolf PA,13,Wolf,PA
Wolf C,6,Wolf,C
Wong TY,47,Wong,TY
Wong A,16,Wong,A
Wong ND,13,Wong,ND
Wong Q,6,Wong,Q
Wood AR,11,Wood,AR
Wood AC,9,Wood,AC
Wood AM,9,Wood,AM
Wright AF,37,Wright,AF
Wright MJ,7,Wright,MJ
Wu Y,12,Wu,Y
Wu JH,10,Wu,JH
Wu JHY,7,Wu,JHY
Wu C,6,Wu,C
Xu H,12,Xu,H
Xu Y,7,Xu,Y
Xue X,8,Xue,X
Xue QL,6,Xue,QL
Yanez D,11,Yanez,D
Yanez ND,8,Yanez,ND
Yang Q,57,Yang,Q
Yang J,16,Yang,J
Yang Y,7,Yang,Y
Ye Z,6,Ye,Z
Ye T,5,Ye,T
Young KL,12,Young,KL
Young T,12,Young,T
Young K,5,Young,K
Young KA,5,Young,KA
Yu B,27,Yu,B
Yu L,15,Yu,L
Yu C,7,Yu,C
Yu Z,6,Yu,Z
Zhang W,32,Zhang,W
Zhang Y,21,Zhang,Y
Zhang X,11,Zhang,X
Zhang ZM,10,Zhang,ZM
Zhang L,8,Zhang,L
Zhang Q,8,Zhang,Q
Zhang R,6,Zhang,R
Zhang H,5,Zhang,H
Zhao W,55,Zhao,W
Zhao JH,41,Zhao,JH
Zhao Y,6,Zhao,Y
Zheng W,15,Zheng,W
Zheng Y,7,Zheng,Y
Zhou Y,14,Zhou,Y
Zhou H,7,Zhou,H
Zhou W,6,Zhou,W
Zhou X,6,Zhou,X
Zhu X,34,Zhu,X
Zhu W,5,Zhu,W
Ziegler A,9,Ziegler,A
Ziegler RG,5,Ziegler,RG
de Boer IH,55,de,Boer IH
de Vries PS,41,de,Vries PS
de Mutsert R,25,de,Mutsert R
de Geus EJ,18,de,Geus EJ
de Andrade M,15,de,Andrade M
de Faire U,15,de,Faire U
de Boer RA,14,de,Boer RA
de Craen AJ,12,de,Craen AJ
de Bakker PI,11,de,Bakker PI
de Oliveira Otto MC,11,de,Oliveira Otto MC
de Graaf J,7,de,Graaf J
de Las Fuentes L,7,de,Las Fuentes L
de Geus EJC,6,de,Geus EJC
de Maat MP,6,de,Maat MP
de Silva HJ,6,de,Silva HJ
de Borst GJ,5,de,Borst GJ
de Geus E,5,de,Geus E
de Haan HG,5,de,Haan HG
de Lemos JA,5,de,Lemos JA
de las Fuentes L,5,de,las Fuentes L
deFilippi CR,17,deFilippi,CR
deFilippi C,5,deFilippi,C
den Heijer M,13,den,Heijer M
den Elzen WP,7,den,Elzen WP
den Hoed M,6,den,Hoed M
den Ruijter HM,5,den,Ruijter HM
van Duijn CM,127,van,Duijn CM
van der Harst P,57,van,der Harst P
van der Most PJ,22,van,der Most PJ
van Rooij FJ,16,van,Rooij FJ
van Heemst D,15,van,Heemst D
van Dam RM,13,van,Dam RM
van Duijn C,11,van,Duijn C
van Meurs JB,11,van,Meurs JB
van Gilst WH,10,van,Gilst WH
van der Lee SJ,9,van,der Lee SJ
van Setten J,8,van,Setten J
van der Schouw YT,8,van,der Schouw YT
van Dijk KW,7,van,Dijk KW
van Dongen J,6,van,Dongen J
van Hylckama Vlieg A,6,van,Hylckama Vlieg A
van Schoor NM,6,van,Schoor NM
van der Laan SW,6,van,der Laan SW
van Leeuwen EM,5,van,Leeuwen EM
van der Klauw MM,5,van,der Klauw MM
van der Lugt A,5,van,der Lugt A
