author_raw,n_papers,last_name,initials
Chen MH,94,Chen,MH
Chen YI,70,Chen,YI
Chen H,54,Chen,H
Chen YD,28,Chen,YD
Chen J,27,Chen,J
Chen Y,23,Chen,Y
Chen C,18,Chen,C
Chen Z,18,Chen,Z
Chen BH,17,Chen,BH
Chen X,16,Chen,X
Chen G,15,Chen,G
Chen W,14,Chen,W
Chen WM,14,Chen,WM
Chen L,13,Chen,L
Chen LY,11,Chen,LY
Chen CH,7,Chen,CH
Chen F,7,Chen,F
Chen TC,7,Chen,TC
Chen TH,6,Chen,TH
Chen B,5,Chen,B
Chen Q,5,Chen,Q
Cheng S,108,Cheng,S
Cheng CY,30,Cheng,CY
Cheng YC,9,Cheng,YC
Cho MH,41,Cho,MH
Cho K,16,Cho,K
Cho YS,10,Cho,YS
Cho NH,5,Cho,NH
Christensen K,26,Christensen,K
Christensen C,9,Christensen,C
Christiansen L,7,Christiansen,L
Christiansen JC,6,Christiansen,JC
Chuang ML,23,Chuang,ML
Chuang LM,5,Chuang,LM
Chung MK,18,Chung,MK
Chung J,12,Chung,J
Chung RT,8,Chung,RT
Chung RH,7,Chung,RH
Cobb JL,15,Cobb,JL
Cobb J,8,Cobb,J
Cohorts for Heart and Aging Research in Genomic Epidemiology Consortium,6,Cohorts,for Heart and Aging Research in Genomic Epidemiology Consortium
Cohorts for Heart and Aging Research in Genomic Epidemiology (CHARGE) Consortium,5,Cohorts,for Heart and Aging Research in Genomic Epidemiology (CHARGE) Consortium
Cole SA,17,Cole,SA
Cole JW,8,Cole,JW
Collins FS,44,Collins,FS
Collins R,5,Collins,R
Connell JM,13,Connell,JM
Connell J,9,Connell,J
Cooper RS,21,Cooper,RS
Cooper LL,15,Cooper,LL
Cooper C,11,Cooper,C
Cooper JA,5,Cooper,JA
Cooper MN,5,Cooper,MN
Cornelis MC,20,Cornelis,MC
Cornelis M,6,Cornelis,M
Couper DJ,19,Couper,DJ
Couper D,18,Couper,D
Coviello AD,16,Coviello,AD
Coviello A,5,Coviello,A
Cox SR,20,Cox,SR
Cox AJ,7,Cox,AJ
Cox A,5,Cox,A
Cox NJ,5,Cox,NJ
Crawford DC,8,Crawford,DC
Crawford G,5,Crawford,G
Cupples LA,442,Cupples,LA
Cupples A,5,Cupples,A
D'Agostino RB,389,D'Agostino,RB
D'Agostino R,27,D'Agostino,R
Daviglus M,6,Daviglus,M
Daviglus ML,6,Daviglus,ML
Davis-Plourde KL,12,Davis-Plourde,KL
Davis-Plourde K,6,Davis-Plourde,K
Day FR,14,Day,FR
Day IN,6,Day,IN
De Jager PL,35,De,Jager PL
De Vivo I,9,De,Vivo I
De Grandi A,7,De,Grandi A
De Anda-Duran I,6,De,Anda-Duran I
DeCarli C,149,DeCarli,C
DeCarli CS,27,DeCarli,CS
DeStefano AL,50,DeStefano,AL
DeStefano A,10,DeStefano,A
Decarli C,16,Decarli,C
Decarli CS,5,Decarli,CS
Dedoussis G,34,Dedoussis,G
Dedoussis GV,14,Dedoussis,GV
Delgado GE,23,Delgado,GE
Delgado G,12,Delgado,G
Deng HW,24,Deng,HW
Deng X,10,Deng,X
Devine S,30,Devine,S
Devine SA,7,Devine,SA
Ding J,46,Ding,J
Ding H,17,Ding,H
Dominiczak AF,16,Dominiczak,AF
Dominiczak A,7,Dominiczak,A
Doney AS,11,Doney,AS
Doney ASF,7,Doney,ASF
Doney A,6,Doney,A
Doyle MF,15,Doyle,MF
Doyle JT,6,Doyle,JT
Du Y,6,Du,Y
Du X,5,Du,X
Dwyer B,9,Dwyer,B
Dwyer JT,7,Dwyer,JT
Ehret GB,35,Ehret,GB
Ehret G,13,Ehret,G
Elias MF,15,Elias,MF
Elias PK,11,Elias,PK
Enserro DM,14,Enserro,DM
Enserro D,13,Enserro,D
Eriksson JG,53,Eriksson,JG
Eriksson J,21,Eriksson,J
Eriksson P,11,Eriksson,P
Evans JC,75,Evans,JC
Evans MK,40,Evans,MK
Evans DS,27,Evans,DS
Evans DM,17,Evans,DM
Evans DA,14,Evans,DA
Evans D,6,Evans,D
Evans KL,6,Evans,KL
Evans SR,5,Evans,SR
Farrell JJ,11,Farrell,JJ
Farrell LA,7,Farrell,LA
Feitosa MF,80,Feitosa,MF
Feitosa M,6,Feitosa,M
Felix SB,34,Felix,SB
Felix JF,29,Felix,JF
Felson DT,96,Felson,DT
Felson D,6,Felson,D
Feng D,6,Feng,D
Feng Q,5,Feng,Q
Fisher V,5,Fisher,V
Fisher VA,5,Fisher,VA
Foroud TM,15,Foroud,TM
Foroud T,9,Foroud,T
Fox CS,331,Fox,CS
Fox ER,28,Fox,ER
Fox C,14,Fox,C
Fox NC,8,Fox,NC
Fox E,6,Fox,E
Framingham Heart Study,18,Framingham,Heart Study
Framingham Offspring Study,5,Framingham,Offspring Study
Franke L,24,Franke,L
Franke A,15,Franke,A
Franke B,9,Franke,B
Freedman JE,42,Freedman,JE
Freedman BI,37,Freedman,BI
Fu M,10,Fu,M
Fu YP,9,Fu,YP
Furie KL,7,Furie,KL
Furie K,5,Furie,K
Gabriel S,22,Gabriel,S
Gabriel SB,17,Gabriel,SB
Gabriel KP,5,Gabriel,KP
Gagnon DR,23,Gagnon,DR
Gagnon D,7,Gagnon,D
Gao H,22,Gao,H
Gao W,20,Gao,W
Gao Y,20,Gao,Y
Gao C,11,Gao,C
Gao X,8,Gao,X
Garcia M,25,Garcia,M
Garcia ME,23,Garcia,ME
Gibbs RA,28,Gibbs,RA
Gibbs R,8,Gibbs,R
Gibbs JR,5,Gibbs,JR
Gibson Q,8,Gibson,Q
Gibson CJ,5,Gibson,CJ
Glazer NL,42,Glazer,NL
Glazer N,5,Glazer,N
Goate AM,12,Goate,AM
Goate A,7,Goate,A
Goldstein LE,9,Goldstein,LE
Goldstein LB,7,Goldstein,LB
Gona P,42,Gona,P
Gona PN,10,Gona,PN
Gordon T,42,Gordon,T
Gordon SD,9,Gordon,SD
Gottesman RF,29,Gottesman,RF
Gottesman O,16,Gottesman,O
Gottesman R,5,Gottesman,R
Graff M,36,Graff,M
Graff C,7,Graff,C
Grant SFA,12,Grant,SFA
Grant PJ,5,Grant,PJ
Grant SF,5,Grant,SF
Green RC,14,Green,RC
Green T,5,Green,T
Groop L,23,Groop,L
Groop LC,18,Groop,LC
Gross AL,8,Gross,AL
Gross MD,6,Gross,MD
Gross M,5,Gross,M
Gu CC,15,Gu,CC
Gu D,8,Gu,D
Gu C,6,Gu,C
Gu X,6,Gu,X
Guo X,160,Guo,X
Guo CY,21,Guo,CY
Guo Y,11,Guo,Y
Guo W,5,Guo,W
Gupta N,19,Gupta,N
Gupta A,6,Gupta,A
Haiman CA,12,Haiman,CA
Haiman C,6,Haiman,C
Hall AS,15,Hall,AS
Hall ME,15,Hall,ME
Hall P,14,Hall,P
Hall IP,13,Hall,IP
Hall AW,6,Hall,AW
Hardy J,18,Hardy,J
Hardy R,5,Hardy,R
Harris TB,195,Harris,TB
Harris SE,47,Harris,SE
Harris T,27,Harris,T
Harris WS,23,Harris,WS
Hastie ND,11,Hastie,ND
Hastie N,8,Hastie,N
Hayes MG,6,Hayes,MG
Hayes RB,6,Hayes,RB
He J,35,He,J
He C,13,He,C
He M,7,He,M
He H,5,He,H
He L,5,He,L
Heard-Costa NL,57,Heard-Costa,NL
Heard-Costa N,31,Heard-Costa,N
Herbert A,6,Herbert,A
Herbert AG,6,Herbert,AG
Hernandez DG,23,Hernandez,DG
Hernandez D,20,Hernandez,D
Hidalgo B,13,Hidalgo,B
Hidalgo BA,6,Hidalgo,BA
Himali JJ,126,Himali,JJ
Himali D,11,Himali,D
Hingorani AD,18,Hingorani,AD
Hingorani A,11,Hingorani,A
Ho JE,70,Ho,JE
Ho K,6,Ho,K
Ho KK,5,Ho,KK
Hoffmann U,144,Hoffmann,U
Hoffmann W,10,Hoffmann,W
Hoffmann P,9,Hoffmann,P
Holmes MV,9,Holmes,MV
Holmes C,7,Holmes,C
Holmes AJ,5,Holmes,AJ
Howard VJ,12,Howard,VJ
Howard BV,10,Howard,BV
Howard G,5,Howard,G
Hsu YH,38,Hsu,YH
Hsu FC,11,Hsu,FC
Hu FB,42,Hu,FB
Hu Y,12,Hu,Y
Hu F,9,Hu,F
Hu J,6,Hu,J
Hu WZ,5,Hu,WZ
Hu X,5,Hu,X
Huang J,39,Huang,J
Huang T,9,Huang,T
Huang H,8,Huang,H
Huang PL,8,Huang,PL
Huang W,8,Huang,W
Huang Y,7,Huang,Y
Huang Q,6,Huang,Q
Huffman JE,53,Huffman,JE
Huffman J,6,Huffman,J
Hung YJ,17,Hung,YJ
Hung AM,7,Hung,AM
Hung J,6,Hung,J
Hwang SJ,184,Hwang,SJ
Hwang PH,10,Hwang,PH
Hwang MY,7,Hwang,MY
Ikram MA,160,Ikram,MA
Ikram MK,13,Ikram,MK
Ingelsson E,91,Ingelsson,E
Ingelsson M,8,Ingelsson,M
Jackson AU,53,Jackson,AU
Jackson RD,23,Jackson,RD
Jackson R,6,Jackson,R
Jackson VE,6,Jackson,VE
Jacobs DR,26,Jacobs,DR
Jacobs KB,9,Jacobs,KB
Jacques PF,143,Jacques,PF
Jacques P,14,Jacques,P
Jaddoe VW,6,Jaddoe,VW
Jaddoe VWV,6,Jaddoe,VWV
Jain D,20,Jain,D
Jain M,11,Jain,M
James AL,16,James,AL
James A,8,James,A
Jansson JO,12,Jansson,JO
Jansson JH,7,Jansson,JH
Jensen RA,9,Jensen,RA
Jensen MK,5,Jensen,MK
Jia Y,9,Jia,Y
Jia T,6,Jia,T
Jiang J,10,Jiang,J
Jiang X,8,Jiang,X
Johansson Å,17,Johansson,Å
Johansson A,12,Johansson,A
Johansson I,9,Johansson,I
Johnson AD,158,Johnson,AD
Johnson T,32,Johnson,T
Johnson KA,15,Johnson,KA
Johnson WC,14,Johnson,WC
Johnson JA,7,Johnson,JA
Johnson R,6,Johnson,R
Jones G,6,Jones,G
Jones L,6,Jones,L
Jonsson A,5,Jonsson,A
Jonsson PV,5,Jonsson,PV
Joshi PK,29,Joshi,PK
Joshi P,6,Joshi,P
Jun G,16,Jun,G
Jun GR,6,Jun,GR
Jørgensen T,24,Jørgensen,T
Jørgensen ME,18,Jørgensen,ME
Kahn RS,7,Kahn,RS
Kahn HA,5,Kahn,HA
Kamatani Y,31,Kamatani,Y
Kamatani N,5,Kamatani,N
Kannel WB,466,Kannel,WB
Kannel W,8,Kannel,W
Kaplan RC,47,Kaplan,RC
Kaplan R,16,Kaplan,R
Kaplan LM,6,Kaplan,LM
Kardia SLR,80,Kardia,SLR
Kardia SL,47,Kardia,SL
Kardia S,7,Kardia,S
Karlsson M,12,Karlsson,M
Karlsson MK,7,Karlsson,MK
Karlsson R,6,Karlsson,R
Katz R,9,Katz,R
Katz DI,8,Katz,DI
Katz DH,5,Katz,DH
Keene KL,6,Keene,KL
Keene CD,5,Keene,CD
Keller MF,7,Keller,MF
Keller MC,6,Keller,MC
Kenny EE,11,Kenny,EE
Kenny E,5,Kenny,E
Kerr KF,14,Kerr,KF
Kerr SM,5,Kerr,SM
Khan AT,7,Khan,AT
Khan SS,5,Khan,SS
Khera AV,10,Khera,AV
Khera A,5,Khera,A
Kim YJ,14,Kim,YJ
Kim BJ,9,Kim,BJ
Kim S,9,Kim,S
Kim DS,6,Kim,DS
Kim H,6,Kim,H
Kim R,6,Kim,R
Kim W,6,Kim,W
Kim Y,6,Kim,Y
Kim DH,5,Kim,DH
Kim E,5,Kim,E
Kim JS,5,Kim,JS
Kim SK,5,Kim,SK
Kraja AT,28,Kraja,AT
Kraja A,5,Kraja,A
Kramer H,12,Kramer,H
Kramer JH,7,Kramer,JH
Kumar A,8,Kumar,A
Kumar R,7,Kumar,R
Kunkle BW,11,Kunkle,BW
Kunkle B,6,Kunkle,B
Kuulasmaa K,16,Kuulasmaa,K
Kuulasmaa T,7,Kuulasmaa,T
Kuzma AB,7,Kuzma,AB
Kuzma A,5,Kuzma,A
LaValley MP,10,LaValley,MP
LaValley M,6,LaValley,M
Lai CQ,12,Lai,CQ
Lai M,6,Lai,M
Lam CS,12,Lam,CS
Lam M,5,Lam,M
Lange LA,72,Lange,LA
Lange L,19,Lange,L
Lange EM,8,Lange,EM
Larson MG,509,Larson,MG
Larson EB,18,Larson,EB
Larson M,15,Larson,M
Lathrop M,20,Lathrop,M
Lathrop GM,6,Lathrop,GM
Launer LJ,180,Launer,LJ
Launer L,26,Launer,L
Laurie CC,24,Laurie,CC
Laurie CA,14,Laurie,CA
Laurie C,5,Laurie,C
Le Hellard S,9,Le,Hellard S
Le Marchand L,9,Le,Marchand L
Le Grand Q,5,Le,Grand Q
Lee J,34,Lee,J
Lee DS,18,Lee,DS
Lee JJ,14,Lee,JJ
Lee JY,13,Lee,JY
Lee WJ,13,Lee,WJ
Lee S,12,Lee,S
Lee M,10,Lee,M
Lee NR,10,Lee,NR
Lee IT,9,Lee,IT
Lee JH,8,Lee,JH
Lee DH,7,Lee,DH
Lee GY,7,Lee,GY
Lee JS,6,Lee,JS
Lee PH,6,Lee,PH
Lee WP,6,Lee,WP
Lee IM,5,Lee,IM
Lehman B,10,Lehman,B
Lehman BT,9,Lehman,BT
Levine RA,8,Levine,RA
Levine DA,6,Levine,DA
Lewis GD,34,Lewis,GD
Lewis CE,19,Lewis,CE
Lewis JP,16,Lewis,JP
Lewis JR,7,Lewis,JR
Li Y,79,Li,Y
Li M,64,Li,M
Li X,62,Li,X
Li J,37,Li,J
Li G,36,Li,G
Li S,36,Li,S
Li C,24,Li,C
Li L,22,Li,L
Li W,21,Li,W
Li Z,20,Li,Z
Li H,14,Li,H
Li R,10,Li,R
Li D,9,Li,D
Li B,7,Li,B
Li YR,5,Li,YR
Liang L,29,Liang,L
Liang J,13,Liang,J
Liewald DC,18,Liewald,DC
Liewald DCM,10,Liewald,DCM
Lin H,147,Lin,H
Lin X,34,Lin,X
Lin HJ,24,Lin,HJ
Lin Y,9,Lin,Y
Lin JP,8,Lin,JP
Lin K,8,Lin,K
Lin KH,7,Lin,KH
Lin LA,7,Lin,LA
Lin S,6,Lin,S
Lin SY,6,Lin,SY
Lin DY,5,Lin,DY
Lind L,79,Lind,L
Lind PA,8,Lind,PA
Lindgren CM,51,Lindgren,CM
Lindgren C,9,Lindgren,C
Liu Y,190,Liu,Y
Liu C,144,Liu,C
Liu CT,118,Liu,CT
Liu J,67,Liu,J
Liu X,46,Liu,X
Liu S,25,Liu,S
Liu K,21,Liu,K
Liu H,11,Liu,H
Liu DJ,10,Liu,DJ
Liu T,9,Liu,T
Liu L,8,Liu,L
Liu P,8,Liu,P
Liu D,6,Liu,D
Liu E,6,Liu,E
Liu M,6,Liu,M
Liu F,5,Liu,F
Lloyd-Jones DM,56,Lloyd-Jones,DM
Lloyd-Jones D,15,Lloyd-Jones,D
Loh M,16,Loh,M
Loh PR,6,Loh,PR
Lohman K,41,Lohman,K
Lohman KK,18,Lohman,KK
London SJ,32,London,SJ
London B,6,London,B
Long MT,49,Long,MT
Long J,8,Long,J
Longstreth WT,50,Longstreth,WT
Longstreth W,6,Longstreth,W
Loos RJF,87,Loos,RJF
Loos RJ,57,Loos,RJ
Lopez OL,38,Lopez,OL
Lopez LM,19,Lopez,LM
Lopez O,8,Lopez,O
Lu Y,39,Lu,Y
Lu AT,15,Lu,AT
Lu X,11,Lu,X
Lu C,8,Lu,C
Lu S,8,Lu,S
Lu D,6,Lu,D
Lu MT,6,Lu,MT
Luben R,8,Luben,R
Luben RN,7,Luben,RN
Ma J,61,Ma,J
Ma Y,10,Ma,Y
Magnusson PKE,24,Magnusson,PKE
Magnusson PK,22,Magnusson,PK
Magnusson M,6,Magnusson,M
Manichaikul A,58,Manichaikul,A
Manichaikul AW,16,Manichaikul,AW
Manning AK,48,Manning,AK
Manning WJ,32,Manning,WJ
Manning A,8,Manning,A
Martin NG,53,Martin,NG
Martin LW,26,Martin,LW
Martin ER,18,Martin,ER
Massaro JM,171,Massaro,JM
Massaro J,23,Massaro,J
Mathias RA,53,Mathias,RA
Mathias R,9,Mathias,R
Matsuda K,13,Matsuda,K
Matsuda F,8,Matsuda,F
McAlindon TE,11,McAlindon,TE
McAlindon T,5,McAlindon,T
McArdle WL,29,McArdle,WL
McArdle PF,14,McArdle,PF
McCabe EL,31,McCabe,EL
McCabe E,8,McCabe,E
McGee DL,15,McGee,DL
McGee D,5,McGee,D
McKnight B,47,McKnight,B
McKnight AJ,5,McKnight,AJ
McMahon GM,10,McMahon,GM
McMahon KL,5,McMahon,KL
McNamara PM,57,McNamara,PM
McNamara JR,24,McNamara,JR
McNamara P,6,McNamara,P
Mendelson MM,20,Mendelson,MM
Mendelson M,11,Mendelson,M
Miller PE,9,Miller,PE
Miller BL,7,Miller,BL
Miller JW,6,Miller,JW
Miller M,5,Miller,M
Miller P,5,Miller,P
Min JL,9,Min,JL
Min YI,6,Min,YI
Mishra A,16,Mishra,A
Mishra PP,11,Mishra,PP
Mitchell GF,137,Mitchell,GF
Mitchell BD,100,Mitchell,BD
Mitchell P,15,Mitchell,P
Moore LL,33,Moore,LL
Moore JH,7,Moore,JH
Moore AZ,5,Moore,AZ
Morgan K,7,Morgan,K
Morgan A,6,Morgan,A
Morgan T,5,Morgan,T
Morris AP,69,Morris,AP
Morris AD,31,Morris,AD
Morris JC,7,Morris,JC
Morris DW,5,Morris,DW
Morris RW,5,Morris,RW
Morrison AC,142,Morrison,AC
Morrison A,8,Morrison,A
Mosley TH,85,Mosley,TH
Mosley T,6,Mosley,T
Mosley JD,5,Mosley,JD
Mukamal KJ,11,Mukamal,KJ
Mukamal K,7,Mukamal,K
Murabito JM,244,Murabito,JM
Murabito J,13,Murabito,J
Murray A,22,Murray,A
Murray SS,9,Murray,SS
Murray AD,8,Murray,AD
Murray CJ,5,Murray,CJ
Murthy VL,16,Murthy,VL
Murthy V,7,Murthy,V
Muzny D,16,Muzny,D
Muzny DM,10,Muzny,DM
Myers RH,41,Myers,RH
Myers AJ,6,Myers,AJ
Müller C,8,Müller,C
Müller G,8,Müller,G
Müller M,8,Müller,M
Naj AC,14,Naj,AC
Naj A,6,Naj,A
Nalls MA,82,Nalls,MA
Nalls M,16,Nalls,M
Nelson CP,35,Nelson,CP
Nelson RG,5,Nelson,RG
Newman AB,44,Newman,AB
Newman A,7,Newman,A
Nielsen SF,7,Nielsen,SF
Nielsen JB,5,Nielsen,JB
Niiranen TJ,24,Niiranen,TJ
Niiranen T,6,Niiranen,T
Nilsson PM,9,Nilsson,PM
Nilsson P,7,Nilsson,P
Ning H,10,Ning,H
Ning B,6,Ning,B
Njølstad I,13,Njølstad,I
Njølstad PR,5,Njølstad,PR
North KE,110,North,KE
North K,8,North,K
Nyberg F,6,Nyberg,F
Nyberg L,6,Nyberg,L
O'Connell JR,90,O'Connell,JR
O'Connell J,13,O'Connell,J
O'Connor GT,99,O'Connor,GT
O'Connor G,18,O'Connor,G
O'Connor TD,5,O'Connor,TD
O'Donnell CJ,361,O'Donnell,CJ
O'Donnell A,19,O'Donnell,A
Oostra BA,54,Oostra,BA
Oostra B,8,Oostra,B
Ordovas JM,105,Ordovas,JM
Ordovas J,11,Ordovas,J
Orwoll ES,14,Orwoll,ES
Orwoll E,8,Orwoll,E
Owen KR,8,Owen,KR
Owen MJ,7,Owen,MJ
Palmer ND,51,Palmer,ND
Palmer LJ,32,Palmer,LJ
Palmer CNA,27,Palmer,CNA
Palmer CD,17,Palmer,CD
Palmer CN,16,Palmer,CN
Palmer C,8,Palmer,C
Palmisano JN,9,Palmisano,JN
Palmisano J,7,Palmisano,J
Pankow JS,69,Pankow,JS
Pankow J,7,Pankow,J
Park KS,5,Park,KS
Park T,5,Park,T
Patel SR,13,Patel,SR
Patel Y,6,Patel,Y
Patel AP,5,Patel,AP
Pedersen O,45,Pedersen,O
Pedersen NL,42,Pedersen,NL
Peloso GM,71,Peloso,GM
Peloso G,6,Peloso,G
Pencina MJ,101,Pencina,MJ
Pencina KM,17,Pencina,KM
Pencina M,13,Pencina,M
Penninx BW,30,Penninx,BW
Penninx BWJH,20,Penninx,BWJH
Penninx B,12,Penninx,B
Peralta JM,11,Peralta,JM
Peralta CA,7,Peralta,CA
Perls T,7,Perls,T
Perls TT,7,Perls,TT
Perry JR,24,Perry,JR
Perry JRB,15,Perry,JRB
Perry JA,13,Perry,JA
Perry AS,5,Perry,AS
Peters A,114,Peters,A
Peters U,25,Peters,U
Peters MJ,16,Peters,MJ
Peters O,7,Peters,O
Petersen RC,11,Petersen,RC
Petersen AK,10,Petersen,AK
Pirastu M,13,Pirastu,M
Pirastu N,10,Pirastu,N
Pitsillides AN,12,Pitsillides,AN
Pitsillides A,7,Pitsillides,A
Porneala B,8,Porneala,B
Porneala BC,7,Porneala,BC
Porteous DJ,25,Porteous,DJ
Porteous D,11,Porteous,D
Post WS,36,Post,WS
Post W,13,Post,W
Preuss M,18,Preuss,M
Preuss MH,15,Preuss,MH
Price JF,14,Price,JF
Price AL,6,Price,AL
Probst-Hensch NM,8,Probst-Hensch,NM
Probst-Hensch N,7,Probst-Hensch,N
Province MA,64,Province,MA
Province M,7,Province,M
Psaty BM,386,Psaty,BM
Psaty B,9,Psaty,B
Purcell S,6,Purcell,S
Purcell SM,5,Purcell,SM
Qi L,32,Qi,L
Qi Q,17,Qi,Q
Qiao D,12,Qiao,D
Qiao N,5,Qiao,N
Qiu WQ,25,Qiu,WQ
Qiu C,5,Qiu,C
Raffield LM,69,Raffield,LM
Raffield L,5,Raffield,L
Raitakari OT,69,Raitakari,OT
Raitakari O,32,Raitakari,O
Rajan KB,6,Rajan,KB
Rajan T,5,Rajan,T
Ramachandran VS,19,Ramachandran,VS
Ramachandran V,5,Ramachandran,V
Ramirez A,11,Ramirez,A
Ramirez J,5,Ramirez,J
Rao DC,53,Rao,DC
Rao M,7,Rao,M
Rasheed A,15,Rasheed,A
Rasheed H,6,Rasheed,H
Reilly MP,28,Reilly,MP
Reilly DF,12,Reilly,DF
Reilly M,5,Reilly,M
Reiner AP,143,Reiner,AP
Reiner A,12,Reiner,A
Rice K,63,Rice,K
Rice KM,54,Rice,KM
Rice MB,22,Rice,MB
Rice TK,13,Rice,TK
Rice JP,5,Rice,JP
Rich SS,170,Rich,SS
Rich S,5,Rich,S
Richard M,10,Richard,M
Richard MA,8,Richard,MA
Ridker PM,116,Ridker,PM
Ridker P,5,Ridker,P
Ritchie MD,13,Ritchie,MD
Ritchie K,6,Ritchie,K
Robbins JM,7,Robbins,JM
Robbins JA,5,Robbins,JA
Roberts R,9,Roberts,R
Roberts DJ,5,Roberts,DJ
Roden DM,25,Roden,DM
Roden M,9,Roden,M
Rodriguez BAT,9,Rodriguez,BAT
Rodriguez CJ,8,Rodriguez,CJ
Rogers G,13,Rogers,G
Rogers GT,11,Rogers,GT
Rosas IO,10,Rosas,IO
Rosas SE,6,Rosas,SE
Roshchupkin GV,9,Roshchupkin,GV
Roshchupkin G,5,Roshchupkin,G
Ryan KA,18,Ryan,KA
Ryan K,8,Ryan,K
Ryan CP,5,Ryan,CP
Sala C,17,Sala,C
Sala CF,9,Sala,CF
Salem DN,6,Salem,DN
Salem RM,5,Salem,RM
Satizabal CL,104,Satizabal,CL
Satizabal C,8,Satizabal,C
Schaefer EJ,100,Schaefer,EJ
Schaefer MM,5,Schaefer,MM
Schmidt R,73,Schmidt,R
Schmidt H,63,Schmidt,H
Schmidt CO,14,Schmidt,CO
Schmidt EM,11,Schmidt,EM
Schmidt MK,6,Schmidt,MK
Schneider JA,5,Schneider,JA
Schneider JF,5,Schneider,JF
Schork NJ,7,Schork,NJ
Schork AJ,6,Schork,AJ
Schramm K,9,Schramm,K
Schramm E,5,Schramm,E
